20.7 1.4 0.291542 0 
22.25 1.7 0.478872 0 
24.05 1.9 0.716937 0 
26.15 2.3 1.14802 0 
28.65 2.7 1.75832 0 
31.65 3.3 2.74077 0 
35.4 4.2 4.29087 0 
40.15 5.3 6.12274 0 
46.4 7.2 7.69599 0 
55 10 6.00141 0 
67.5 15 1.53085 0 
