-1 -9.7534e-13
-0.95 1.49855
-0.9 5.65247
-0.85 11.8577
-0.8 19.437
-0.75 27.6986
-0.7 35.99
-0.65 43.744
-0.6 50.5162
-0.55 56.0117
-0.5 60.1018
-0.45 62.8283
-0.4 64.3969
-0.35 65.1569
-0.3 65.57
-0.25 66.1672
-0.2 67.4942
-0.15 70.0498
-0.1 74.2184
-0.05 80.2051
0 87.9804
0.05 97.2465
0.1 107.435
0.15 117.742
0.2 127.209
0.25 134.828
0.3 139.669
0.35 141.003
0.4 138.397
0.45 106.423
0.5 97.0367
0.55 86.8909
0.6 91.9646
0.65 74.8278
0.7 57.5447
0.75 41.2182
0.8 26.8251
0.85 15.1352
0.9 6.65881
0.95 1.62705
1 -1.13836e-12
