# sin^2(theta_24)   Delta_m^2_41   chi^2
0.00316228 0.0630957 177893
0.00316228 0.0794328 454993
0.00316228 0.1 1.15894e+06
0.00316228 0.125893 2.94118e+06
0.00316228 0.158489 7.43859e+06
0.00316228 0.199526 1.87478e+07
0.00316228 0.251189 4.711e+07
0.00316228 0.316228 1.17698e+08
0.00316228 0.398107 2.92187e+08
0.00316228 0.501187 7.19172e+08
0.00316228 0.630957 1.74752e+09
0.00316228 0.794328 4.18425e+09
0.00316228 1 9.83568e+09
0.00316228 1.25893 2.25975e+10
0.00316228 1.58489 5.0195e+10
0.00316228 1.99526 1.0472e+11
0.00316228 2.51189 1.94844e+11
0.00316228 3.16228 3.05899e+11
0.00316228 3.98107 3.96207e+11
0.00316228 5.01187 4.36733e+11
0.00316228 6.30957 4.36106e+11
0.00316228 7.94328 4.10005e+11
0.00316228 10 3.37816e+11
0.00316228 12.5893 2.27284e+11
0.00316228 15.8489 1.64193e+11
0.00316228 19.9526 1.32421e+11
0.00316228 25.1189 9.14008e+10
0.00316228 31.6228 7.47147e+10
0.00316228 39.8107 5.59685e+10
0.00316228 50.1187 3.28224e+10
0.00316228 63.0957 1.94876e+10
0.00316228 79.4328 1.3309e+10
0.00398107 0.0001 -1.61477
0.00398107 0.000125893 -1.56159
0.00398107 0.000158489 -1.66822
0.00398107 0.000199526 -1.42735
0.00398107 0.000251189 -1.39527
0.00398107 0.000316228 -1.3147
0.00398107 0.000398107 -1.5006
0.00398107 0.000501187 -1.27229
0.00398107 0.000630957 -1.28719
0.00398107 0.000794328 -1.28524
0.00398107 0.001 -1.05179
0.00398107 0.00125893 -1.34773
0.00398107 0.00158489 -1.12779
0.00398107 0.00199526 -1.05133
0.00398107 0.00251189 -1.41966
0.00398107 0.00316228 -1.19793
0.00398107 0.00398107 -0.152843
0.00398107 0.00501187 2.0416
0.00398107 0.00630957 9.42341
0.00398107 0.00794328 32.4744
0.00398107 0.01 101.248
0.00398107 0.0125893 296.771
0.00398107 0.0158489 834.22
0.00398107 0.0199526 2283.66
0.00398107 0.0251189 6125.39
0.00398107 0.0316228 16185.3
0.00398107 0.0398107 42292.7
0.00398107 0.0501187 109475
0.00398107 0.0630957 281284
0.00398107 0.0794328 719396
0.00398107 0.1 1.83238e+06
0.00398107 0.125893 4.6502e+06
0.00398107 0.158489 1.17606e+07
0.00398107 0.199526 2.9639e+07
0.00398107 0.251189 7.44022e+07
0.00398107 0.316228 1.85867e+08
0.00398107 0.398107 4.61373e+08
0.00398107 0.501187 1.13569e+09
0.00398107 0.630957 2.76098e+09
0.00398107 0.794328 6.61204e+09
0.00398107 1 1.55471e+10
0.00398107 1.25893 3.57172e+10
0.00398107 1.58489 7.93323e+10
0.00398107 1.99526 1.65512e+11
0.00398107 2.51189 3.07954e+11
0.00398107 3.16228 1097.01
0.00398107 3.98107 1096.9
0.00398107 5.01187 1096.9
0.00398107 6.30957 6.91344e+11
0.00398107 7.94328 6.50738e+11
0.00398107 10 5.36243e+11
0.00398107 12.5893 3.60599e+11
0.00398107 15.8489 2.60388e+11
0.00398107 19.9526 2.10086e+11
0.00398107 25.1189 1.45129e+11
0.00398107 31.6228 1.1866e+11
0.00398107 39.8107 8.88828e+10
0.00398107 50.1187 5.21221e+10
0.00398107 63.0957 3.09376e+10
0.00398107 79.4328 2.11258e+10
0.00501187 0.0001 -1.29082
0.00501187 0.000125893 -1.4593
0.00501187 0.000158489 -1.4466
0.00501187 0.000199526 -1.52124
0.00501187 0.000251189 -1.52218
0.00501187 0.000316228 -1.54711
0.00501187 0.000398107 -1.41065
0.00501187 0.000501187 -1.66791
0.00501187 0.000630957 -1.55713
0.00501187 0.000794328 -1.24682
0.00501187 0.001 -1.22015
0.00501187 0.00125893 -1.09592
0.00501187 0.00158489 -1.0875
0.00501187 0.00199526 -1.35893
0.00501187 0.00251189 -1.30055
0.00501187 0.00316228 -1.12705
0.00501187 0.00398107 -0.0227823
0.00501187 0.00501187 3.32836
0.00501187 0.00630957 14.7763
0.00501187 0.00794328 51.62
0.00501187 0.01 160.467
0.00501187 0.0125893 469.681
0.00501187 0.0158489 1320.44
0.00501187 0.0199526 3611.59
0.00501187 0.0251189 9687.11
0.00501187 0.0316228 25598.6
0.00501187 0.0398107 66887.4
0.00501187 0.0501187 173016
0.00501187 0.0630957 444406
0.00501187 0.0794328 1.13643e+06
0.00501187 0.1 2.89441e+06
0.00501187 0.125893 7.34498e+06
0.00501187 0.158489 1.85746e+07
0.00501187 0.199526 4.68082e+07
0.00501187 0.251189 1.17497e+08
0.00501187 0.316228 2.93523e+08
0.00501187 0.398107 7.28603e+08
0.00501187 0.501187 1.7929e+09
0.00501187 0.630957 4.36007e+09
0.00501187 0.794328 1.04417e+10
0.00501187 1 2.45403e+10
0.00501187 1.25893 5.63603e+10
0.00501187 1.58489 1097.18
0.00501187 1.99526 1097.25
0.00501187 2.51189 1097.13
0.00501187 3.16228 1097.14
0.00501187 3.98107 1097.26
0.00501187 5.01187 1097.26
0.00501187 6.30957 1095.34
0.00501187 7.94328 1.03271e+12
0.00501187 10 8.51222e+11
0.00501187 12.5893 5.72171e+11
0.00501187 15.8489 4.12931e+11
0.00501187 19.9526 3.33347e+11
0.00501187 25.1189 2.30538e+11
0.00501187 31.6228 1.88546e+11
0.00501187 39.8107 1.41222e+11
0.00501187 50.1187 8.28135e+10
0.00501187 63.0957 4.91367e+10
0.00501187 79.4328 3.35476e+10
0.00630957 0.0001 -1.41414
0.00630957 0.000125893 -1.64553
0.00630957 0.000158489 -1.53834
0.00630957 0.000199526 -1.1111
0.00630957 0.000251189 -1.33979
0.00630957 0.000316228 -1.59508
0.00630957 0.000398107 -1.55645
0.00630957 0.000501187 -1.28948
0.00630957 0.000630957 -1.17941
0.00630957 0.000794328 -1.18139
0.00630957 0.001 -1.43573
0.00630957 0.00125893 -1.06938
0.00630957 0.00158489 -1.04856
0.00630957 0.00199526 -1.03993
0.00630957 0.00251189 -1.23759
0.00630957 0.00316228 -1.07943
0.00630957 0.00398107 0.764284
0.00630957 0.00501187 5.53316
0.00630957 0.00630957 23.9832
0.00630957 0.00794328 82.5453
0.00630957 0.01 254.157
0.00630957 0.0125893 742.362
0.00630957 0.0158489 1097.18
0.00630957 0.0199526 1097.24
0.00630957 0.0251189 1097.23
0.00630957 0.0316228 1097.64
0.00630957 0.0398107 1097.22
0.00630957 0.0501187 1097.3
0.00630957 0.0630957 1097.54
0.00630957 0.0794328 1097.51
0.00630957 0.1 1097.31
0.00630957 0.125893 1096.95
0.00630957 0.158489 1097.33
0.00630957 0.199526 1097.23
0.00630957 0.251189 1097.43
0.00630957 0.316228 1097.13
0.00630957 0.398107 1097.6
0.00630957 0.501187 1097.24
0.00630957 0.630957 1097.1
0.00630957 0.794328 1097.32
0.00630957 1 1097.2
0.00630957 1.25893 1097.3
0.00630957 1.58489 1097.42
0.00630957 1.99526 1097.41
0.00630957 2.51189 1097.96
0.00630957 3.16228 1097.98
0.00630957 3.98107 1097.84
0.00630957 5.01187 1097.89
0.00630957 6.30957 1097.35
0.00630957 7.94328 1098.51
0.00630957 10 1.35135e+12
0.00630957 12.5893 9.07865e+11
0.00630957 15.8489 6.5482e+11
0.00630957 19.9526 5.28984e+11
0.00630957 25.1189 3.66388e+11
0.00630957 31.6228 2.99771e+11
0.00630957 39.8107 2.24516e+11
0.00630957 50.1187 1.31659e+11
0.00630957 63.0957 7.80832e+10
0.00630957 79.4328 5.32987e+10
0.00794328 0.0001 -1.51109
0.00794328 0.000125893 -1.48686
0.00794328 0.000158489 -1.62209
0.00794328 0.000199526 -1.38439
0.00794328 0.000251189 -1.41404
0.00794328 0.000316228 -1.52622
0.00794328 0.000398107 -1.42281
0.00794328 0.000501187 -1.3419
0.00794328 0.000630957 -1.16555
0.00794328 0.000794328 -1.56277
0.00794328 0.001 -0.939884
0.00794328 0.00125893 -1.03918
0.00794328 0.00158489 -1.01284
0.00794328 0.00199526 -0.919099
0.00794328 0.00251189 -1.54721
0.00794328 0.00316228 -0.71322
0.00794328 0.00398107 1.42213
0.00794328 0.00501187 9.88739
0.00794328 0.00630957 38.53
0.00794328 0.00794328 129.666
0.00794328 0.01 401.503
0.00794328 0.0125893 1097.2
0.00794328 0.0158489 1097.39
0.00794328 0.0199526 1097.36
0.00794328 0.0251189 1097.5
0.00794328 0.0316228 1097.46
0.00794328 0.0398107 1097.61
0.00794328 0.0501187 1097.39
0.00794328 0.0630957 1097.25
0.00794328 0.0794328 1097.5
0.00794328 0.1 1097.62
0.00794328 0.125893 1097.44
0.00794328 0.158489 1097.75
0.00794328 0.199526 1097.34
0.00794328 0.251189 1097.48
0.00794328 0.316228 1097.79
0.00794328 0.398107 1097.25
0.00794328 0.501187 1097.13
0.00794328 0.630957 1097.59
0.00794328 0.794328 1097.8
0.00794328 1 1098.27
0.00794328 1.25893 1098.07
0.00794328 1.58489 1098.28
0.00794328 1.99526 1098.31
0.00794328 2.51189 1097.83
0.00794328 3.16228 1098.03
0.00794328 3.98107 1098.02
0.00794328 5.01187 1098.05
0.00794328 6.30957 1096.9
0.00794328 7.94328 1097.31
0.00794328 10 2.14478e+12
0.00794328 12.5893 1.44037e+12
0.00794328 15.8489 1.03825e+12
0.00794328 19.9526 8.39471e+11
0.00794328 25.1189 5.82603e+11
0.00794328 31.6228 4.76927e+11
0.00794328 39.8107 3.5719e+11
0.00794328 50.1187 2.09469e+11
0.00794328 63.0957 1.2416e+11
0.00794328 79.4328 8.47278e+10
0.01 0.0001 -1.16857
0.01 0.000125893 -1.32498
0.01 0.000158489 -1.41121
0.01 0.000199526 -1.29478
0.01 0.000251189 -1.35499
0.01 0.000316228 -1.5269
0.01 0.000398107 -1.41915
0.01 0.000501187 -1.40944
0.01 0.000630957 -1.16946
0.01 0.000794328 -1.3492
0.01 0.001 -0.697428
0.01 0.00125893 -0.698093
0.01 0.00158489 -0.77733
0.01 0.00199526 -0.850209
0.01 0.00251189 -1.44069
0.01 0.00316228 -0.561926
0.01 0.00398107 2.60406
0.01 0.00501187 16.1505
0.01 0.00630957 61.1909
0.01 0.00794328 205.297
0.01 0.01 634.453
0.01 0.0125893 1097.9
0.01 0.0158489 1097.56
0.01 0.0199526 1097.82
0.01 0.0251189 1097.45
0.01 0.0316228 1098.14
0.01 0.0398107 1097.78
0.01 0.0501187 1097.84
0.01 0.0630957 1097.96
0.01 0.0794328 1098.01
0.01 0.1 1097.46
0.01 0.125893 1097.72
0.01 0.158489 1097.65
0.01 0.199526 1097.7
0.01 0.251189 1097.78
0.01 0.316228 1097.73
0.01 0.398107 1097.68
0.01 0.501187 1097.73
0.01 0.630957 1097.67
0.01 0.794328 1097.6
0.01 1 1097.56
0.01 1.25893 1097.74
0.01 1.58489 1097.97
0.01 1.99526 1097.79
0.01 2.51189 1097.66
0.01 3.16228 1097.79
0.01 3.98107 1097.78
0.01 5.01187 1098.25
0.01 6.30957 1097.29
0.01 7.94328 1097.46
0.01 10 1097.2
0.01 12.5893 2.28426e+12
0.01 15.8489 1.6454e+12
0.01 19.9526 1.33202e+12
0.01 25.1189 9.26945e+11
0.01 31.6228 7.59385e+11
0.01 39.8107 5.68744e+11
0.01 50.1187 3.33562e+11
0.01 63.0957 1097.66
0.01 79.4328 1097.59
0.0125893 0.0001 -1.12999
0.0125893 0.000125893 -1.27422
0.0125893 0.000158489 -1.52917
0.0125893 0.000199526 -1.28301
0.0125893 0.000251189 -1.20249
0.0125893 0.000316228 -1.4723
0.0125893 0.000398107 -1.29145
0.0125893 0.000501187 -1.36678
0.0125893 0.000630957 -1.17108
0.0125893 0.000794328 -0.788344
0.0125893 0.001 -0.43473
0.0125893 0.00125893 -0.561185
0.0125893 0.00158489 -0.407166
0.0125893 0.00199526 -0.600674
0.0125893 0.00251189 -1.34084
0.0125893 0.00316228 -0.43817
0.0125893 0.00398107 4.29695
0.0125893 0.00501187 24.7687
0.0125893 0.00630957 96.2379
0.0125893 0.00794328 323.707
0.0125893 0.01 999.776
0.0125893 0.0125893 1098.14
0.0125893 0.0158489 1098.03
0.0125893 0.0199526 1098.27
0.0125893 0.0251189 1098.21
0.0125893 0.0316228 1097.8
0.0125893 0.0398107 1070.25
0.0125893 0.0501187 1086.91
0.0125893 0.0630957 1094.79
0.0125893 0.0794328 1098.19
0.0125893 0.1 1101.72
0.0125893 0.125893 1100.67
0.0125893 0.158489 1103.53
0.0125893 0.199526 1100.79
0.0125893 0.251189 1099.73
0.0125893 0.316228 1102.46
0.0125893 0.398107 1098.46
0.0125893 0.501187 1098.84
0.0125893 0.630957 1100.32
0.0125893 0.794328 1101.18
0.0125893 1 1100.61
0.0125893 1.25893 1100.4
0.0125893 1.58489 1102.5
0.0125893 1.99526 1102.49
0.0125893 2.51189 1099.03
0.0125893 3.16228 1098.02
0.0125893 3.98107 1098.12
0.0125893 5.01187 1097.93
0.0125893 6.30957 1097.5
0.0125893 7.94328 1097.5
0.0125893 10 1097.57
0.0125893 12.5893 1097.93
0.0125893 15.8489 2.60542e+12
0.0125893 19.9526 2.11272e+12
0.0125893 25.1189 1.47561e+12
0.0125893 31.6228 1097.7
0.0125893 39.8107 1097.56
0.0125893 50.1187 1097.44
0.0125893 63.0957 1097.49
0.0125893 79.4328 1097.52
0.0158489 0.0001 -1.10676
0.0158489 0.000125893 -1.20408
0.0158489 0.000158489 -1.27361
0.0158489 0.000199526 -1.5701
0.0158489 0.000251189 -1.26706
0.0158489 0.000316228 -1.4074
0.0158489 0.000398107 -1.19827
0.0158489 0.000501187 -1.07494
0.0158489 0.000630957 -1.4742
0.0158489 0.000794328 -0.603193
0.0158489 0.001 -0.0792696
0.0158489 0.00125893 -0.0739122
0.0158489 0.00158489 0.280763
0.0158489 0.00199526 -0.428041
0.0158489 0.00251189 -1.14602
0.0158489 0.00316228 -0.193019
0.0158489 0.00398107 7.25013
0.0158489 0.00501187 38.6674
0.0158489 0.00630957 151.577
0.0158489 0.00794328 510.282
0.0158489 0.01 1098.27
0.0158489 0.0125893 1097.97
0.0158489 0.0158489 1098.23
0.0158489 0.0199526 1099.26
0.0158489 0.0251189 1100.38
0.0158489 0.0316228 1095.3
0.0158489 0.0398107 1081.75
0.0158489 0.0501187 1062.06
0.0158489 0.0630957 856.076
0.0158489 0.0794328 879.197
0.0158489 0.1 898.642
0.0158489 0.125893 913.159
0.0158489 0.158489 923.955
0.0158489 0.199526 932.964
0.0158489 0.251189 939.969
0.0158489 0.316228 945.106
0.0158489 0.398107 951.396
0.0158489 0.501187 949.584
0.0158489 0.630957 950.498
0.0158489 0.794328 952.319
0.0158489 1 957.207
0.0158489 1.25893 968.25
0.0158489 1.58489 1000.32
0.0158489 1.99526 1058.98
0.0158489 2.51189 1099.57
0.0158489 3.16228 1097.51
0.0158489 3.98107 1098.16
0.0158489 5.01187 1097.49
0.0158489 6.30957 1097.57
0.0158489 7.94328 1097.79
0.0158489 10 1098.28
0.0158489 12.5893 1097.96
0.0158489 15.8489 1097.91
0.0158489 19.9526 1098.07
0.0158489 25.1189 1097.57
0.0158489 31.6228 1098.31
0.0158489 39.8107 1097.78
0.0158489 50.1187 1097.51
0.0158489 63.0957 1097.49
0.0158489 79.4328 1097.57
0.0199526 0.0001 -0.978127
0.0199526 0.000125893 -1.00321
0.0199526 0.000158489 -1.2354
0.0199526 0.000199526 -1.42762
0.0199526 0.000251189 -1.28923
0.0199526 0.000316228 -1.17935
0.0199526 0.000398107 -1.39785
0.0199526 0.000501187 -1.32765
0.0199526 0.000630957 -1.43861
0.0199526 0.000794328 -0.0163727
0.0199526 0.001 0.208169
0.0199526 0.00125893 0.697865
0.0199526 0.00158489 0.61081
0.0199526 0.00199526 0.471322
0.0199526 0.00251189 -1.0254
0.0199526 0.00316228 0.514677
0.0199526 0.00398107 11.8173
0.0199526 0.00501187 61.3987
0.0199526 0.00630957 238.358
0.0199526 0.00794328 801.994
0.0199526 0.01 1099.51
0.0199526 0.0125893 1088.37
0.0199526 0.0158489 1025.09
0.0199526 0.0199526 947.34
0.0199526 0.0251189 872.818
0.0199526 0.0316228 813.814
0.0199526 0.0398107 764.088
0.0199526 0.0501187 725.535
0.0199526 0.0630957 696.507
0.0199526 0.0794328 673.755
0.0199526 0.1 655.695
0.0199526 0.125893 640.801
0.0199526 0.158489 630.888
0.0199526 0.199526 621.396
0.0199526 0.251189 613.851
0.0199526 0.316228 589.244
0.0199526 0.398107 594.737
0.0199526 0.501187 600.761
0.0199526 0.630957 609.123
0.0199526 0.794328 621.564
0.0199526 1 646.642
0.0199526 1.25893 681.827
0.0199526 1.58489 779.227
0.0199526 1.99526 931.773
0.0199526 2.51189 1069.57
0.0199526 3.16228 1102.37
0.0199526 3.98107 1097.69
0.0199526 5.01187 1097.94
0.0199526 6.30957 1097.86
0.0199526 7.94328 1097.79
0.0199526 10 1097.88
0.0199526 12.5893 1097.76
0.0199526 15.8489 1097.93
0.0199526 19.9526 1097.81
0.0199526 25.1189 1097.66
0.0199526 31.6228 1098.11
0.0199526 39.8107 1097.78
0.0199526 50.1187 1097.97
0.0199526 63.0957 1097.72
0.0199526 79.4328 1098.13
0.0251189 0.0001 -0.793547
0.0251189 0.000125893 -0.618053
0.0251189 0.000158489 -0.994909
0.0251189 0.000199526 -1.06445
0.0251189 0.000251189 -0.903382
0.0251189 0.000316228 -1.11825
0.0251189 0.000398107 -1.37222
0.0251189 0.000501187 -1.22996
0.0251189 0.000630957 -1.39322
0.0251189 0.000794328 0.548288
0.0251189 0.001 1.15387
0.0251189 0.00125893 1.73489
0.0251189 0.00158489 1.20209
0.0251189 0.00199526 0.589811
0.0251189 0.00251189 -0.92157
0.0251189 0.00316228 1.32137
0.0251189 0.00398107 18.6027
0.0251189 0.00501187 96.7753
0.0251189 0.00630957 374.282
0.0251189 0.00794328 1060.04
0.0251189 0.01 908.209
0.0251189 0.0125893 747.898
0.0251189 0.0158489 626.025
0.0251189 0.0199526 541.07
0.0251189 0.0251189 480.146
0.0251189 0.0316228 437.083
0.0251189 0.0398107 406.48
0.0251189 0.0501187 383.522
0.0251189 0.0630957 366.877
0.0251189 0.0794328 354.03
0.0251189 0.1 344.496
0.0251189 0.125893 336.674
0.0251189 0.158489 331.879
0.0251189 0.199526 328.038
0.0251189 0.251189 324.903
0.0251189 0.316228 323.646
0.0251189 0.398107 325.155
0.0251189 0.501187 328.002
0.0251189 0.630957 337.77
0.0251189 0.794328 354.111
0.0251189 1 390.188
0.0251189 1.25893 462.225
0.0251189 1.58489 597.284
0.0251189 1.99526 818.853
0.0251189 2.51189 1035.79
0.0251189 3.16228 1105.49
0.0251189 3.98107 1098.12
0.0251189 5.01187 1098.31
0.0251189 6.30957 1098.01
0.0251189 7.94328 1097.9
0.0251189 10 1098.06
0.0251189 12.5893 1097.87
0.0251189 15.8489 1098.91
0.0251189 19.9526 1098.51
0.0251189 25.1189 1098.14
0.0251189 31.6228 1098.2
0.0251189 39.8107 1098.35
0.0251189 50.1187 1098.09
0.0251189 63.0957 1097.96
0.0251189 79.4328 1098
0.0316228 0.0001 -0.228774
0.0316228 0.000125893 -0.30187
0.0316228 0.000158489 -0.636559
0.0316228 0.000199526 -0.595142
0.0316228 0.000251189 -0.819575
0.0316228 0.000316228 -0.910805
0.0316228 0.000398107 -1.24706
0.0316228 0.000501187 -1.1763
0.0316228 0.000630957 0.66801
0.0316228 0.000794328 1.94938
0.0316228 0.001 2.15931
0.0316228 0.00125893 2.44756
0.0316228 0.00158489 2.16363
0.0316228 0.00199526 4.8172
0.0316228 0.00251189 -0.76891
0.0316228 0.00316228 2.01974
0.0316228 0.00398107 28.9738
0.0316228 0.00501187 150.984
0.0316228 0.00630957 916.607
0.0316228 0.00794328 653.953
0.0316228 0.01 470.996
0.0316228 0.0125893 367.336
0.0316228 0.0158489 304.514
0.0316228 0.0199526 264.516
0.0316228 0.0251189 238.103
0.0316228 0.0316228 219.62
0.0316228 0.0398107 205.788
0.0316228 0.0501187 196.373
0.0316228 0.0630957 188.493
0.0316228 0.0794328 182.598
0.0316228 0.1 178.485
0.0316228 0.125893 175.404
0.0316228 0.158489 173.716
0.0316228 0.199526 172.601
0.0316228 0.251189 172.767
0.0316228 0.316228 173.627
0.0316228 0.398107 175.923
0.0316228 0.501187 181.882
0.0316228 0.630957 191.849
0.0316228 0.794328 210.046
0.0316228 1 252.225
0.0316228 1.25893 329.253
0.0316228 1.58489 484.403
0.0316228 1.99526 730.069
0.0316228 2.51189 1001.66
0.0316228 3.16228 1105.69
0.0316228 3.98107 1098.33
0.0316228 5.01187 1098.39
0.0316228 6.30957 1098.18
0.0316228 7.94328 1098.12
0.0316228 10 1098.5
0.0316228 12.5893 1098.23
0.0316228 15.8489 1098.74
0.0316228 19.9526 1099.03
0.0316228 25.1189 1098.31
0.0316228 31.6228 1098.51
0.0316228 39.8107 1098.31
0.0316228 50.1187 1098.28
0.0316228 63.0957 1098.19
0.0316228 79.4328 1098.17
0.0398107 0.0001 0.251423
0.0398107 0.000125893 0.269534
0.0398107 0.000158489 0.0358496
0.0398107 0.000199526 -0.271322
0.0398107 0.000251189 -0.483104
0.0398107 0.000316228 -1.00308
0.0398107 0.000398107 -0.90028
0.0398107 0.000501187 -1.12644
0.0398107 0.000630957 1.62139
0.0398107 0.000794328 2.31615
0.0398107 0.001 3.34645
0.0398107 0.00125893 4.24966
0.0398107 0.00158489 1.35636
0.0398107 0.00199526 2.75146
0.0398107 0.00251189 -0.784526
0.0398107 0.00316228 3.59732
0.0398107 0.00398107 45.4387
0.0398107 0.00501187 234.978
0.0398107 0.00630957 460.906
0.0398107 0.00794328 289.08
0.0398107 0.01 213.257
0.0398107 0.0125893 173.626
0.0398107 0.0158489 149.489
0.0398107 0.0199526 133.311
0.0398107 0.0251189 122.799
0.0398107 0.0316228 114.418
0.0398107 0.0398107 109.196
0.0398107 0.0501187 105.163
0.0398107 0.0630957 102.987
0.0398107 0.0794328 99.6593
0.0398107 0.1 98.1773
0.0398107 0.125893 97.361
0.0398107 0.158489 96.1246
0.0398107 0.199526 95.7138
0.0398107 0.251189 96.7152
0.0398107 0.316228 97.7186
0.0398107 0.398107 119.883
0.0398107 0.501187 104.979
0.0398107 0.630957 118.419
0.0398107 0.794328 134.59
0.0398107 1 172.592
0.0398107 1.25893 250.155
0.0398107 1.58489 410.994
0.0398107 1.99526 671.316
0.0398107 2.51189 978.207
0.0398107 3.16228 1105.44
0.0398107 3.98107 1098.4
0.0398107 5.01187 1098.66
0.0398107 6.30957 1098.49
0.0398107 7.94328 1098.48
0.0398107 10 1098.69
0.0398107 12.5893 1098.47
0.0398107 15.8489 1098.85
0.0398107 19.9526 1098.35
0.0398107 25.1189 1098.51
0.0398107 31.6228 1098.44
0.0398107 39.8107 1098.51
0.0398107 50.1187 1098.59
0.0398107 63.0957 1098.72
0.0398107 79.4328 1098.4
0.0501187 0.0001 1.55513
0.0501187 0.000125893 1.2476
0.0501187 0.000158489 0.725664
0.0501187 0.000199526 0.640873
0.0501187 0.000251189 0.0528679
0.0501187 0.000316228 -0.537329
0.0501187 0.000398107 -0.771009
0.0501187 0.000501187 -0.84118
0.0501187 0.000630957 2.34778
0.0501187 0.000794328 3.71266
0.0501187 0.001 5.75743
0.0501187 0.00125893 7.24514
0.0501187 0.00158489 1.07284
0.0501187 0.00199526 3.77522
0.0501187 0.00251189 -0.515458
0.0501187 0.00316228 6.0106
0.0501187 0.00398107 70.5271
0.0501187 0.00501187 363.926
0.0501187 0.00630957 183.23
0.0501187 0.00794328 128.934
0.0501187 0.01 11750
0.0501187 0.0125893 36082.9
0.0501187 0.0158489 77.1601
0.0501187 0.0199526 71.4006
0.0501187 0.0251189 66.9234
0.0501187 0.0316228 63.5263
0.0501187 0.0398107 61.8274
0.0501187 0.0501187 59.4265
0.0501187 0.0630957 58.5331
0.0501187 0.0794328 57.5186
0.0501187 0.1 56.5991
0.0501187 0.125893 55.6453
0.0501187 0.158489 55.9996
0.0501187 0.199526 55.974
0.0501187 0.251189 57.166
0.0501187 0.316228 58.0202
0.0501187 0.398107 60.1256
0.0501187 0.501187 64.3454
0.0501187 0.630957 74.1622
0.0501187 0.794328 90.39
0.0501187 1 128.003
0.0501187 1.25893 203.152
0.0501187 1.58489 367.056
0.0501187 1.99526 632.091
0.0501187 2.51189 966.301
0.0501187 3.16228 1104.09
0.0501187 3.98107 1098.64
0.0501187 5.01187 1098.85
0.0501187 6.30957 1098.73
0.0501187 7.94328 1098.67
0.0501187 10 1098.82
0.0501187 12.5893 1099.3
0.0501187 15.8489 1102.79
0.0501187 19.9526 1098.85
0.0501187 25.1189 1098.73
0.0501187 31.6228 1098.77
0.0501187 39.8107 1099.28
0.0501187 50.1187 1098.67
0.0501187 63.0957 1098.5
0.0501187 79.4328 1098.8
0.0630957 0.0001 3.0971
0.0630957 0.000125893 2.90874
0.0630957 0.000158489 2.30225
0.0630957 0.000199526 1.8775
0.0630957 0.000251189 1.11646
0.0630957 0.000316228 0.219047
0.0630957 0.000398107 -0.235501
0.0630957 0.000501187 -0.634874
0.0630957 0.000630957 4.0522
0.0630957 0.000794328 6.56126
0.0630957 0.001 9.00133
0.0630957 0.00125893 -0.529381
0.0630957 0.00158489 10.8516
0.0630957 0.00199526 7.29677
0.0630957 0.00251189 0.0660135
0.0630957 0.00316228 8.54734
0.0630957 0.00398107 108.405
0.0630957 0.00501187 123.343
0.0630957 0.00630957 1572.57
0.0630957 0.00794328 5587.53
0.0630957 0.01 18579
0.0630957 0.0125893 57290.3
0.0630957 0.0158489 44.4685
0.0630957 0.0199526 40.8968
0.0630957 0.0251189 39.6668
0.0630957 0.0316228 37.7282
0.0630957 0.0398107 35.5129
0.0630957 0.0501187 35.7656
0.0630957 0.0630957 34.3091
0.0630957 0.0794328 34.398
0.0630957 0.1 34.2134
0.0630957 0.125893 33.9944
0.0630957 0.158489 34.1877
0.0630957 0.199526 34.9908
0.0630957 0.251189 35.4486
0.0630957 0.316228 35.825
0.0630957 0.398107 39.851
0.0630957 0.501187 43.5602
0.0630957 0.630957 50.6874
0.0630957 0.794328 66.1863
0.0630957 1 100.551
0.0630957 1.25893 175.272
0.0630957 1.58489 340.09
0.0630957 1.99526 605.348
0.0630957 2.51189 942.76
0.0630957 3.16228 1105.72
0.0630957 3.98107 1099.2
0.0630957 5.01187 1099.06
0.0630957 6.30957 1098.92
0.0630957 7.94328 1099.4
0.0630957 10 1099.1
0.0630957 12.5893 1098.98
0.0630957 15.8489 1102.48
0.0630957 19.9526 1098.82
0.0630957 25.1189 1099.15
0.0630957 31.6228 1098.75
0.0630957 39.8107 1098.87
0.0630957 50.1187 1099.02
0.0630957 63.0957 1098.71
0.0630957 79.4328 1098.93
0.0794328 0.0001 5.54081
0.0794328 0.000125893 5.17861
0.0794328 0.000158489 4.7393
0.0794328 0.000199526 3.82667
0.0794328 0.000251189 2.61065
0.0794328 0.000316228 1.08404
0.0794328 0.000398107 0.71419
0.0794328 0.000501187 0.264204
0.0794328 0.000630957 7.03817
0.0794328 0.000794328 10.5642
0.0794328 0.001 -0.537682
0.0794328 0.00125893 -0.634519
0.0794328 0.00158489 17.815
0.0794328 0.00199526 11.187
0.0794328 0.00251189 0.56851
0.0794328 0.00316228 13.1793
0.0794328 0.00398107 163.886
0.0794328 0.00501187 851.892
0.0794328 0.00630957 2390.71
0.0794328 0.00794328 8886.16
0.0794328 0.01 29518.2
0.0794328 0.0125893 90226.6
0.0794328 0.0158489 29.4984
0.0794328 0.0199526 27.9616
0.0794328 0.0251189 24.3311
0.0794328 0.0316228 23.5555
0.0794328 0.0398107 23.1203
0.0794328 0.0501187 22.6964
0.0794328 0.0630957 23.191
0.0794328 0.0794328 22.5479
0.0794328 0.1 22.6262
0.0794328 0.125893 22.9436
