# sin^2(theta_24)   Delta_m^2_41   chi^2
0.000158489 0.00398107 -1.35075
0.000158489 0.00501187 -1.50903
0.000158489 0.00630957 -1.54672
0.000158489 0.00794328 -1.06734
0.000158489 0.01 -0.667373
0.000158489 0.0125893 -0.400234
0.000158489 0.0158489 0.842486
0.000158489 0.0199526 2.88562
0.000158489 0.0251189 9.59214
0.000158489 0.0316228 25.4761
0.000158489 0.0398107 67.3399
0.000158489 0.0501187 174.455
0.000158489 0.0630957 449.635
0.000158489 0.0794328 1150.62
0.000158489 0.1 2931.76
0.000158489 0.125893 7439.83
0.000158489 0.158489 18816.4
0.000158489 0.199526 47423.1
0.000158489 0.251189 119059
0.000158489 0.316228 297478
0.000158489 0.398107 738567
0.000158489 0.501187 1.81788e+06
0.000158489 0.630957 4.42239e+06
0.000158489 0.794328 1.05965e+07
0.000158489 1 2.49216e+07
0.000158489 1.25893 5.7282e+07
0.000158489 1.58489 1.27252e+08
0.000158489 1.99526 2.65319e+08
0.000158489 2.51189 4.9294e+08
0.000158489 3.16228 7.72461e+08
0.000158489 3.98107 9.98107e+08
0.000158489 5.01187 1.09567e+09
0.000158489 6.30957 1.08928e+09
0.000158489 7.94328 1.02184e+09
0.000158489 10 8.42362e+08
0.000158489 12.5893 5.68116e+08
0.000158489 15.8489 4.11127e+08
0.000158489 19.9526 3.31146e+08
0.000158489 25.1189 2.27959e+08
0.000158489 31.6228 1.86233e+08
0.000158489 39.8107 1.39549e+08
0.000158489 50.1187 8.18544e+07
0.000158489 63.0957 4.86655e+07
0.000158489 79.4328 3.32634e+07
0.000199526 0.0001 -1.50371
0.000199526 0.000125893 -1.41568
0.000199526 0.000158489 -1.55873
0.000199526 0.000199526 -1.5473
0.000199526 0.000251189 -1.32021
0.000199526 0.000316228 -1.42222
0.000199526 0.000398107 -1.45331
0.000199526 0.000501187 -1.50615
0.000199526 0.000630957 -1.54305
0.000199526 0.000794328 -1.4787
0.000199526 0.001 -1.44164
0.000199526 0.00125893 -1.33111
0.000199526 0.00158489 -1.43792
0.000199526 0.00199526 -1.42832
0.000199526 0.00251189 -1.50392
0.000199526 0.00316228 -1.48276
0.000199526 0.00398107 -1.64731
0.000199526 0.00501187 -1.40426
0.000199526 0.00630957 -1.23673
0.000199526 0.00794328 -1.08674
0.000199526 0.01 -0.783825
0.000199526 0.0125893 0.216961
0.000199526 0.0158489 1.53796
0.000199526 0.0199526 5.42962
0.000199526 0.0251189 14.8832
0.000199526 0.0316228 40.4907
0.000199526 0.0398107 106.643
0.000199526 0.0501187 276.487
0.000199526 0.0630957 712.805
0.000199526 0.0794328 1823.9
0.000199526 0.1 4646.57
0.000199526 0.125893 11791
0.000199526 0.158489 29819.8
0.000199526 0.199526 75154.6
0.000199526 0.251189 188679
0.000199526 0.316228 471431
0.000199526 0.398107 1.17045e+06
0.000199526 0.501187 2.8809e+06
0.000199526 0.630957 7.0084e+06
0.000199526 0.794328 1.67927e+07
0.000199526 1 3.94945e+07
0.000199526 1.25893 9.07773e+07
0.000199526 1.58489 2.01663e+08
0.000199526 1.99526 4.20475e+08
0.000199526 2.51189 7.81233e+08
0.000199526 3.16228 1.22429e+09
0.000199526 3.98107 1.58199e+09
0.000199526 5.01187 1.73669e+09
0.000199526 6.30957 1.72662e+09
0.000199526 7.94328 1.61972e+09
0.000199526 10 1.33521e+09
0.000199526 12.5893 9.00471e+08
0.000199526 15.8489 6.51626e+08
0.000199526 19.9526 5.24867e+08
0.000199526 25.1189 3.61328e+08
0.000199526 31.6228 2.95192e+08
0.000199526 39.8107 2.21194e+08
0.000199526 50.1187 1.29744e+08
0.000199526 63.0957 7.71364e+07
0.000199526 79.4328 5.27231e+07
0.000251189 0.0001 -1.61202
0.000251189 0.000125893 -1.60636
0.000251189 0.000158489 -1.42633
0.000251189 0.000199526 -1.28004
0.000251189 0.000251189 -1.51307
0.000251189 0.000316228 -1.56838
0.000251189 0.000398107 -1.39667
0.000251189 0.000501187 -1.50181
0.000251189 0.000630957 -1.43167
0.000251189 0.000794328 -1.47
0.000251189 0.001 -1.30112
0.000251189 0.00125893 -1.61373
0.000251189 0.00158489 -1.47725
0.000251189 0.00199526 -1.61798
0.000251189 0.00251189 -1.56156
0.000251189 0.00316228 -1.34423
0.000251189 0.00398107 -1.458
0.000251189 0.00501187 -1.4061
0.000251189 0.00630957 -1.26759
0.000251189 0.00794328 -0.946977
0.000251189 0.01 -0.226138
0.000251189 0.0125893 0.383081
0.000251189 0.0158489 2.66383
0.000251189 0.0199526 8.94736
0.000251189 0.0251189 24.1586
0.000251189 0.0316228 64.4978
0.000251189 0.0398107 168.864
0.000251189 0.0501187 439.111
0.000251189 0.0630957 1129.68
0.000251189 0.0794328 2891.19
0.000251189 0.1 7363.41
0.000251189 0.125893 18685.4
0.000251189 0.158489 47256.8
0.000251189 0.199526 119100
0.000251189 0.251189 299006
0.000251189 0.316228 747086
0.000251189 0.398107 1.85484e+06
0.000251189 0.501187 4.56542e+06
0.000251189 0.630957 1.11063e+07
0.000251189 0.794328 2.66117e+07
0.000251189 1 6.25873e+07
0.000251189 1.25893 1.43855e+08
0.000251189 1.58489 3.19579e+08
0.000251189 1.99526 6.66352e+08
0.000251189 2.51189 1.23812e+09
0.000251189 3.16228 1.9404e+09
0.000251189 3.98107 2.50746e+09
0.000251189 5.01187 2.7528e+09
0.000251189 6.30957 2.73694e+09
0.000251189 7.94328 2.56751e+09
0.000251189 10 2.11646e+09
0.000251189 12.5893 1.42729e+09
0.000251189 15.8489 1.03282e+09
0.000251189 19.9526 8.31928e+08
0.000251189 25.1189 5.72741e+08
0.000251189 31.6228 4.67911e+08
0.000251189 39.8107 3.50614e+08
0.000251189 50.1187 2.05656e+08
0.000251189 63.0957 1.22266e+08
0.000251189 79.4328 8.3569e+07
0.000316228 0.0001 -1.49394
0.000316228 0.000125893 -1.52114
0.000316228 0.000158489 -1.35049
0.000316228 0.000199526 -1.57934
0.000316228 0.000251189 -1.266
0.000316228 0.000316228 -1.41374
0.000316228 0.000398107 -1.25307
0.000316228 0.000501187 -1.66844
0.000316228 0.000630957 -1.45634
0.000316228 0.000794328 -1.39008
0.000316228 0.001 -1.40673
0.000316228 0.00125893 -1.4944
0.000316228 0.00158489 -1.3142
0.000316228 0.00199526 -1.46147
0.000316228 0.00251189 -1.35959
0.000316228 0.00316228 -1.37033
0.000316228 0.00398107 -1.30414
0.000316228 0.00501187 -1.45164
0.000316228 0.00630957 -1.10564
0.000316228 0.00794328 -0.624685
0.000316228 0.01 -0.0451892
0.000316228 0.0125893 1.39934
0.000316228 0.0158489 5.06439
0.000316228 0.0199526 14.2876
0.000316228 0.0251189 38.7367
0.000316228 0.0316228 102.229
0.000316228 0.0398107 268.416
0.000316228 0.0501187 695.714
0.000316228 0.0630957 1790.07
0.000316228 0.0794328 4580.18
0.000316228 0.1 11670.9
0.000316228 0.125893 29611.4
0.000316228 0.158489 74886.4
0.000316228 0.199526 188735
0.000316228 0.251189 473830
0.000316228 0.316228 1.1839e+06
0.000316228 0.398107 2.93933e+06
0.000316228 0.501187 7.23472e+06
0.000316228 0.630957 1.75999e+07
0.000316228 0.794328 4.21707e+07
0.000316228 1 9.91796e+07
0.000316228 1.25893 2.27962e+08
0.000316228 1.58489 5.06428e+08
0.000316228 1.99526 1.05598e+09
0.000316228 2.51189 1.9622e+09
0.000316228 3.16228 3.07537e+09
0.000316228 3.98107 3.97439e+09
0.000316228 5.01187 4.36354e+09
0.000316228 6.30957 4.33862e+09
0.000316228 7.94328 4.07009e+09
0.000316228 10 3.35497e+09
0.000316228 12.5893 2.26237e+09
0.000316228 15.8489 1.63704e+09
0.000316228 19.9526 1.31866e+09
0.000316228 25.1189 9.07882e+08
0.000316228 31.6228 7.41715e+08
0.000316228 39.8107 5.55776e+08
0.000316228 50.1187 3.25996e+08
0.000316228 63.0957 1.93806e+08
0.000316228 79.4328 1.32465e+08
0.000398107 0.0001 -1.51009
0.000398107 0.000125893 -1.53499
0.000398107 0.000158489 -1.52835
0.000398107 0.000199526 -1.51357
0.000398107 0.000251189 -1.63911
0.000398107 0.000316228 -1.34997
0.000398107 0.000398107 -1.42165
0.000398107 0.000501187 -1.49428
0.000398107 0.000630957 -1.54663
0.000398107 0.000794328 -1.49154
0.000398107 0.001 -1.34407
0.000398107 0.00125893 -1.56801
0.000398107 0.00158489 -1.26099
0.000398107 0.00199526 -1.49939
0.000398107 0.00251189 -1.44686
0.000398107 0.00316228 -1.12758
0.000398107 0.00398107 -1.34669
0.000398107 0.00501187 -1.42116
0.000398107 0.00630957 -0.87013
0.000398107 0.00794328 -0.325259
0.000398107 0.01 0.795159
0.000398107 0.0125893 2.35172
0.000398107 0.0158489 7.97385
0.000398107 0.0199526 22.7688
0.000398107 0.0251189 61.3679
0.000398107 0.0316228 162.44
0.000398107 0.0398107 425.746
0.000398107 0.0501187 1102.37
0.000398107 0.0630957 2837.02
0.000398107 0.0794328 7259.31
0.000398107 0.1 18491
0.000398107 0.125893 46922.9
0.000398107 0.158489 118667
0.000398107 0.199526 299074
0.000398107 0.251189 750843
0.000398107 0.316228 1.87604e+06
0.000398107 0.398107 4.65774e+06
0.000398107 0.501187 1.14643e+07
0.000398107 0.630957 2.78892e+07
0.000398107 0.794328 6.68241e+07
0.000398107 1 1.5716e+08
0.000398107 1.25893 3.61228e+08
0.000398107 1.58489 8.02495e+08
0.000398107 1.99526 1.6734e+09
0.000398107 2.51189 3.10966e+09
0.000398107 3.16228 4.8742e+09
0.000398107 3.98107 6.29959e+09
0.000398107 5.01187 6.91699e+09
0.000398107 6.30957 6.87796e+09
0.000398107 7.94328 6.45237e+09
0.000398107 10 5.31847e+09
0.000398107 12.5893 3.58615e+09
0.000398107 15.8489 2.5948e+09
0.000398107 19.9526 2.09021e+09
0.000398107 25.1189 1.43919e+09
0.000398107 31.6228 1.17579e+09
0.000398107 39.8107 8.81026e+08
0.000398107 50.1187 5.16773e+08
0.000398107 63.0957 3.07216e+08
0.000398107 79.4328 2.09976e+08
0.000501187 0.0001 -1.55923
0.000501187 0.000125893 -1.5372
0.000501187 0.000158489 -1.53285
0.000501187 0.000199526 -1.49829
0.000501187 0.000251189 -1.24264
0.000501187 0.000316228 -1.46956
0.000501187 0.000398107 -1.42595
0.000501187 0.000501187 -1.4485
0.000501187 0.000630957 -1.15485
0.000501187 0.000794328 -1.50495
0.000501187 0.001 -1.40151
0.000501187 0.00125893 -1.09573
0.000501187 0.00158489 -1.35743
0.000501187 0.00199526 -1.50792
0.000501187 0.00251189 -1.30347
0.000501187 0.00316228 -1.51014
0.000501187 0.00398107 -1.50081
0.000501187 0.00501187 -1.16586
0.000501187 0.00630957 -0.972654
0.000501187 0.00794328 -0.0270141
0.000501187 0.01 1.11754
0.000501187 0.0125893 4.4936
0.000501187 0.0158489 12.836
0.000501187 0.0199526 35.952
0.000501187 0.0251189 96.8254
0.000501187 0.0316228 257.888
0.000501187 0.0398107 674.568
0.000501187 0.0501187 1746.91
0.000501187 0.0630957 4495.21
0.000501187 0.0794328 11502.9
0.000501187 0.1 29299.8
0.000501187 0.125893 74352.1
0.000501187 0.158489 188035
0.000501187 0.199526 473899
0.000501187 0.251189 1.18976e+06
0.000501187 0.316228 2.97269e+06
0.000501187 0.398107 7.38045e+06
0.000501187 0.501187 1.81658e+07
0.000501187 0.630957 4.41916e+07
0.000501187 0.794328 1.05885e+08
0.000501187 1 2.49024e+08
0.000501187 1.25893 5.72373e+08
0.000501187 1.58489 1.27159e+09
0.000501187 1.99526 2.6517e+09
0.000501187 2.51189 4.92802e+09
0.000501187 3.16228 7.72512e+09
0.000501187 3.98107 9.98521e+09
0.000501187 5.01187 1.0965e+10
0.000501187 6.30957 1.09041e+10
0.000501187 7.94328 1.02297e+10
0.000501187 10 8.4316e+09
0.000501187 12.5893 5.68475e+09
0.000501187 15.8489 4.11299e+09
0.000501187 19.9526 3.31332e+09
0.000501187 25.1189 2.28155e+09
0.000501187 31.6228 1.86401e+09
0.000501187 39.8107 1.39669e+09
0.000501187 50.1187 8.19239e+08
0.000501187 63.0957 4.87011e+08
0.000501187 79.4328 3.32856e+08
0.000630957 0.0001 -1.52825
0.000630957 0.000125893 -1.5787
0.000630957 0.000158489 -1.48621
0.000630957 0.000199526 -1.51645
0.000630957 0.000251189 -1.45938
0.000630957 0.000316228 -1.31639
0.000630957 0.000398107 -1.52159
0.000630957 0.000501187 -1.54437
0.000630957 0.000630957 -1.37294
0.000630957 0.000794328 -1.57652
0.000630957 0.001 -1.50213
0.000630957 0.00125893 -1.32349
0.000630957 0.00158489 -1.44549
0.000630957 0.00199526 -1.51549
0.000630957 0.00251189 -1.61677
0.000630957 0.00316228 -1.33942
0.000630957 0.00398107 -1.51409
0.000630957 0.00501187 -1.1623
0.000630957 0.00630957 -0.579102
0.000630957 0.00794328 0.118419
0.000630957 0.01 2.01366
0.000630957 0.0125893 7.15539
0.000630957 0.0158489 20.7425
0.000630957 0.0199526 57.3235
0.000630957 0.0251189 154.748
0.000630957 0.0316228 408.794
0.000630957 0.0398107 1068.95
0.000630957 0.0501187 2768.53
0.000630957 0.0630957 7123.61
0.000630957 0.0794328 18226.1
0.000630957 0.1 46423.8
0.000630957 0.125893 117808
0.000630957 0.158489 297935
0.000630957 0.199526 750879
0.000630957 0.251189 1.88513e+06
0.000630957 0.316228 4.71013e+06
0.000630957 0.398107 1.16941e+07
0.000630957 0.501187 2.8783e+07
0.000630957 0.630957 7.00196e+07
0.000630957 0.794328 1.67769e+08
0.000630957 1 3.94561e+08
0.000630957 1.25893 9.06882e+08
0.000630957 1.58489 2.01477e+09
0.000630957 1.99526 4.2017e+09
0.000630957 2.51189 7.80936e+09
0.000630957 3.16228 1.22433e+10
0.000630957 3.98107 1.58272e+10
0.000630957 5.01187 1.73823e+10
0.000630957 6.30957 1.7288e+10
0.000630957 7.94328 1.62198e+10
0.000630957 10 1.3368e+10
0.000630957 12.5893 9.01187e+09
0.000630957 15.8489 6.51967e+09
0.000630957 19.9526 5.25236e+09
0.000630957 25.1189 3.61719e+09
0.000630957 31.6228 2.95526e+09
0.000630957 39.8107 2.21433e+09
0.000630957 50.1187 1.29882e+09
0.000630957 63.0957 7.72074e+08
0.000630957 79.4328 5.27674e+08
0.000794328 0.0001 -1.58266
0.000794328 0.000125893 -1.5058
0.000794328 0.000158489 -1.40804
0.000794328 0.000199526 -1.59255
0.000794328 0.000251189 -1.49132
0.000794328 0.000316228 -1.06737
0.000794328 0.000398107 -1.48964
0.000794328 0.000501187 -1.40632
0.000794328 0.000630957 -1.54763
0.000794328 0.000794328 -1.3505
0.000794328 0.001 -1.43991
0.000794328 0.00125893 -1.34736
0.000794328 0.00158489 -1.35693
0.000794328 0.00199526 -1.47647
0.000794328 0.00251189 -1.41358
0.000794328 0.00316228 -1.44997
0.000794328 0.00398107 -1.24252
0.000794328 0.00501187 -1.19717
0.000794328 0.00630957 -0.557479
0.000794328 0.00794328 1.05314
0.000794328 0.01 3.7618
0.000794328 0.0125893 11.3814
0.000794328 0.0158489 33.3781
0.000794328 0.0199526 90.9694
0.000794328 0.0251189 245.13
0.000794328 0.0316228 647.976
0.000794328 0.0398107 1693.75
0.000794328 0.0501187 4387.25
0.000794328 0.0630957 11286.6
0.000794328 0.0794328 28876.3
0.000794328 0.1 73552.1
0.000794328 0.125893 186649
0.000794328 0.158489 472031
0.000794328 0.199526 1.18966e+06
0.000794328 0.251189 2.98672e+06
0.000794328 0.316228 7.46253e+06
0.000794328 0.398107 1.85276e+07
0.000794328 0.501187 4.56022e+07
0.000794328 0.630957 1.10935e+08
0.000794328 0.794328 2.658e+08
0.000794328 1 6.25104e+08
0.000794328 1.25893 1.43677e+09
0.000794328 1.58489 3.19203e+09
0.000794328 1.99526 6.65723e+09
0.000794328 2.51189 1.23747e+10
0.000794328 3.16228 1.94036e+10
0.000794328 3.98107 2.5087e+10
0.000794328 5.01187 2.75566e+10
0.000794328 6.30957 2.7411e+10
0.000794328 7.94328 2.57194e+10
0.000794328 10 2.11964e+10
0.000794328 12.5893 1.42871e+10
0.000794328 15.8489 1.0335e+10
0.000794328 19.9526 8.32659e+09
0.000794328 25.1189 5.73518e+09
0.000794328 31.6228 4.68578e+09
0.000794328 39.8107 3.51092e+09
0.000794328 50.1187 2.05933e+09
0.000794328 63.0957 1.22408e+09
0.000794328 79.4328 8.36567e+08
0.001 0.0001 -1.53254
0.001 0.000125893 -1.48099
0.001 0.000158489 -1.39596
0.001 0.000199526 -1.55246
0.001 0.000251189 -1.41864
0.001 0.000316228 -1.44738
0.001 0.000398107 -1.7043
0.001 0.000501187 -1.46848
0.001 0.000630957 -1.38152
0.001 0.000794328 -1.2163
0.001 0.001 -1.40148
0.001 0.00125893 -1.50174
0.001 0.00158489 -1.28309
0.001 0.00199526 -1.21994
0.001 0.00251189 -1.49914
0.001 0.00316228 -1.58035
0.001 0.00398107 -1.51333
0.001 0.00501187 -0.643296
0.001 0.00630957 -0.112391
0.001 0.00794328 1.78465
0.001 0.01 5.87211
0.001 0.0125893 18.1047
0.001 0.0158489 52.5519
0.001 0.0199526 144.744
0.001 0.0251189 388.951
0.001 0.0316228 1027.13
0.001 0.0398107 2683.75
0.001 0.0501187 6951.01
0.001 0.0630957 17882.6
0.001 0.0794328 45745.8
0.001 0.1 116520
0.001 0.125893 295688
0.001 0.158489 747792
0.001 0.199526 1.88466e+06
0.001 0.251189 4.73158e+06
0.001 0.316228 1.18222e+07
0.001 0.398107 2.93514e+07
0.001 0.501187 7.22429e+07
0.001 0.630957 1.75741e+08
0.001 0.794328 4.21069e+08
0.001 1 9.90248e+08
0.001 1.25893 2.276e+09
0.001 1.58489 5.0566e+09
0.001 1.99526 1.05461e+10
0.001 2.51189 1.9603e+10
0.001 3.16228 3.07422e+10
0.001 3.98107 3.97582e+10
0.001 5.01187 4.3687e+10
0.001 6.30957 4.34656e+10
0.001 7.94328 4.07859e+10
0.001 10 3.36124e+10
0.001 12.5893 2.26521e+10
0.001 15.8489 1.63837e+10
0.001 19.9526 1.32009e+10
0.001 25.1189 9.09425e+09
0.001 31.6228 7.43048e+09
0.001 39.8107 5.5673e+09
0.001 50.1187 3.26548e+09
0.001 63.0957 1.94088e+09
0.001 79.4328 1.32638e+09
0.00125893 0.0001 -1.51326
0.00125893 0.000125893 -1.55743
0.00125893 0.000158489 -1.49069
0.00125893 0.000199526 -1.52741
0.00125893 0.000251189 -1.53413
0.00125893 0.000316228 -1.48055
0.00125893 0.000398107 -1.51507
0.00125893 0.000501187 -1.51771
0.00125893 0.000630957 -1.56755
0.00125893 0.000794328 -1.53311
0.00125893 0.001 -1.34716
0.00125893 0.00125893 -1.20919
0.00125893 0.00158489 -1.52204
0.00125893 0.00199526 -1.47289
0.00125893 0.00251189 -1.37699
0.00125893 0.00316228 -1.43993
0.00125893 0.00398107 -1.26907
0.00125893 0.00501187 -0.72364
0.00125893 0.00630957 0.711756
0.00125893 0.00794328 2.66587
0.00125893 0.01 9.6529
0.00125893 0.0125893 29.2895
0.00125893 0.0158489 83.2947
0.00125893 0.0199526 229.593
0.00125893 0.0251189 615.878
0.00125893 0.0316228 1626.76
0.00125893 0.0398107 4251.24
0.00125893 0.0501187 11010.9
0.00125893 0.0630957 28325.8
0.00125893 0.0794328 72463.5
0.00125893 0.1 184564
0.00125893 0.125893 468364
0.00125893 0.158489 1.1845e+06
0.00125893 0.199526 2.98531e+06
0.00125893 0.251189 7.49488e+06
0.00125893 0.316228 1.87265e+07
0.00125893 0.398107 4.6493e+07
0.00125893 0.501187 1.14433e+08
0.00125893 0.630957 2.78369e+08
0.00125893 0.794328 6.66949e+08
0.00125893 1 1.56855e+09
0.00125893 1.25893 3.60513e+09
0.00125893 1.58489 8.00894e+09
0.00125893 1.99526 1.67017e+10
0.00125893 2.51189 3.10518e+10
0.00125893 3.16228 4.87097e+10
0.00125893 3.98107 6.30112e+10
0.00125893 5.01187 6.92595e+10
0.00125893 6.30957 6.8934e+10
0.00125893 7.94328 6.46928e+10
0.00125893 10 5.33075e+10
0.00125893 12.5893 3.59172e+10
0.00125893 15.8489 2.59739e+10
0.00125893 19.9526 2.09302e+10
0.00125893 25.1189 1.44223e+10
0.00125893 31.6228 1.17845e+10
0.00125893 39.8107 8.82931e+09
0.00125893 50.1187 5.17876e+09
0.00125893 63.0957 3.07769e+09
0.00125893 79.4328 2.10301e+09
0.00158489 0.0001 -1.37253
0.00158489 0.000125893 -1.44882
0.00158489 0.000158489 -1.52297
0.00158489 0.000199526 -1.56941
0.00158489 0.000251189 -1.4068
0.00158489 0.000316228 -1.63496
0.00158489 0.000398107 -1.50432
0.00158489 0.000501187 -1.42167
0.00158489 0.000630957 -1.38372
0.00158489 0.000794328 -1.44374
0.00158489 0.001 -1.44828
0.00158489 0.00125893 -1.34781
0.00158489 0.00158489 -1.17775
0.00158489 0.00199526 -1.22911
0.00158489 0.00251189 -1.6754
0.00158489 0.00316228 -1.31218
0.00158489 0.00398107 -0.904048
0.00158489 0.00501187 -0.552689
0.00158489 0.00630957 0.988899
0.00158489 0.00794328 4.76564
0.00158489 0.01 15.7909
0.00158489 0.0125893 47.1879
0.00158489 0.0158489 132.321
0.00158489 0.0199526 363.435
0.00158489 0.0251189 975.026
0.00158489 0.0316228 2577.27
0.00158489 0.0398107 6733.72
0.00158489 0.0501187 17446.7
0.00158489 0.0630957 44862.3
0.00158489 0.0794328 114756
0.00158489 0.1 292295
0.00158489 0.125893 741754
0.00158489 0.158489 1.87593e+06
0.00158489 0.199526 4.72798e+06
0.00158489 0.251189 1.187e+07
0.00158489 0.316228 2.96581e+07
0.00158489 0.398107 7.36329e+07
0.00158489 0.501187 1.81229e+08
0.00158489 0.630957 4.40848e+08
0.00158489 0.794328 1.05634e+09
0.00158489 1 2.4841e+09
0.00158489 1.25893 5.70864e+09
0.00158489 1.58489 1.2679e+10
0.00158489 1.99526 2.64451e+10
0.00158489 2.51189 4.91788e+10
0.00158489 3.16228 7.7165e+10
0.00158489 3.98107 9.98479e+10
0.00158489 5.01187 1.09795e+11
0.00158489 6.30957 1.09328e+11
0.00158489 7.94328 1.02624e+11
0.00158489 10 8.45549e+10
0.00158489 12.5893 5.69552e+10
0.00158489 15.8489 4.11801e+10
0.00158489 19.9526 3.31881e+10
0.00158489 25.1189 2.28749e+10
0.00158489 31.6228 1.86929e+10
0.00158489 39.8107 1.4005e+10
0.00158489 50.1187 8.2143e+09
0.00158489 63.0957 4.88066e+09
0.00158489 79.4328 3.33452e+09
0.00199526 0.0001 -1.54635
0.00199526 0.000125893 -1.31166
0.00199526 0.000158489 -1.33721
0.00199526 0.000199526 -1.34395
0.00199526 0.000251189 -1.509
0.00199526 0.000316228 -1.53546
0.00199526 0.000398107 -1.44017
0.00199526 0.000501187 -1.49132
0.00199526 0.000630957 -1.68368
0.00199526 0.000794328 -1.49248
0.00199526 0.001 -1.2708
0.00199526 0.00125893 -1.29541
0.00199526 0.00158489 -1.23182
0.00199526 0.00199526 -1.20578
0.00199526 0.00251189 -1.44576
0.00199526 0.00316228 -1.38964
0.00199526 0.00398107 -0.756314
0.00199526 0.00501187 0.0603766
0.00199526 0.00630957 2.13357
0.00199526 0.00794328 7.90987
0.00199526 0.01 25.0536
0.00199526 0.0125893 74.4839
0.00199526 0.0158489 210.359
0.00199526 0.0199526 575.731
0.00199526 0.0251189 1544.25
0.00199526 0.0316228 4081.4
0.00199526 0.0398107 10663.2
0.00199526 0.0501187 27629.4
0.00199526 0.0630957 71037.5
0.00199526 0.0794328 181696
0.00199526 0.1 462798
0.00199526 0.125893 1.17446e+06
0.00199526 0.158489 2.9703e+06
0.00199526 0.199526 7.4862e+06
0.00199526 0.251189 1.87949e+07
0.00199526 0.316228 4.69602e+07
0.00199526 0.398107 1.16587e+08
0.00199526 0.501187 2.87013e+08
0.00199526 0.630957 6.98155e+08
0.00199526 0.794328 1.67262e+09
0.00199526 1 3.93244e+09
0.00199526 1.25893 9.03381e+09
0.00199526 1.58489 2.00669e+10
0.00199526 1.99526 4.18609e+10
0.00199526 2.51189 7.7864e+10
0.00199526 3.16228 1.22205e+11
0.00199526 3.98107 1.58176e+11
0.00199526 5.01187 1.74032e+11
0.00199526 6.30957 1.73402e+11
0.00199526 7.94328 1.62821e+11
0.00199526 10 1.34143e+11
0.00199526 12.5893 9.03275e+10
0.00199526 15.8489 6.52955e+10
0.00199526 19.9526 5.2632e+10
0.00199526 25.1189 3.6289e+10
0.00199526 31.6228 2.96567e+10
0.00199526 39.8107 2.22185e+10
0.00199526 50.1187 1.30311e+10
0.00199526 63.0957 7.74104e+09
0.00199526 79.4328 5.28812e+09
0.00251189 0.0001 -1.34966
0.00251189 0.000125893 -1.55194
0.00251189 0.000158489 -1.4199
0.00251189 0.000199526 -1.49752
0.00251189 0.000251189 -1.3132
0.00251189 0.000316228 -1.3486
0.00251189 0.000398107 -1.46561
0.00251189 0.000501187 -1.45475
0.00251189 0.000630957 -1.19944
0.00251189 0.000794328 -1.37215
0.00251189 0.001 -1.3211
0.00251189 0.00125893 -1.30628
0.00251189 0.00158489 -1.24834
0.00251189 0.00199526 -1.38862
0.00251189 0.00251189 -1.67727
0.00251189 0.00316228 -1.56087
0.00251189 0.00398107 -0.867323
0.00251189 0.00501187 0.392621
0.00251189 0.00630957 3.10625
0.00251189 0.00794328 12.905
0.00251189 0.01 40.2709
0.00251189 0.0125893 118.17
0.00251189 0.0158489 333.224
0.00251189 0.0199526 911.55
0.00251189 0.0251189 2445.66
0.00251189 0.0316228 6462.72
0.00251189 0.0398107 16888.7
0.00251189 0.0501187 43740.9
0.00251189 0.0630957 112437
0.00251189 0.0794328 287589
0.00251189 0.1 732527
0.00251189 0.125893 1.85899e+06
0.00251189 0.158489 4.70161e+06
0.00251189 0.199526 1.18498e+07
0.00251189 0.251189 2.97648e+07
0.00251189 0.316228 7.4366e+07
0.00251189 0.398107 1.84621e+08
0.00251189 0.501187 4.54374e+08
0.00251189 0.630957 1.10521e+09
0.00251189 0.794328 2.64663e+09
0.00251189 1 6.22028e+09
0.00251189 1.25893 1.42915e+10
0.00251189 1.58489 3.17474e+10
0.00251189 1.99526 6.62329e+10
0.00251189 2.51189 1.2322e+11
0.00251189 3.16228 1.93431e+11
0.00251189 3.98107 2.50443e+11
0.00251189 5.01187 2.75772e+11
0.00251189 6.30957 2.75001e+11
0.00251189 7.94328 2.58372e+11
0.00251189 10 2.12853e+11
0.00251189 12.5893 1.43272e+11
0.00251189 15.8489 1.03539e+11
0.00251189 19.9526 8.3478e+10
0.00251189 25.1189 5.75837e+10
0.00251189 31.6228 4.70642e+10
0.00251189 39.8107 3.52578e+10
0.00251189 50.1187 2.06777e+10
0.00251189 63.0957 1.22804e+10
0.00251189 79.4328 8.38802e+09
0.00316228 0.0001 -1.35263
0.00316228 0.000125893 -1.47771
0.00316228 0.000158489 -1.4362
0.00316228 0.000199526 -1.4046
0.00316228 0.000251189 -1.35675
0.00316228 0.000316228 -1.46123
0.00316228 0.000398107 -1.44783
0.00316228 0.000501187 -1.50222
0.00316228 0.000630957 -1.305
0.00316228 0.000794328 -1.21382
0.00316228 0.001 -1.08015
0.00316228 0.00125893 -1.42209
0.00316228 0.00158489 -1.21373
0.00316228 0.00199526 -1.33827
0.00316228 0.00251189 -1.57673
0.00316228 0.00316228 -1.11002
0.00316228 0.00398107 -0.265024
0.00316228 0.00501187 1.08759
0.00316228 0.00630957 5.90261
0.00316228 0.00794328 20.4774
0.00316228 0.01 63.9013
0.00316228 0.0125893 187.394
0.00316228 0.0158489 527.521
0.00316228 0.0199526 1443.1
0.00316228 0.0251189 3870.92
0.00316228 0.0316228 10228.9
0.00316228 0.0398107 26729.2
0.00316228 0.0501187 69221.4
