0   0.   0.   0.   0   0.   0.
0.004   0.   0.   0.   0.00003599870402332771   0.   0.
0.008   0.   0.   0.   0.0001439792654929203   0.   0.
0.012   0.   0.   0.   0.0003238950410042755   0.   0.
0.016   0.   0.   0.   0.0005756683195331448   0.   0.
0.02   0.   0.   0.   0.0008991903643906745   0.   0.
0.024   0.   0.   0.   0.001294321471921135   0.   0.
0.028   0.   0.   0.   0.001760891046902808   0.   0.
0.032   0.   0.   0.   0.002298697694601389   0.   0.
0.036   0.   0.   0.   0.002907509329414101   0.   0.
0.04   0.   0.   0.   0.003587063300031575   0.   0.
0.04399999999999999   0.   0.   0.   0.004337066531033531   0.   0.
0.048   0.   0.   0.   0.005157195680823231   0.   0.
0.052   0.   0.   0.   0.00604709731579486   0.   0.
0.056   0.   0.   0.   0.00700638810061705   0.   0.
0.05999999999999999   0.   0.   0.   0.008034655004505125   0.   0.
0.064   0.   0.   0.   0.00913145552334392   0.   0.
0.068   0.   0.   0.   0.01029631791751259   0.   0.
0.072   0.   0.   0.   0.01152874146525236   0.   0.
0.07599999999999999   0.   0.   0.   0.01282819673140795   0.   0.
0.08   0.   0.   0.   0.01419412585136317   0.   0.
0.084   0.   0.   0.   0.01562594282998134   0.   0.
0.08799999999999999   0.   0.   0.   0.01712303385535117   0.   0.
0.09199999999999999   0.   0.   0.   0.01868475762712929   0.   0.
0.096   0.   0.   0.   0.02031044569926079   0.   0.
0.1   0.   0.   0.   0.02199940283685007   0.   0.
0.104   0.   0.   0.   0.02375090738694508   0.   0.
0.108   0.   0.   0.   0.02556421166298889   0.   0.
0.112   0.   0.   0.   0.02743854234268408   0.   0.
0.116   0.   0.   0.   0.02937310087900643   0.   0.
0.12   0.   0.   0.   0.03136706392409663   0.   0.
0.124   0.   0.   0.   0.03341958376574998   0.   0.
0.128   0.   0.   0.   0.03552978877621648   0.   0.
0.132   0.   0.   0.   0.03769678387301604   0.   0.
0.136   0.   0.   0.   0.03991965099146591   0.   0.
0.14   0.   0.   0.   0.04219744956861022   0.   0.
0.144   0.   0.   0.   0.04452921703823489   0.   0.
0.1479999999999999   0.   0.   0.   0.04691396933664382   0.   0.
0.152   0.   0.   0.   0.0493507014188666   0.   0.
0.156   0.   0.   0.   0.05183838778496086   0.   0.
0.16   0.   0.   0.   0.05437598301606733   0.   0.
0.164   0.   0.   0.   0.05696242231986949   0.   0.
0.168   0.   0.   0.   0.05959662208510425   0.   0.
0.172   0.   0.   0.   0.06227748044476533   0.   0.
0.1759999999999999   0.   0.   0.   0.06500387784763582   0.   0.
0.1799999999999999   0.   0.   0.   0.06777467763778197   0.   0.
0.184   0.   0.   0.   0.07058872664163623   0.   0.
0.188   0.   0.   0.   0.07344485576229288   0.   0.
0.192   0.   0.   0.   0.07634188058063672   0.   0.
0.196   0.   0.   0.   0.07927860196292135   0.   0.
0.2   0.   0.   0.   0.08225380667441055   0.   0.
0.204   0.   0.   0.   0.08526626799869359   0.   0.
0.208   0.   0.   0.   0.08831474636228253   0.   0.
0.2119999999999999   0.   0.   0.   0.09139798996409778   0.   0.
0.216   0.   0.   0.   0.09451473540944561   0.   0.
0.22   0.   0.   0.   0.09766370834809039   0.   0.
0.224   0.   0.   0.   0.1008436241160223   0.   0.
0.228   0.   0.   0.   0.1040531883805213   0.   0.
0.232   0.   0.   0.   0.1072910977881152   0.   0.
0.236   0.   0.   0.   0.1105560406150333   0.   0.
0.2399999999999999   0.   0.   0.   0.113846697419751   0.   0.
0.2439999999999999   0.   0.   0.   0.1171617416972279   0.   0.
0.248   0.   0.   0.   0.1204998405344358   0.   0.
0.252   0.   0.   0.   0.1238596552667784   0.   0.
0.256   0.   0.   0.   0.1272398421350043   0.   0.
0.26   0.   0.   0.   0.1306390529422136   0.   0.
0.264   0.   0.   0.   0.1340559357105651   0.   0.
0.268   0.   0.   0.   0.1374891353372881   0.   0.
0.272   0.   0.   0.   0.1409372942496077   0.   0.
0.276   0.   0.   0.   0.1443990530581951   0.   0.
