11.5	0	0.	0	0	5.811295299679156e11	0
11.877	0	0.	0	0	6.203491349912528e11	0
12.254	0	0.	0	0	6.59390747096373e11	0
12.631	0	0.	0	0	6.946650236012455e11	0
13.008	0	0.	0	0	7.295541824073275e11	0
13.385	0	0.	0	0	7.644320155023857e11	0
13.762	0	0.	0	0	7.996723148741864e11	0
14.139	0	0.	0	0	8.365679834414185e11	0
14.516	0	0.	0	0	8.743316959553792e11	0
14.893	0	0.	0	0	9.128688497566399e11	0
15.27	0	0.	0	0	9.521811424146134e11	0
15.647	0	0.	0	0	9.919970367353455e11	0
16.024	0	0.	0	0	1.0326067457902179e12	0
16.401	0	0.	0	0	1.0742245212362983e12	0
16.778	0	0.	0	0	1.1169807146888816e12	0
17.155	0	0.	0	0	1.1621164982346018e12	0
17.532	0	0.	0	0	1.2088521137592349e12	0
17.909	0	0.	0	0	1.2559887239419294e12	0
18.286	0	0.	0	0	1.302991034816578e12	0
18.663	0	0.	0	0	1.3473805823377449e12	0
19.04	0	0.	0	0	1.3904096482252434e12	0
19.417	0	0.	0	0	1.4335972298243123e12	0
19.794	0	0.	0	0	1.4775365350418735e12	0
20.171	0	0.	0	0	1.5247713720289412e12	0
20.548000000000002	0	0.	0	0	1.5737943989537058e12	0
20.925	0	0.	0	0	1.623326719401208e12	0
21.302	0	0.	0	0	1.6728350794192002e12	0
21.679000000000002	0	0.	0	0	1.7193003141229897e12	0
22.056	0	0.	0	0	1.765584278266629e12	0
22.433	0	0.	0	0	1.8123239857742156e12	0
22.810000000000002	0	0.	0	0	1.8601410797151948e12	0
23.186999999999998	0	0.	0	0	1.9124062580108435e12	0
23.564	0	0.	0	0	1.9653918683592268e12	0
23.941000000000003	0	0.	0	0	2.0183564792235461e12	0
24.317999999999998	0	0.	0	0	2.0698893084464602e12	0
24.695	0	0.	0	0	2.118411287406432e12	0
25.072	0	0.	0	0	2.1662297317589607e12	0
25.448999999999998	0	0.	0	0	2.213770521508161e12	0
25.826	0	0.	0	0	2.262223789866143e12	0
26.203	0	0.	0	0	2.3112911418805337e12	0
26.58	0	0.	0	0	2.3605292270380415e12	0
26.957	0	0.	0	0	2.409852482266804e12	0
27.334	0	0.	0	0	2.4588233288265273e12	0
27.711	0	0.	0	0	2.507835324471107e12	0
28.088	0	0.	0	0	2.5570067648504365e12	0
28.465	0	0.	0	0	2.6065656173971006e12	0
28.842	0	0.	0	0	2.6572178858835664e12	0
29.219	0	0.	0	0	2.708137424650468e12	0
29.596	0	0.	0	0	2.759155566883455e12	0
29.973	0	1.20794e14	0	0	2.810103645768181e12	0
30.35	0	0.	0	0	2.860812994490299e12	0
30.727	0	0.	0	0	2.910868472572382e12	0
31.104	0	0.	0	0	2.96037464187258e12	0
31.481	0	0.	0	0	3.0093888515241577e12	0
31.858	0	0.	0	0	3.0578538209639946e12	0
32.235	0	0.	0	0	3.1052308370268896e12	0
32.612	0	0.	0	0	3.152104085305816e12	0
32.989000000000004	0	0.	0	0	3.1986633427765923e12	0
33.366	0	0.	0	0	3.245067834107983e12	0
33.742999999999995	0	0.	0	0	3.2923868746237505e12	0
34.120000000000005	0	0.	0	0	3.3395031186070728e12	0
34.497	0	0.	0	0	3.3861925685184507e12	0
34.873999999999995	0	0.	0	0	3.432190495037774e12	0
35.251000000000005	0	0.	0	0	3.4763320833985947e12	0
35.628	0	0.	0	0	3.519846862848886e12	0
36.004999999999995	0	0.	0	0	3.5629504025906836e12	0
36.382000000000005	0	0.	0	0	3.605985980148437e12	0
36.759	0	0.	0	0	3.6501824613429e12	0
