0.1 0.226626
0.104713 0.292218
0.109648 0.305073
0.114815 0.204296
0.120226 0.306037
0.125893 0.182393
0.131826 0.251176
0.138038 0.212564
0.144544 0.150225
0.151356 0.266627
0.158489 0.0882168
0.165959 0.20438
0.17378 0.186822
0.18197 0.0645883
0.190546 0.176249
0.199526 0.17063
0.20893 0.0517356
0.218776 0.0979361
0.229087 0.17034
0.239883 0.101252
0.251189 0.0300765
0.263027 0.0733162
0.275423 0.13422
0.288403 0.109745
0.301995 0.0408153
0.316228 0.017747
0.331131 0.0561106
0.346737 0.0998842
0.363078 0.100917
0.380189 0.0624295
0.398107 0.0211274
0.416869 0.00751613
0.436516 0.0249316
0.457088 0.0553692
0.47863 0.0774009
0.501187 0.0793601
0.524807 0.0628639
0.549541 0.0378432
0.57544 0.015514
0.60256 0.00342571
0.630957 0.00365589
0.660693 0.0137896
0.691831 0.0289195
0.724436 0.0440708
0.758578 0.0554622
0.794328 0.0608847
0.831764 0.0601471
0.870964 0.0542641
0.912011 0.0448923
0.954993 0.0339834
1 0.0231331
1.04713 0.0137445
1.09648 0.00662071
1.14815 0.00210792
1.20226 0.000256352
1.25893 0.000790237
1.31826 0.00329002
1.38038 0.00728214
1.44544 0.0122615
1.51356 0.0178049
1.58489 0.0233961
1.65959 0.0288526
1.7378 0.0338255
1.8197 0.0383028
1.90546 0.0420099
1.99526 0.0449024
2.0893 0.0471642
2.18776 0.0485986
2.29087 0.0494819
2.39883 0.0496622
2.51189 0.0493949
2.63027 0.0486633
2.75423 0.0475384
2.88403 0.0461508
3.01995 0.0444555
3.16228 0.0426696
3.31131 0.0406719
3.46737 0.0386602
3.63078 0.0365406
3.80189 0.0345214
3.98107 0.0324136
4.16869 0.0303952
4.36516 0.0284106
4.57088 0.0264926
4.7863 0.0246295
5.01187 0.0228927
5.24807 0.0212676
5.49541 0.019639
5.7544 0.0181898
6.0256 0.0168133
6.30957 0.0154986
6.60693 0.0142552
6.91831 0.0131669
7.24436 0.0120718
7.58578 0.0111144
7.94328 0.0102219
8.31764 0.00938008
8.70964 0.00858749
9.12011 0.00787502
9.54993 0.00724204
