0.0625 0.125 0.0284392 0 
0.1875 0.125 0.408384 0.174221 
0.3125 0.125 1.15553 0.844316 
0.4375 0.125 2.28164 1.68264 
0.5625 0.125 3.75217 2.3002 
0.6875 0.125 4.88065 3.86581 
0.8125 0.125 7.39529 2.88647 
0.9375 0.125 8.89805 5.08961 
1.0625 0.125 7.93667 5.21638 
1.1875 0.125 6.74145 5.13639 
1.3125 0.125 7.93416 7.69387 
1.4375 0.125 11.2965 6.71149 
1.5625 0.125 17.2185 7.09058 
1.6875 0.125 24.4307 7.54604 
1.8125 0.125 33.1205 7.48204 
1.9375 0.125 40.2775 8.87096 
2.0625 0.125 46.6672 7.38449 
2.1875 0.125 50.7579 6.27521 
2.3125 0.125 54.2722 7.71073 
2.4375 0.125 57.7095 7.92296 
2.5625 0.125 59.3313 7.03064 
2.6875 0.125 59.426 7.91322 
2.8125 0.125 59.8862 7.1726 
2.9375 0.125 58.9484 6.99792 
3.0625 0.125 56.0997 7.39899 
3.1875 0.125 53.9961 6.56864 
3.3125 0.125 49.8163 6.76169 
3.4375 0.125 46.1103 6.20481 
3.5625 0.125 41.5289 6.57471 
3.6875 0.125 37.2806 6.38323 
3.8125 0.125 33.0678 6.87407 
3.9375 0.125 28.9222 5.6511 
4.0625 0.125 24.5225 6.06627 
4.1875 0.125 21.1025 5.82019 
4.3125 0.125 17.9168 4.65495 
4.4375 0.125 14.4191 4.67754 
4.5625 0.125 11.7408 4.54457 
4.6875 0.125 9.50552 4.22211 
4.8125 0.125 7.87969 3.95368 
4.9375 0.125 6.39311 4.32053 
5.0625 0.125 5.10788 3.88237 
5.1875 0.125 4.13711 4.20926 
5.3125 0.125 3.30845 4.6093 
5.4375 0.125 2.93021 4.21583 
5.5625 0.125 2.37389 3.85031 
5.6875 0.125 2.07738 3.33158 
5.8125 0.125 1.8275 2.62382 
5.9375 0.125 1.53068 4.2091 
6.0625 0.125 1.36013 3.41738 
6.1875 0.125 1.33626 3.76459 
6.3125 0.125 1.13886 2.61431 
6.4375 0.125 1.07565 2.68906 
6.5625 0.125 0.934267 2.86753 
6.6875 0.125 0.89844 2.7148 
6.8125 0.125 0.874115 2.98029 
6.9375 0.125 0.807837 2.33645 
7.0625 0.125 0.684231 2.94517 
7.1875 0.125 0.714149 2.05343 
7.3125 0.125 0.665225 2.04892 
7.4375 0.125 0.657154 3.6285 
7.5625 0.125 0.62331 2.29703 
7.6875 0.125 0.53217 1.92898 
7.8125 0.125 0.553476 3.14899 
7.9375 0.125 0.536535 2.19654 
8.5 1 3.56501 19.6255 
9.5 1 2.63806 15.8168 
11 2 3.91351 31.2264 
13 2 2.50287 25.6584 
15 2 1.78661 22.3743 
17 2 1.06081 16.6606 
19 2 0.569491 13.6288 
25 10 0.938033 33.8185 
35 10 0.120795 6.28402 
45 10 0.0235311 1.61646 
55 10 0.00595954 0.264989 
65 10 0.00149862 0.0842805 
75 10 0.000213183 0.11746 
85 10 7.11647e-05 0 
95 10 7.17814e-06 0 
105 10 0 0 
