0.0625 0.125 2.47485 0 
0.1875 0.125 39.1211 155616 
0.3125 0.125 76.9067 815993 
0.4375 0.125 112.312 1.52531e+06 
0.5625 0.125 117.623 2.04853e+06 
0.6875 0.125 123.304 3.71781e+06 
0.8125 0.125 139.027 2.7233e+06 
0.9375 0.125 138.731 4.56927e+06 
1.0625 0.125 126.458 4.70609e+06 
1.1875 0.125 111.722 4.56995e+06 
1.3125 0.125 106.503 7.30211e+06 
1.4375 0.125 103.398 6.55149e+06 
1.5625 0.125 104.344 7.16123e+06 
1.6875 0.125 99.6185 8.01924e+06 
1.8125 0.125 96.5144 7.76664e+06 
1.9375 0.125 90.1531 9.29234e+06 
2.0625 0.125 85.7042 7.46115e+06 
2.1875 0.125 78.3031 6.12291e+06 
2.3125 0.125 72.927 7.68491e+06 
2.4375 0.125 68.6888 7.77735e+06 
2.5625 0.125 63.8674 6.75727e+06 
2.6875 0.125 58.7136 7.83751e+06 
2.8125 0.125 55.3087 7.24934e+06 
2.9375 0.125 51.3045 7.27295e+06 
3.0625 0.125 46.5441 7.47745e+06 
3.1875 0.125 42.855 7.29015e+06 
3.3125 0.125 38.0268 6.77479e+06 
3.4375 0.125 34.0522 6.32117e+06 
3.5625 0.125 29.8039 7.49618e+06 
3.6875 0.125 26.0086 6.42307e+06 
3.8125 0.125 22.5913 7.1872e+06 
3.9375 0.125 19.3958 5.64798e+06 
4.0625 0.125 16.1347 6.81225e+06 
4.1875 0.125 13.672 6.17322e+06 
4.3125 0.125 11.458 4.34191e+06 
4.4375 0.125 9.10412 4.61424e+06 
4.5625 0.125 7.34742 4.3645e+06 
4.6875 0.125 5.88205 4.26644e+06 
4.8125 0.125 4.8457 3.85134e+06 
4.9375 0.125 3.89528 3.90932e+06 
5.0625 0.125 3.09252 3.68815e+06 
5.1875 0.125 2.49019 3.84729e+06 
5.3125 0.125 1.96568 4.1389e+06 
5.4375 0.125 1.74133 3.7521e+06 
5.5625 0.125 1.39607 3.41326e+06 
5.6875 0.125 1.21452 2.8613e+06 
5.8125 0.125 1.05951 2.30401e+06 
5.9375 0.125 0.881677 3.77197e+06 
6.0625 0.125 0.779015 2.91697e+06 
6.1875 0.125 0.757091 3.21601e+06 
6.3125 0.125 0.648314 2.22491e+06 
6.4375 0.125 0.607579 2.33588e+06 
6.5625 0.125 0.525379 2.46782e+06 
6.6875 0.125 0.503315 2.37365e+06 
6.8125 0.125 0.485142 2.52777e+06 
6.9375 0.125 0.448212 1.99576e+06 
7.0625 0.125 0.375211 2.53413e+06 
7.1875 0.125 0.387975 1.73796e+06 
7.3125 0.125 0.362354 1.75998e+06 
7.4375 0.125 0.355601 3.09169e+06 
7.5625 0.125 0.33907 1.93779e+06 
7.6875 0.125 0.287506 1.64388e+06 
7.8125 0.125 0.298407 2.67359e+06 
7.9375 0.125 0.286811 1.85822e+06 
8.5 1 1.89625 1.65438e+07 
9.5 1 1.38567 1.3315e+07 
11 2 2.02999 2.61981e+07 
13 2 1.28944 2.1432e+07 
15 2 0.916541 1.86546e+07 
17 2 0.543594 1.38581e+07 
19 2 0.292201 1.13294e+07 
25 10 0.481468 2.80384e+07 
35 10 0.06211 5.20448e+06 
45 10 0.012106 1.33869e+06 
55 10 0.00306712 219441 
65 10 0.000770613 69806.7 
75 10 0.000109729 97304.6 
85 10 3.66546e-05 0 
95 10 3.69978e-06 0 
105 10 0 0 
