# sin^2(theta_24)   Delta_m^2_41   chi^2
0.000125893 0.000316228 2.59683e-07
0.000125893 0.000398107 3.60385e-07
0.000125893 0.000501187 5.31953e-07
0.000125893 0.000630957 8.04032e-07
0.000125893 0.000794328 1.18968e-06
0.000125893 0.001 1.62426e-06
0.000125893 0.00125893 1.83616e-06
0.000125893 0.00158489 1.40031e-06
0.000125893 0.00199526 5.01092e-07
0.000125893 0.00251189 9.51325e-08
0.000125893 0.00316228 3.18308e-07
0.000125893 0.00398107 1.62874e-06
0.000125893 0.00501187 2.73681e-06
0.000125893 0.00630957 1.57917e-06
0.000125893 0.00794328 1.24023e-06
0.000125893 0.01 1.52585e-06
0.000125893 0.0125893 1.80392e-06
0.000125893 0.0158489 1.37261e-06
0.000125893 0.0199526 1.31205e-06
0.000125893 0.0251189 9.6209e-07
0.000125893 0.0316228 1.42167e-06
0.000125893 0.0398107 1.54306e-06
0.000125893 0.0501187 1.27499e-06
0.000125893 0.0630957 1.05572e-06
0.000125893 0.0794328 1.63515e-06
0.000125893 0.1 1.0728e-06
0.000125893 0.125893 1.12453e-06
0.000125893 0.158489 1.47804e-06
0.000125893 0.199526 8.86991e-07
0.000125893 0.251189 1.41538e-06
0.000125893 0.316228 1.15029e-06
0.000125893 0.398107 1.20044e-06
0.000125893 0.501187 1.22914e-06
0.000125893 0.630957 1.5345e-06
0.000125893 0.794328 1.80686e-06
0.000125893 1 1.92717e-06
0.000125893 1.25893 1.08718e-06
0.000125893 1.58489 1.40052e-06
0.000125893 1.99526 1.58149e-06
0.000125893 2.51189 9.47752e-07
0.000125893 3.16228 1.13465e-06
0.000125893 3.98107 1.32787e-06
0.000125893 5.01187 9.99635e-07
0.000125893 6.30957 1.70207e-06
0.000125893 7.94328 8.61202e-07
0.000125893 10 1.35604e-06
0.000125893 12.5893 9.81131e-07
0.000125893 15.8489 8.3092e-07
0.000125893 19.9526 1.29824e-06
0.000125893 25.1189 1.25998e-06
0.000125893 31.6228 1.72047e-06
0.000125893 39.8107 1.83428e-06
0.000125893 50.1187 1.38213e-06
0.000125893 63.0957 1.28595e-06
0.000125893 79.4328 1.24385e-06
0.000158489 0.0001 2.344e-07
0.000158489 0.000125893 2.38878e-07
0.000158489 0.000158489 2.50342e-07
0.000158489 0.000199526 2.74706e-07
0.000158489 0.000251189 3.22423e-07
0.000158489 0.000316228 4.11503e-07
0.000158489 0.000398107 5.71104e-07
0.000158489 0.000501187 8.43022e-07
0.000158489 0.000630957 1.27425e-06
0.000158489 0.000794328 1.88548e-06
0.000158489 0.001 2.57428e-06
0.000158489 0.00125893 2.91013e-06
0.000158489 0.00158489 2.21933e-06
0.000158489 0.00199526 7.9417e-07
0.000158489 0.00251189 1.50808e-07
0.000158489 0.00316228 5.04455e-07
0.000158489 0.00398107 2.58127e-06
0.000158489 0.00501187 4.33751e-06
0.000158489 0.00630957 2.50272e-06
0.000158489 0.00794328 1.96561e-06
0.000158489 0.01 2.41819e-06
0.000158489 0.0125893 2.85892e-06
0.000158489 0.0158489 2.17535e-06
0.000158489 0.0199526 2.07935e-06
0.000158489 0.0251189 1.52469e-06
0.000158489 0.0316228 2.25308e-06
0.000158489 0.0398107 2.44545e-06
0.000158489 0.0501187 2.02059e-06
0.000158489 0.0630957 1.67309e-06
0.000158489 0.0794328 2.59143e-06
0.000158489 0.1 1.70016e-06
0.000158489 0.125893 1.78217e-06
0.000158489 0.158489 2.34239e-06
0.000158489 0.199526 1.40568e-06
0.000158489 0.251189 2.24312e-06
0.000158489 0.316228 1.82296e-06
0.000158489 0.398107 1.90245e-06
0.000158489 0.501187 1.94795e-06
0.000158489 0.630957 2.43187e-06
0.000158489 0.794328 2.86355e-06
0.000158489 1 3.05421e-06
0.000158489 1.25893 1.72292e-06
0.000158489 1.58489 2.21952e-06
0.000158489 1.99526 2.50635e-06
0.000158489 2.51189 1.50195e-06
0.000158489 3.16228 1.79817e-06
0.000158489 3.98107 2.10441e-06
0.000158489 5.01187 1.58421e-06
0.000158489 6.30957 2.69744e-06
0.000158489 7.94328 1.36485e-06
0.000158489 10 2.14905e-06
0.000158489 12.5893 1.55487e-06
0.000158489 15.8489 1.31681e-06
0.000158489 19.9526 2.05743e-06
0.000158489 25.1189 1.99681e-06
0.000158489 31.6228 2.72662e-06
0.000158489 39.8107 2.90699e-06
0.000158489 50.1187 2.19039e-06
0.000158489 63.0957 2.03796e-06
0.000158489 79.4328 1.97123e-06
0.000199526 0.0001 3.71361e-07
0.000199526 0.000125893 3.78459e-07
0.000199526 0.000158489 3.9663e-07
0.000199526 0.000199526 4.35245e-07
0.000199526 0.000251189 5.10872e-07
0.000199526 0.000316228 6.52053e-07
0.000199526 0.000398107 9.05004e-07
0.000199526 0.000501187 1.33597e-06
0.000199526 0.000630957 2.01942e-06
0.000199526 0.000794328 2.9882e-06
0.000199526 0.001 4.07994e-06
0.000199526 0.00125893 4.61228e-06
0.000199526 0.00158489 3.51738e-06
0.000199526 0.00199526 1.25866e-06
0.000199526 0.00251189 2.39082e-07
0.000199526 0.00316228 7.99449e-07
0.000199526 0.00398107 4.09081e-06
0.000199526 0.00501187 6.87441e-06
0.000199526 0.00630957 3.96634e-06
0.000199526 0.00794328 3.11523e-06
0.000199526 0.01 3.83233e-06
0.000199526 0.0125893 4.5309e-06
0.000199526 0.0158489 3.44749e-06
0.000199526 0.0199526 3.29531e-06
0.000199526 0.0251189 2.41624e-06
0.000199526 0.0316228 3.57065e-06
0.000199526 0.0398107 3.87552e-06
0.000199526 0.0501187 3.20216e-06
0.000199526 0.0630957 2.65143e-06
0.000199526 0.0794328 4.10692e-06
0.000199526 0.1 2.69432e-06
0.000199526 0.125893 2.82439e-06
0.000199526 0.158489 3.71215e-06
0.000199526 0.199526 2.22765e-06
0.000199526 0.251189 3.55489e-06
0.000199526 0.316228 2.88895e-06
0.000199526 0.398107 3.01495e-06
0.000199526 0.501187 3.08709e-06
0.000199526 0.630957 3.85394e-06
0.000199526 0.794328 4.53817e-06
0.000199526 1 4.84031e-06
0.000199526 1.25893 2.73036e-06
0.000199526 1.58489 3.51741e-06
0.000199526 1.99526 3.97204e-06
0.000199526 2.51189 2.38015e-06
0.000199526 3.16228 2.84965e-06
0.000199526 3.98107 3.33499e-06
0.000199526 5.01187 2.51058e-06
0.000199526 6.30957 4.27485e-06
0.000199526 7.94328 2.16301e-06
0.000199526 10 3.40577e-06
0.000199526 12.5893 2.46408e-06
0.000199526 15.8489 2.0868e-06
0.000199526 19.9526 3.26053e-06
0.000199526 25.1189 3.1645e-06
0.000199526 31.6228 4.32113e-06
0.000199526 39.8107 4.60696e-06
0.000199526 50.1187 3.47125e-06
0.000199526 63.0957 3.22969e-06
0.000199526 79.4328 3.12393e-06
0.000251189 0.0001 5.88291e-07
0.000251189 0.000125893 5.99544e-07
0.000251189 0.000158489 6.28346e-07
0.000251189 0.000199526 6.89547e-07
0.000251189 0.000251189 8.0941e-07
0.000251189 0.000316228 1.03317e-06
0.000251189 0.000398107 1.43406e-06
0.000251189 0.000501187 2.1171e-06
0.000251189 0.000630957 3.20033e-06
0.000251189 0.000794328 4.7358e-06
0.000251189 0.001 6.46624e-06
0.000251189 0.00125893 7.31005e-06
0.000251189 0.00158489 5.57462e-06
0.000251189 0.00199526 1.99481e-06
0.000251189 0.00251189 3.79053e-07
0.000251189 0.00316228 1.26693e-06
0.000251189 0.00398107 6.48305e-06
0.000251189 0.00501187 1.0895e-05
0.000251189 0.00630957 6.28582e-06
0.000251189 0.00794328 4.9372e-06
0.000251189 0.01 6.07336e-06
0.000251189 0.0125893 7.18063e-06
0.000251189 0.0158489 5.46351e-06
0.000251189 0.0199526 5.22225e-06
0.000251189 0.0251189 3.82902e-06
0.000251189 0.0316228 5.65861e-06
0.000251189 0.0398107 6.14176e-06
0.000251189 0.0501187 5.07455e-06
0.000251189 0.0630957 4.20176e-06
0.000251189 0.0794328 6.5086e-06
0.000251189 0.1 4.26973e-06
0.000251189 0.125893 4.47604e-06
0.000251189 0.158489 5.88279e-06
0.000251189 0.199526 3.53017e-06
0.000251189 0.251189 5.6337e-06
0.000251189 0.316228 4.57816e-06
0.000251189 0.398107 4.77791e-06
0.000251189 0.501187 4.8923e-06
0.000251189 0.630957 6.10747e-06
0.000251189 0.794328 7.19202e-06
0.000251189 1 7.67079e-06
0.000251189 1.25893 4.32674e-06
0.000251189 1.58489 5.57413e-06
0.000251189 1.99526 6.29473e-06
0.000251189 2.51189 3.77173e-06
0.000251189 3.16228 4.51589e-06
0.000251189 3.98107 5.28507e-06
0.000251189 5.01187 3.97857e-06
0.000251189 6.30957 6.77458e-06
0.000251189 7.94328 3.42787e-06
0.000251189 10 5.39729e-06
0.000251189 12.5893 3.90484e-06
0.000251189 15.8489 3.30695e-06
0.000251189 19.9526 5.16703e-06
0.000251189 25.1189 5.01493e-06
0.000251189 31.6228 6.84798e-06
0.000251189 39.8107 7.30094e-06
0.000251189 50.1187 5.50098e-06
0.000251189 63.0957 5.11819e-06
0.000251189 79.4328 4.95056e-06
0.000316228 0.0001 9.31827e-07
0.000316228 0.000125893 9.49667e-07
0.000316228 0.000158489 9.95321e-07
0.000316228 0.000199526 1.09232e-06
0.000316228 0.000251189 1.28229e-06
0.000316228 0.000316228 1.63692e-06
0.000316228 0.000398107 2.2723e-06
0.000316228 0.000501187 3.35484e-06
0.000316228 0.000630957 5.0717e-06
0.000316228 0.000794328 7.50541e-06
0.000316228 0.001 1.02482e-05
0.000316228 0.00125893 1.15858e-05
0.000316228 0.00158489 8.83508e-06
0.000316228 0.00199526 3.16151e-06
0.000316228 0.00251189 6.01024e-07
0.000316228 0.00316228 2.00772e-06
0.000316228 0.00398107 1.02741e-05
0.000316228 0.00501187 1.72671e-05
0.000316228 0.00630957 9.96154e-06
0.000316228 0.00794328 7.82473e-06
0.000316228 0.01 9.62469e-06
0.000316228 0.0125893 1.13798e-05
0.000316228 0.0158489 8.65829e-06
0.000316228 0.0199526 8.27579e-06
0.000316228 0.0251189 6.06766e-06
0.000316228 0.0316228 8.96731e-06
0.000316228 0.0398107 9.73298e-06
0.000316228 0.0501187 8.04159e-06
0.000316228 0.0630957 6.65841e-06
0.000316228 0.0794328 1.03146e-05
0.000316228 0.1 6.7661e-06
0.000316228 0.125893 7.0934e-06
0.000316228 0.158489 9.32245e-06
0.000316228 0.199526 5.59411e-06
0.000316228 0.251189 8.92798e-06
0.000316228 0.316228 7.25487e-06
0.000316228 0.398107 7.57156e-06
0.000316228 0.501187 7.75295e-06
0.000316228 0.630957 9.67846e-06
0.000316228 0.794328 1.13976e-05
0.000316228 1 1.21562e-05
0.000316228 1.25893 6.85624e-06
0.000316228 1.58489 8.83321e-06
0.000316228 1.99526 9.97541e-06
0.000316228 2.51189 5.9767e-06
0.000316228 3.16228 7.15618e-06
0.000316228 3.98107 8.37521e-06
0.000316228 5.01187 6.30475e-06
0.000316228 6.30957 1.07358e-05
0.000316228 7.94328 5.43229e-06
0.000316228 10 8.55315e-06
0.000316228 12.5893 6.18784e-06
0.000316228 15.8489 5.24033e-06
0.000316228 19.9526 8.18809e-06
0.000316228 25.1189 7.94719e-06
0.000316228 31.6228 1.08522e-05
0.000316228 39.8107 1.157e-05
0.000316228 50.1187 8.71733e-06
0.000316228 63.0957 8.11076e-06
0.000316228 79.4328 7.84506e-06
0.000398107 0.0001 1.47575e-06
0.000398107 0.000125893 1.50403e-06
0.000398107 0.000158489 1.5764e-06
0.000398107 0.000199526 1.73015e-06
0.000398107 0.000251189 2.03123e-06
0.000398107 0.000316228 2.59328e-06
0.000398107 0.000398107 3.60028e-06
0.000398107 0.000501187 5.31601e-06
0.000398107 0.000630957 8.03714e-06
0.000398107 0.000794328 1.18946e-05
0.000398107 0.001 1.62423e-05
0.000398107 0.00125893 1.83625e-05
0.000398107 0.00158489 1.40025e-05
0.000398107 0.00199526 5.01053e-06
0.000398107 0.00251189 9.53091e-07
0.000398107 0.00316228 3.18156e-06
0.000398107 0.00398107 1.62815e-05
0.000398107 0.00501187 2.73659e-05
0.000398107 0.00630957 1.57864e-05
0.000398107 0.00794328 1.24009e-05
0.000398107 0.01 1.52522e-05
0.000398107 0.0125893 1.80343e-05
0.000398107 0.0158489 1.37209e-05
0.000398107 0.0199526 1.31144e-05
0.000398107 0.0251189 9.61474e-06
0.000398107 0.0316228 1.42103e-05
0.000398107 0.0398107 1.54237e-05
0.000398107 0.0501187 1.2743e-05
0.000398107 0.0630957 1.0551e-05
0.000398107 0.0794328 1.63457e-05
0.000398107 0.1 1.07216e-05
0.000398107 0.125893 1.1241e-05
0.000398107 0.158489 1.47728e-05
0.000398107 0.199526 8.86441e-06
0.000398107 0.251189 1.41482e-05
0.000398107 0.316228 1.14962e-05
0.000398107 0.398107 1.19983e-05
0.000398107 0.501187 1.2286e-05
0.000398107 0.630957 1.53369e-05
0.000398107 0.794328 1.8062e-05
0.000398107 1 1.9264e-05
0.000398107 1.25893 1.08641e-05
0.000398107 1.58489 1.39973e-05
0.000398107 1.99526 1.58079e-05
0.000398107 2.51189 9.47023e-06
0.000398107 3.16228 1.13397e-05
0.000398107 3.98107 1.32717e-05
0.000398107 5.01187 9.99065e-06
0.000398107 6.30957 1.70126e-05
0.000398107 7.94328 8.60855e-06
0.000398107 10 1.35539e-05
0.000398107 12.5893 9.80524e-06
0.000398107 15.8489 8.30372e-06
0.000398107 19.9526 1.2975e-05
0.000398107 25.1189 1.25936e-05
0.000398107 31.6228 1.71975e-05
0.000398107 39.8107 1.83348e-05
0.000398107 50.1187 1.38137e-05
0.000398107 63.0957 1.28526e-05
0.000398107 79.4328 1.24315e-05
0.000501187 0.0001 2.3367e-06
0.000501187 0.000125893 2.38156e-06
0.000501187 0.000158489 2.49627e-06
0.000501187 0.000199526 2.73996e-06
0.000501187 0.000251189 3.21716e-06
0.000501187 0.000316228 4.10793e-06
0.000501187 0.000398107 5.70391e-06
0.000501187 0.000501187 8.4232e-06
0.000501187 0.000630957 1.27361e-05
0.000501187 0.000794328 1.88503e-05
0.000501187 0.001 2.5742e-05
0.000501187 0.00125893 2.91032e-05
0.000501187 0.00158489 2.2192e-05
0.000501187 0.00199526 7.94093e-06
0.000501187 0.00251189 1.51161e-06
0.000501187 0.00316228 5.04152e-06
0.000501187 0.00398107 2.5801e-05
0.000501187 0.00501187 4.33707e-05
0.000501187 0.00630957 2.50165e-05
0.000501187 0.00794328 1.96533e-05
0.000501187 0.01 2.41694e-05
0.000501187 0.0125893 2.85794e-05
0.000501187 0.0158489 2.1743e-05
0.000501187 0.0199526 2.07812e-05
0.000501187 0.0251189 1.52346e-05
0.000501187 0.0316228 2.25179e-05
0.000501187 0.0398107 2.44407e-05
0.000501187 0.0501187 2.01921e-05
0.000501187 0.0630957 1.67185e-05
0.000501187 0.0794328 2.59028e-05
0.000501187 0.1 1.69888e-05
0.000501187 0.125893 1.78132e-05
0.000501187 0.158489 2.34087e-05
0.000501187 0.199526 1.40458e-05
0.000501187 0.251189 2.242e-05
0.000501187 0.316228 1.82161e-05
0.000501187 0.398107 1.90124e-05
0.000501187 0.501187 1.94687e-05
0.000501187 0.630957 2.43024e-05
0.000501187 0.794328 2.86224e-05
0.000501187 1 3.05268e-05
0.000501187 1.25893 1.72137e-05
0.000501187 1.58489 2.21795e-05
0.000501187 1.99526 2.50496e-05
0.000501187 2.51189 1.50049e-05
0.000501187 3.16228 1.79682e-05
0.000501187 3.98107 2.103e-05
0.000501187 5.01187 1.58307e-05
0.000501187 6.30957 2.69584e-05
0.000501187 7.94328 1.36416e-05
0.000501187 10 2.14776e-05
0.000501187 12.5893 1.55366e-05
0.000501187 15.8489 1.31572e-05
0.000501187 19.9526 2.05596e-05
0.000501187 25.1189 1.99557e-05
0.000501187 31.6228 2.72518e-05
0.000501187 39.8107 2.90539e-05
0.000501187 50.1187 2.18888e-05
0.000501187 63.0957 2.0366e-05
0.000501187 79.4328 1.96983e-05
0.000630957 0.0001 3.69905e-06
0.000630957 0.000125893 3.77019e-06
0.000630957 0.000158489 3.95204e-06
0.000630957 0.000199526 4.33829e-06
0.000630957 0.000251189 5.09461e-06
0.000630957 0.000316228 6.50638e-06
0.000630957 0.000398107 9.03582e-06
0.000630957 0.000501187 1.33457e-05
0.000630957 0.000630957 2.01815e-05
0.000630957 0.000794328 2.98731e-05
0.000630957 0.001 4.07979e-05
0.000630957 0.00125893 4.61265e-05
0.000630957 0.00158489 3.51712e-05
0.000630957 0.00199526 1.25851e-05
0.000630957 0.00251189 2.39785e-06
0.000630957 0.00316228 7.98846e-06
0.000630957 0.00398107 4.08848e-05
0.000630957 0.00501187 6.87353e-05
0.000630957 0.00630957 3.9642e-05
0.000630957 0.00794328 3.11467e-05
0.000630957 0.01 3.82985e-05
0.000630957 0.0125893 4.52895e-05
0.000630957 0.0158489 3.4454e-05
0.000630957 0.0199526 3.29286e-05
0.000630957 0.0251189 2.41379e-05
0.000630957 0.0316228 3.56808e-05
0.000630957 0.0398107 3.87276e-05
0.000630957 0.0501187 3.19941e-05
0.000630957 0.0630957 2.64897e-05
0.000630957 0.0794328 4.10463e-05
0.000630957 0.1 2.69177e-05
0.000630957 0.125893 2.8227e-05
0.000630957 0.158489 3.70912e-05
0.000630957 0.199526 2.22546e-05
0.000630957 0.251189 3.55267e-05
0.000630957 0.316228 2.88625e-05
0.000630957 0.398107 3.01253e-05
0.000630957 0.501187 3.08493e-05
0.000630957 0.630957 3.8507e-05
0.000630957 0.794328 4.53556e-05
0.000630957 1 4.83726e-05
0.000630957 1.25893 2.72726e-05
0.000630957 1.58489 3.51428e-05
0.000630957 1.99526 3.96925e-05
0.000630957 2.51189 2.37725e-05
0.000630957 3.16228 2.84697e-05
0.000630957 3.98107 3.33218e-05
0.000630957 5.01187 2.50831e-05
0.000630957 6.30957 4.27165e-05
0.000630957 7.94328 2.16163e-05
0.000630957 10 3.40319e-05
0.000630957 12.5893 2.46166e-05
0.000630957 15.8489 2.08462e-05
0.000630957 19.9526 3.2576e-05
0.000630957 25.1189 3.16203e-05
0.000630957 31.6228 4.31826e-05
0.000630957 39.8107 4.60378e-05
0.000630957 50.1187 3.46823e-05
0.000630957 63.0957 3.22697e-05
0.000630957 79.4328 3.12113e-05
0.000794328 0.0001 5.85387e-06
0.000794328 0.000125893 5.96671e-06
0.000794328 0.000158489 6.25502e-06
0.000794328 0.000199526 6.86725e-06
0.000794328 0.000251189 8.06596e-06
0.000794328 0.000316228 1.03034e-05
0.000794328 0.000398107 1.43123e-05
0.000794328 0.000501187 2.11431e-05
0.000794328 0.000630957 3.1978e-05
0.000794328 0.000794328 4.73404e-05
0.000794328 0.001 6.46595e-05
0.000794328 0.00125893 7.31077e-05
0.000794328 0.00158489 5.57412e-05
0.000794328 0.00199526 1.9945e-05
0.000794328 0.00251189 3.80456e-06
0.000794328 0.00316228 1.26572e-05
0.000794328 0.00398107 6.47841e-05
0.000794328 0.00501187 0.000108933
0.000794328 0.00630957 6.28156e-05
0.000794328 0.00794328 4.93609e-05
0.000794328 0.01 6.06842e-05
0.000794328 0.0125893 7.17672e-05
0.000794328 0.0158489 5.45934e-05
0.000794328 0.0199526 5.21737e-05
0.000794328 0.0251189 3.82413e-05
0.000794328 0.0316228 5.65348e-05
0.000794328 0.0398107 6.13626e-05
0.000794328 0.0501187 5.06907e-05
0.000794328 0.0630957 4.19685e-05
0.000794328 0.0794328 6.50403e-05
0.000794328 0.1 4.26464e-05
0.000794328 0.125893 4.47266e-05
0.000794328 0.158489 5.87674e-05
0.000794328 0.199526 3.5258e-05
0.000794328 0.251189 5.62927e-05
0.000794328 0.316228 4.57278e-05
0.000794328 0.398107 4.77308e-05
0.000794328 0.501187 4.88799e-05
0.000794328 0.630957 6.10099e-05
0.000794328 0.794328 7.18681e-05
0.000794328 1 7.66471e-05
0.000794328 1.25893 4.32056e-05
0.000794328 1.58489 5.56788e-05
0.000794328 1.99526 6.28916e-05
0.000794328 2.51189 3.76594e-05
0.000794328 3.16228 4.51052e-05
0.000794328 3.98107 5.27947e-05
0.000794328 5.01187 3.97404e-05
0.000794328 6.30957 6.76818e-05
0.000794328 7.94328 3.42512e-05
0.000794328 10 5.39215e-05
0.000794328 12.5893 3.90002e-05
0.000794328 15.8489 3.3026e-05
0.000794328 19.9526 5.16118e-05
0.000794328 25.1189 5.00999e-05
0.000794328 31.6228 6.84226e-05
0.000794328 39.8107 7.29459e-05
0.000794328 50.1187 5.49495e-05
0.000794328 63.0957 5.11278e-05
0.000794328 79.4328 4.94498e-05
0.001 0.0001 9.26037e-06
0.001 0.000125893 9.43938e-06
0.001 0.000158489 9.89649e-06
0.001 0.000199526 1.08669e-05
0.001 0.000251189 1.27668e-05
0.001 0.000316228 1.63129e-05
0.001 0.000398107 2.26664e-05
0.001 0.000501187 3.34928e-05
0.001 0.000630957 5.06665e-05
0.001 0.000794328 7.50189e-05
0.001 0.001 0.000102477
0.001 0.00125893 0.000115872
0.001 0.00158489 8.83408e-05
0.001 0.00199526 3.16089e-05
0.001 0.00251189 6.03826e-06
0.001 0.00316228 2.00532e-05
0.001 0.00398107 0.000102648
0.001 0.00501187 0.000172636
0.001 0.00630957 9.95304e-05
0.001 0.00794328 7.8225e-05
0.001 0.01 9.61482e-05
0.001 0.0125893 0.00011372
0.001 0.0158489 8.64996e-05
0.001 0.0199526 8.26605e-05
0.001 0.0251189 6.05791e-05
0.001 0.0316228 8.95708e-05
0.001 0.0398107 9.72202e-05
0.001 0.0501187 8.03064e-05
0.001 0.0630957 6.64861e-05
0.001 0.0794328 0.000103054
0.001 0.1 6.75595e-05
0.001 0.125893 7.08666e-05
0.001 0.158489 9.31037e-05
0.001 0.199526 5.5854e-05
0.001 0.251189 8.91912e-05
0.001 0.316228 7.24413e-05
0.001 0.398107 7.56193e-05
0.001 0.501187 7.74437e-05
0.001 0.630957 9.66553e-05
0.001 0.794328 0.000113872
0.001 1 0.000121441
0.001 1.25893 6.84391e-05
0.001 1.58489 8.82074e-05
0.001 1.99526 9.9643e-05
0.001 2.51189 5.96514e-05
0.001 3.16228 7.14548e-05
0.001 3.98107 8.36404e-05
0.001 5.01187 6.29571e-05
0.001 6.30957 0.00010723
0.001 7.94328 5.4268e-05
0.001 10 8.54291e-05
0.001 12.5893 6.17821e-05
0.001 15.8489 5.23166e-05
0.001 19.9526 8.1764e-05
0.001 25.1189 7.93734e-05
0.001 31.6228 0.000108408
0.001 39.8107 0.000115573
0.001 50.1187 8.70529e-05
0.001 63.0957 8.09996e-05
0.001 79.4328 7.83391e-05
0.00125893 0.0001 1.4642e-05
0.00125893 0.000125893 1.49261e-05
0.00125893 0.000158489 1.56509e-05
0.00125893 0.000199526 1.71892e-05
0.00125893 0.000251189 2.02004e-05
0.00125893 0.000316228 2.58205e-05
0.00125893 0.000398107 3.589e-05
0.00125893 0.000501187 5.30491e-05
0.00125893 0.000630957 8.02706e-05
0.00125893 0.000794328 0.000118876
0.00125893 0.001 0.000162411
0.00125893 0.00125893 0.000183654
0.00125893 0.00158489 0.000140005
0.00125893 0.00199526 5.0093e-05
0.00125893 0.00251189 9.58682e-06
0.00125893 0.00316228 3.17677e-05
0.00125893 0.00398107 0.00016263
0.00125893 0.00501187 0.000273588
0.00125893 0.00630957 0.000157694
0.00125893 0.00794328 0.000123965
0.00125893 0.01 0.000152325
0.00125893 0.0125893 0.000180187
0.00125893 0.0158489 0.000137043
0.00125893 0.0199526 0.00013095
0.00125893 0.0251189 9.59528e-05
0.00125893 0.0316228 0.000141899
0.00125893 0.0398107 0.000154018
0.00125893 0.0501187 0.000127211
0.00125893 0.0630957 0.000105315
0.00125893 0.0794328 0.000163276
0.00125893 0.1 0.000107014
0.00125893 0.125893 0.000112276
0.00125893 0.158489 0.000147487
0.00125893 0.199526 8.84704e-05
0.00125893 0.251189 0.000141305
0.00125893 0.316228 0.000114747
0.00125893 0.398107 0.000119791
0.00125893 0.501187 0.000122688
0.00125893 0.630957 0.000153111
0.00125893 0.794328 0.000180413
0.00125893 1 0.000192398
0.00125893 1.25893 0.000108395
0.00125893 1.58489 0.000139724
0.00125893 1.99526 0.000157857
0.00125893 2.51189 9.44718e-05
0.00125893 3.16228 0.000113184
0.00125893 3.98107 0.000132494
0.00125893 5.01187 9.97261e-05
0.00125893 6.30957 0.000169871
0.00125893 7.94328 8.59762e-05
0.00125893 10 0.000135334
0.00125893 12.5893 9.78603e-05
0.00125893 15.8489 8.28642e-05
0.00125893 19.9526 0.000129517
0.00125893 25.1189 0.000125739
0.00125893 31.6228 0.000171747
0.00125893 39.8107 0.000183095
0.00125893 50.1187 0.000137897
0.00125893 63.0957 0.000128311
0.00125893 79.4328 0.000124092
0.00158489 0.0001 2.31369e-05
0.00158489 0.000125893 2.35879e-05
0.00158489 0.000158489 2.47373e-05
0.00158489 0.000199526 2.71759e-05
0.00158489 0.000251189 3.19485e-05
0.00158489 0.000316228 4.08554e-05
0.00158489 0.000398107 5.68141e-05
0.00158489 0.000501187 8.40104e-05
0.00158489 0.000630957 0.00012716
0.00158489 0.000794328 0.000188363
0.00158489 0.001 0.000257397
0.00158489 0.00125893 0.000291089
0.00158489 0.00158489 0.00022188
0.00158489 0.00199526 7.93847e-05
0.00158489 0.00251189 1.52277e-05
0.00158489 0.00316228 5.03198e-05
0.00158489 0.00398107 0.000257641
0.00158489 0.00501187 0.000433565
0.00158489 0.00630957 0.000249826
0.00158489 0.00794328 0.000196445
0.00158489 0.01 0.000241301
0.00158489 0.0125893 0.000285484
0.00158489 0.0158489 0.000217098
0.00158489 0.0199526 0.000207424
0.00158489 0.0251189 0.000151958
0.00158489 0.0316228 0.000224772
0.00158489 0.0398107 0.00024397
0.00158489 0.0501187 0.000201485
0.00158489 0.0630957 0.000166795
0.00158489 0.0794328 0.000258665
0.00158489 0.1 0.000169484
0.00158489 0.125893 0.000177864
0.00158489 0.158489 0.000233606
0.00158489 0.199526 0.000140112
0.00158489 0.251189 0.000223848
0.00158489 0.316228 0.000181734
0.00158489 0.398107 0.00018974
0.00158489 0.501187 0.000194345
0.00158489 0.630957 0.000242509
0.00158489 0.794328 0.00028581
0.00158489 1 0.000304785
0.00158489 1.25893 0.000171646
0.00158489 1.58489 0.000221299
0.00158489 1.99526 0.000250053
0.00158489 2.51189 0.000149589
0.00158489 3.16228 0.000179256
0.00158489 3.98107 0.000209855
0.00158489 5.01187 0.000157947
0.00158489 6.30957 0.000269075
0.00158489 7.94328 0.000136198
0.00158489 10 0.000214368
0.00158489 12.5893 0.000154983
0.00158489 15.8489 0.000131227
0.00158489 19.9526 0.000205131
0.00158489 25.1189 0.000199166
0.00158489 31.6228 0.000272063
0.00158489 39.8107 0.000290034
0.00158489 50.1187 0.000218408
0.00158489 63.0957 0.00020323
0.00158489 79.4328 0.000196539
0.00199526 0.0001 3.65319e-05
0.00199526 0.000125893 3.72481e-05
0.00199526 0.000158489 3.90712e-05
0.00199526 0.000199526 4.29371e-05
0.00199526 0.000251189 5.05015e-05
0.00199526 0.000316228 6.46175e-05
0.00199526 0.000398107 8.99095e-05
0.00199526 0.000501187 0.000133015
0.00199526 0.000630957 0.000201414
0.00199526 0.000794328 0.000298452
0.00199526 0.001 0.000407932
0.00199526 0.00125893 0.00046138
0.00199526 0.00158489 0.000351632
0.00199526 0.00199526 0.000125802
0.00199526 0.00251189 2.42014e-05
0.00199526 0.00316228 7.96945e-05
0.00199526 0.00398107 0.00040811
0.00199526 0.00501187 0.000687068
0.00199526 0.00630957 0.000395744
0.00199526 0.00794328 0.000311291
0.00199526 0.01 0.000382199
0.00199526 0.0125893 0.000452275
0.00199526 0.0158489 0.000343878
0.00199526 0.0199526 0.000328513
0.00199526 0.0251189 0.000240605
0.00199526 0.0316228 0.000355994
0.00199526 0.0398107 0.000386405
