-1 14.7189
-0.99 14.7189
-0.98 14.7189
-0.97 14.7189
-0.96 14.7189
-0.95 14.7189
-0.94 14.7189
-0.93 14.7189
-0.92 14.7189
-0.91 14.7189
-0.9 14.7189
-0.89 14.7189
-0.88 14.7189
-0.87 14.7189
-0.86 14.7189
-0.85 14.7189
-0.84 14.7189
-0.83 14.7189
-0.82 14.7189
-0.81 14.7189
-0.8 14.7189
-0.79 14.7189
-0.78 14.7189
-0.77 14.7189
-0.76 14.7189
-0.75 14.7189
-0.74 14.7189
-0.73 14.7189
-0.72 14.7189
-0.71 14.7189
-0.7 14.7189
-0.69 14.7189
-0.68 14.7189
-0.67 14.7189
-0.66 14.7189
-0.65 14.7189
-0.64 14.7189
-0.63 14.7189
-0.62 14.7189
-0.61 14.7189
-0.6 14.7189
-0.59 14.7189
-0.58 14.7189
-0.57 14.7189
-0.56 14.7189
-0.55 14.7189
-0.54 14.7189
-0.53 14.7189
-0.52 14.7189
-0.51 14.7189
-0.5 14.7189
-0.49 14.7189
-0.48 14.7189
-0.47 14.7189
-0.46 14.7189
-0.45 14.7189
-0.44 14.7189
-0.43 14.7189
-0.42 14.7189
-0.41 14.7189
-0.4 14.7189
-0.39 14.7189
-0.38 14.7189
-0.37 14.7189
-0.36 14.7189
-0.35 14.7189
-0.34 14.7189
-0.33 14.7189
-0.32 14.7189
-0.31 14.7189
-0.3 14.7189
-0.29 14.7189
-0.28 14.7189
-0.27 14.7189
-0.26 14.7189
-0.25 14.7189
-0.24 14.7189
-0.23 14.7189
-0.22 14.7189
-0.21 14.7189
-0.2 14.7189
-0.19 14.7189
-0.18 14.7189
-0.17 14.7189
-0.16 14.7189
-0.15 14.7189
-0.14 14.7189
-0.13 14.7189
-0.12 14.7189
-0.11 14.7189
-0.1 14.7189
-0.09 14.7189
-0.08 14.7189
-0.07 14.7189
-0.06 14.7189
-0.05 14.7189
-0.04 14.7189
-0.03 14.7189
-0.02 14.7189
-0.01 14.7189
-1.39591e-15 14.7189
0.01 14.7189
0.02 14.7189
0.03 14.7189
0.04 14.7189
0.05 14.7189
0.06 14.7189
0.07 14.7189
0.08 14.7189
0.09 14.7189
0.1 14.7189
0.11 14.7189
0.12 14.7189
0.13 14.7189
0.14 14.7189
0.15 14.7189
0.16 14.7189
0.17 14.7189
0.18 14.7189
0.19 14.7189
0.2 14.7189
0.21 14.7189
0.22 14.7189
0.23 14.7189
0.24 14.7189
0.25 14.7189
0.26 14.7189
0.27 14.7189
0.28 14.7189
0.29 14.7189
0.3 14.7189
0.31 14.7189
0.32 14.7189
0.33 14.7189
0.34 14.7189
0.35 14.7189
0.36 14.7189
0.37 14.7189
0.38 14.7189
0.39 14.7189
0.4 14.7189
0.41 14.7189
0.42 14.7189
0.43 14.7189
0.44 14.7189
0.45 14.7189
0.46 14.7189
0.47 14.7189
0.48 14.7189
0.49 14.7189
0.5 14.7189
0.51 14.7189
0.52 14.7189
0.53 14.7189
0.54 14.7189
0.55 14.7189
0.56 14.7189
0.57 14.7189
0.58 14.7189
0.59 14.7189
0.6 14.7189
0.61 14.7189
0.62 14.7189
0.63 14.7189
0.64 14.7189
0.65 14.7189
0.66 14.7189
0.67 14.7189
0.68 14.7189
0.69 14.7189
0.7 14.7189
0.71 14.7189
0.72 14.7189
0.73 14.7189
0.74 14.7189
0.75 14.7189
0.76 14.7189
0.77 14.7189
0.78 14.7189
0.79 14.7189
0.8 14.7189
0.81 14.7189
0.82 14.7189
0.83 14.7189
0.84 14.7189
0.85 14.7189
0.86 14.7189
0.87 14.7189
0.88 14.7189
0.89 14.7189
0.9 14.7189
0.91 14.7189
0.92 14.7189
0.93 14.7189
0.94 14.7189
0.95 14.7189
0.96 14.7189
0.97 14.7189
0.98 14.7189
0.99 14.7189
1 14.7189
