0.01 0.926418 0.906247 0.0411951 0.0477378
0.02 0.0169869 0.0219587 0.537092 0.566234
0.03 0.269905 0.269216 0.357644 0.379165
0.04 0.317844 0.311 0.248293 0.248021
0.05 0.664624 0.661222 0.154644 0.166939
0.06 0.757412 0.753981 0.110507 0.120474
0.07 0.704618 0.699768 0.0718115 0.070344
0.08 0.196607 0.196392 0.147536 0.155253
0.09 0.511029 0.508013 0.069606 0.0669581
0.1 0.907386 0.904679 0.041309 0.0469139
0.11 0.216584 0.216342 0.108003 0.114513
0.12 0.0559922 0.0553977 0.099662 0.09968
0.13 0.5137 0.511697 0.0462833 0.0436343
0.14 0.917951 0.915431 0.0145349 0.0143458
0.15 0.958082 0.956058 0.0185301 0.0221738
0.16 0.718597 0.717447 0.0412524 0.0472893
0.17 0.399393 0.398976 0.0641073 0.0704128
0.18 0.148225 0.148191 0.0774369 0.0824384
0.19 0.0258027 0.0258203 0.0795468 0.0825316
0.2 0.029652 0.029494 0.0729091 0.0738607
0.21 0.126833 0.126389 0.061175 0.0604876
0.22 0.277344 0.276594 0.0476049 0.0458384
0.23 0.446352 0.445332 0.0345207 0.0322399
0.24 0.608549 0.607323 0.0232974 0.0209868
0.25 0.748209 0.74685 0.0145643 0.012595
0.26 0.85742 0.855998 0.00844277 0.00707117
0.27 0.933885 0.93246 0.00475006 0.00413194
0.28 0.978937 0.977555 0.00314833 0.00335864
0.29 0.995983 0.994682 0.00324376 0.0042968
0.3 0.989406 0.988209 0.00464628 0.0065136
0.31 0.963827 0.962752 0.00700188 0.00962694
0.32 0.923672 0.922725 0.010007 0.0133165
0.33 0.872924 0.872109 0.013412 0.0173244
0.34 0.81502 0.814335 0.0170183 0.0214497
0.35 0.752828 0.752267 0.0206731 0.0255415
0.36 0.688671 0.688228 0.0242624 0.02949
0.37 0.624385 0.624053 0.027704 0.0332191
0.38 0.561381 0.56115 0.0309417 0.0366792
0.39 0.500707 0.500569 0.0339393 0.0398412
0.4 0.443118 0.443063 0.0366764 0.0426915
0.41 0.389122 0.389142 0.0391442 0.045228
0.42 0.339038 0.339125 0.0413428 0.0474568
0.43 0.293031 0.293177 0.0432783 0.0493897
0.44 0.251151 0.25135 0.0449614 0.0510424
0.45 0.21336 0.213603 0.0464056 0.0524328
0.46 0.179552 0.179834 0.047626 0.0535802
0.47 0.149577 0.149893 0.0486389 0.0545041
0.48 0.123252 0.123597 0.0494606 0.055224
0.49 0.100374 0.100744 0.0501073 0.0557588
0.5 0.0807288 0.0811187 0.0505949 0.0561265
0.51 0.0640961 0.0645027 0.0509384 0.056344
0.52 0.0502572 0.0506774 0.051152 0.0564274
0.53 0.0389974 0.0394283 0.0512491 0.0563914
0.54 0.0301087 0.0305479 0.051242 0.0562495
0.55 0.023392 0.0238373 0.0511423 0.0560142
0.56 0.0186584 0.0191078 0.0509604 0.0556969
0.57 0.0157294 0.0161813 0.050706 0.0553078
0.58 0.0144379 0.0148908 0.0503879 0.0548565
0.59 0.0146279 0.0150804 0.0500141 0.0543512
0.6 0.0161542 0.0166052 0.0495917 0.0537997
0.61 0.0188824 0.019331 0.0491274 0.0532088
0.62 0.0226883 0.0231337 0.0486271 0.0525846
0.63 0.0274577 0.0278991 0.048096 0.0519325
0.64 0.0330854 0.0335222 0.0475389 0.0512576
0.65 0.039475 0.0399067 0.0469602 0.0505642
0.66 0.0465383 0.0469644 0.0463636 0.0498561
0.67 0.0541945 0.0546148 0.0457526 0.0491369
0.68 0.06237 0.0627841 0.0451303 0.0484096
0.69 0.0709978 0.0714054 0.0444993 0.0476769
0.7 0.0800167 0.0804177 0.043862 0.0469411
0.71 0.0893712 0.0897655 0.0432207 0.0462045
0.72 0.099011 0.0993984 0.0425773 0.0454688
0.73 0.10889 0.109271 0.0419333 0.0447356
0.74 0.118968 0.119341 0.0412903 0.0440065
0.75 0.129206 0.129573 0.0406496 0.0432825
0.76 0.139572 0.139931 0.0400123 0.0425647
0.77 0.150033 0.150386 0.0393794 0.0418542
0.78 0.160564 0.16091 0.0387517 0.0411515
0.79 0.171139 0.171478 0.0381301 0.0404575
0.8 0.181737 0.182069 0.0375151 0.0397727
0.81 0.192336 0.192662 0.0369074 0.0390974
0.82 0.20292 0.203239 0.0363072 0.0384322
0.83 0.213473 0.213785 0.0357152 0.0377773
0.84 0.22398 0.224286 0.0351315 0.037133
0.85 0.234429 0.234728 0.0345565 0.0364994
0.86 0.244809 0.245102 0.0339903 0.0358767
0.87 0.255109 0.255396 0.0334331 0.035265
0.88 0.265322 0.265603 0.0328851 0.0346644
0.89 0.275439 0.275714 0.0323463 0.0340747
0.9 0.285455 0.285724 0.0318168 0.0334962
0.91 0.295363 0.295626 0.0312966 0.0329286
0.92 0.305158 0.305416 0.0307857 0.0323719
0.93 0.314836 0.315089 0.0302841 0.0318261
0.94 0.324394 0.324642 0.0297917 0.031291
0.95 0.333829 0.334071 0.0293085 0.0307666
0.96 0.343138 0.343375 0.0288344 0.0302526
0.97 0.352319 0.352552 0.0283693 0.029749
0.98 0.361372 0.361599 0.0279131 0.0292557
0.99 0.370294 0.370517 0.0274658 0.0287723
1 0.379085 0.379304 0.0270271 0.0282989
1.01 0.387745 0.387959 0.026597 0.0278352
1.02 0.396273 0.396483 0.0261754 0.027381
1.03 0.40467 0.404875 0.0257621 0.0269362
1.04 0.412936 0.413137 0.0253569 0.0265006
1.05 0.421071 0.421268 0.0249598 0.026074
1.06 0.429076 0.429269 0.0245705 0.0256563
1.07 0.436952 0.437142 0.0241891 0.0252472
1.08 0.444701 0.444886 0.0238152 0.0248466
1.09 0.452322 0.452504 0.0234487 0.0244543
1.1 0.459818 0.459996 0.0230896 0.0240701
1.11 0.467189 0.467364 0.0227377 0.0236939
1.12 0.474438 0.474609 0.0223927 0.0233254
1.13 0.481566 0.481734 0.0220547 0.0229646
