# sin^2(theta_24)   Delta_m^2_41   chi^2
0.00199526 0.316228 0.000285936
0.00199526 0.398107 0.000298216
0.00199526 0.501187 0.00030511
0.00199526 0.630957 0.000382849
0.00199526 0.794328 0.00045069
0.00199526 1 0.000481208
0.00199526 1.25893 0.00027147
0.00199526 1.58489 0.000349386
0.00199526 1.99526 0.000393991
0.00199526 2.51189 0.000236186
0.00199526 3.16228 0.000282088
0.00199526 3.98107 0.000330916
0.00199526 5.01187 0.000247591
0.00199526 6.30957 0.000424903
0.00199526 7.94328 0.00021132
0.00199526 10 0.000337226
0.00199526 12.5893 0.000243897
0.00199526 15.8489 0.000205346
0.00199526 19.9526 0.000324244
0.00199526 25.1189 0.000313836
0.00199526 31.6228 0.00042966
0.00199526 39.8107 0.000458764
0.00199526 50.1187 0.000345488
0.00199526 63.0957 0.000320776
0.00199526 79.4328 0.000310517
0.00251189 0.0001 4.46015e-05
0.00251189 0.000125893 4.82821e-05
0.00251189 0.000158489 5.41045e-05
0.00251189 0.000199526 6.33116e-05
0.00251189 0.000251189 7.80205e-05
0.00251189 0.000316228 0.000101998
0.00251189 0.000398107 0.000141773
0.00251189 0.000501187 0.000207356
0.00251189 0.000630957 0.000310829
0.00251189 0.000794328 0.000459189
0.00251189 0.001 0.000629885
0.00251189 0.00125893 0.000715925
0.00251189 0.00158489 0.000544889
0.00251189 0.00199526 0.000188972
0.00251189 0.00251189 2.95098e-05
0.00251189 0.00316228 0.000121411
0.00251189 0.00398107 0.000646356
0.00251189 0.00501187 0.00108415
0.00251189 0.00630957 0.000626525
0.00251189 0.00794328 0.000487451
0.00251189 0.01 0.000603474
0.00251189 0.0125893 0.000714807
0.00251189 0.0158489 0.000542098
0.00251189 0.0199526 0.000517841
0.00251189 0.0251189 0.000377879
0.00251189 0.0316228 0.000561128
0.00251189 0.0398107 0.000609623
0.00251189 0.0501187 0.000502587
0.00251189 0.0630957 0.000415554
0.00251189 0.0794328 0.000646821
0.00251189 0.1 0.000421208
0.00251189 0.125893 0.000440499
0.00251189 0.158489 0.000584205
0.00251189 0.199526 0.000347167
0.00251189 0.251189 0.000557301
0.00251189 0.316228 0.000452655
0.00251189 0.398107 0.00047217
0.00251189 0.501187 0.000483148
0.00251189 0.630957 0.000606153
0.00251189 0.794328 0.000713792
0.00251189 1 0.000762078
0.00251189 1.25893 0.000429655
0.00251189 1.58489 0.000553136
0.00251189 1.99526 0.000623897
0.00251189 2.51189 0.000373767
0.00251189 3.16228 0.000446559
0.00251189 3.98107 0.000523921
0.00251189 5.01187 0.000391963
0.00251189 6.30957 0.000672809
0.00251189 7.94328 0.000334648
0.00251189 10 0.000533968
0.00251189 12.5893 0.000386078
0.00251189 15.8489 0.000325024
0.00251189 19.9526 0.000513323
0.00251189 25.1189 0.000496913
0.00251189 31.6228 0.000680412
0.00251189 39.8107 0.00072648
0.00251189 50.1187 0.000546979
0.00251189 63.0957 0.000507867
0.00251189 79.4328 0.000491593
0.00316228 0.0001 7.04562e-05
0.00316228 0.000125893 7.6261e-05
0.00316228 0.000158489 8.54493e-05
0.00316228 0.000199526 9.99883e-05
0.00316228 0.000251189 0.000123232
0.00316228 0.000316228 0.000161154
0.00316228 0.000398107 0.000224108
0.00316228 0.000501187 0.000327979
0.00316228 0.000630957 0.000491968
0.00316228 0.000794328 0.000727253
0.00316228 0.001 0.000998128
0.00316228 0.00125893 0.00113476
0.00316228 0.00158489 0.00086348
0.00316228 0.00199526 0.000299421
0.00316228 0.00251189 4.70074e-05
0.00316228 0.00316228 0.000192191
0.00316228 0.00398107 0.00102352
0.00316228 0.00501187 0.00171791
0.00316228 0.00630957 0.000992153
0.00316228 0.00794328 0.000772313
0.00316228 0.01 0.00095549
0.00316228 0.0125893 0.00113213
0.00316228 0.0158489 0.000858352
0.00316228 0.0199526 0.000819774
0.00316228 0.0251189 0.000597949
0.00316228 0.0316228 0.000888334
0.00316228 0.0398107 0.000965123
0.00316228 0.0501187 0.000795488
0.00316228 0.0630957 0.000657649
0.00316228 0.0794328 0.00102425
0.00316228 0.1 0.000666588
0.00316228 0.125893 0.00069748
0.00316228 0.158489 0.000924732
0.00316228 0.199526 0.000549374
0.00316228 0.251189 0.000882402
0.00316228 0.316228 0.000716368
0.00316228 0.398107 0.0007474
0.00316228 0.501187 0.000764903
0.00316228 0.630957 0.000959445
0.00316228 0.794328 0.00113028
0.00316228 1 0.00120664
0.00316228 1.25893 0.000679765
0.00316228 1.58489 0.000875456
0.00316228 1.99526 0.000987739
0.00316228 2.51189 0.000591258
0.00316228 3.16228 0.000706709
0.00316228 3.98107 0.000829269
0.00316228 5.01187 0.000620338
0.00316228 6.30957 0.0010651
0.00316228 7.94328 0.000529842
0.00316228 10 0.000845287
0.00316228 12.5893 0.000610949
0.00316228 15.8489 0.000514277
0.00316228 19.9526 0.000812426
0.00316228 25.1189 0.000786589
0.00316228 31.6228 0.00107728
0.00316228 39.8107 0.00115017
0.00316228 50.1187 0.00086574
0.00316228 63.0957 0.00080386
0.00316228 79.4328 0.000778038
0.00398107 0.0001 0.0001112
0.00398107 0.000125893 0.000120343
0.00398107 0.000158489 0.000134827
0.00398107 0.000199526 0.000157764
0.00398107 0.000251189 0.000194467
0.00398107 0.000316228 0.000254407
0.00398107 0.000398107 0.000354011
0.00398107 0.000501187 0.000518497
0.00398107 0.000630957 0.000778391
0.00398107 0.000794328 0.00115159
0.00398107 0.001 0.00158158
0.00398107 0.00125893 0.00179865
0.00398107 0.00158489 0.0013683
0.00398107 0.00199526 0.000474394
0.00398107 0.00251189 7.49762e-05
0.00398107 0.00316228 0.000304142
0.00398107 0.00398107 0.00162039
0.00398107 0.00501187 0.00272199
0.00398107 0.00630957 0.00157081
0.00398107 0.00794328 0.00122354
0.00398107 0.01 0.00151244
0.00398107 0.0125893 0.00179278
0.00398107 0.0158489 0.00135877
0.00398107 0.0199526 0.00129736
0.00398107 0.0251189 0.000945792
0.00398107 0.0316228 0.00140593
0.00398107 0.0398107 0.00152749
0.00398107 0.0501187 0.00125865
0.00398107 0.0630957 0.00104039
0.00398107 0.0794328 0.00162153
0.00398107 0.1 0.00105451
0.00398107 0.125893 0.00110411
0.00398107 0.158489 0.00146326
0.00398107 0.199526 0.000869007
0.00398107 0.251189 0.0013968
0.00398107 0.316228 0.00113328
0.00398107 0.398107 0.00118267
0.00398107 0.501187 0.00121062
0.00398107 0.630957 0.00151813
0.00398107 0.794328 0.00178936
0.00398107 1 0.00191007
0.00398107 1.25893 0.00107497
0.00398107 1.58489 0.0013851
0.00398107 1.99526 0.00156332
0.00398107 2.51189 0.000934838
0.00398107 3.16228 0.00111798
0.00398107 3.98107 0.00131213
0.00398107 5.01187 0.000981409
0.00398107 6.30957 0.00168561
0.00398107 7.94328 0.00083867
0.00398107 10 0.0013377
0.00398107 12.5893 0.000966409
0.00398107 15.8489 0.000813378
0.00398107 19.9526 0.00128534
0.00398107 25.1189 0.00124473
0.00398107 31.6228 0.00170516
0.00398107 39.8107 0.00182045
0.00398107 50.1187 0.00136978
0.00398107 63.0957 0.00127192
0.00398107 79.4328 0.00123094
0.00501187 0.0001 0.00017531
0.00501187 0.000125893 0.000189687
0.00501187 0.000158489 0.000212484
0.00501187 0.000199526 0.000248624
0.00501187 0.000251189 0.000306524
0.00501187 0.000316228 0.000401199
0.00501187 0.000398107 0.000558718
0.00501187 0.000501187 0.000819127
0.00501187 0.000630957 0.00123101
0.00501187 0.000794328 0.00182309
0.00501187 0.001 0.00250595
0.00501187 0.00125893 0.00285104
0.00501187 0.00158489 0.00216817
0.00501187 0.00199526 0.000751552
0.00501187 0.00251189 0.000119778
0.00501187 0.00316228 0.000481115
0.00501187 0.00398107 0.00256458
0.00501187 0.00501187 0.00431262
0.00501187 0.00630957 0.00248628
0.00501187 0.00794328 0.00193821
0.00501187 0.01 0.00239325
0.00501187 0.0125893 0.00283831
0.00501187 0.0158489 0.00215026
0.00501187 0.0199526 0.0020524
0.00501187 0.0251189 0.0014952
0.00501187 0.0316228 0.0022243
0.00501187 0.0398107 0.00241667
0.00501187 0.0501187 0.00199061
0.00501187 0.0630957 0.00164509
0.00501187 0.0794328 0.00256638
0.00501187 0.1 0.00166738
0.00501187 0.125893 0.00174726
0.00501187 0.158489 0.00231444
0.00501187 0.199526 0.00137391
0.00501187 0.251189 0.00221035
0.00501187 0.316228 0.00179198
0.00501187 0.398107 0.00187067
0.00501187 0.501187 0.00191539
0.00501187 0.630957 0.00240111
0.00501187 0.794328 0.00283192
0.00501187 1 0.00302259
0.00501187 1.25893 0.00169896
0.00501187 1.58489 0.00219042
0.00501187 1.99526 0.00247342
0.00501187 2.51189 0.00147714
0.00501187 3.16228 0.00176774
0.00501187 3.98107 0.00207524
0.00501187 5.01187 0.00155192
0.00501187 6.30957 0.00266659
0.00501187 7.94328 0.00132707
0.00501187 10 0.00211615
0.00501187 12.5893 0.0015279
0.00501187 15.8489 0.00128573
0.00501187 19.9526 0.00203259
0.00501187 25.1189 0.00196893
0.00501187 31.6228 0.00269809
0.00501187 39.8107 0.00288033
0.00501187 50.1187 0.0021663
0.00501187 63.0957 0.00201166
0.00501187 79.4328 0.00194658
0.00630957 0.0001 0.000275981
0.00630957 0.000125893 0.00029854
0.00630957 0.000158489 0.000334357
0.00630957 0.000199526 0.000391213
0.00630957 0.000251189 0.000482436
0.00630957 0.000316228 0.000631838
0.00630957 0.000398107 0.000880796
0.00630957 0.000501187 0.00129294
0.00630957 0.000630957 0.00194568
0.00630957 0.000794328 0.00288527
0.00630957 0.001 0.00397026
0.00630957 0.00125893 0.00451933
0.00630957 0.00158489 0.00343541
0.00630957 0.00199526 0.0011905
0.00630957 0.00251189 0.000191733
0.00630957 0.00316228 0.000760697
0.00630957 0.00398107 0.00405744
0.00630957 0.00501187 0.00683211
0.00630957 0.00630957 0.00393392
0.00630957 0.00794328 0.0030699
0.00630957 0.01 0.00378542
0.00630957 0.0125893 0.00449232
0.00630957 0.0158489 0.00340146
0.00630957 0.0199526 0.0032453
0.00630957 0.0251189 0.0023622
0.00630957 0.0316228 0.00351737
0.00630957 0.0398107 0.0038217
0.00630957 0.0501187 0.00314647
0.00630957 0.0630957 0.00259967
0.00630957 0.0794328 0.00406031
0.00630957 0.1 0.00263483
0.00630957 0.125893 0.00276396
0.00630957 0.158489 0.00365881
0.00630957 0.199526 0.00217077
0.00630957 0.251189 0.00349634
0.00630957 0.316228 0.00283181
0.00630957 0.398107 0.00295736
0.00630957 0.501187 0.00302907
0.00630957 0.630957 0.00379558
0.00630957 0.794328 0.00448028
0.00630957 1 0.00478115
0.00630957 1.25893 0.00268316
0.00630957 1.58489 0.00346198
0.00630957 1.99526 0.00391158
0.00630957 2.51189 0.00233218
0.00630957 3.16228 0.00279342
0.00630957 3.98107 0.00328037
0.00630957 5.01187 0.00245263
0.00630957 6.30957 0.00421643
0.00630957 7.94328 0.00209901
0.00630957 10 0.00334597
0.00630957 12.5893 0.00241408
0.00630957 15.8489 0.00203101
0.00630957 19.9526 0.00321237
0.00630957 25.1189 0.00311287
0.00630957 31.6228 0.00426736
0.00630957 39.8107 0.00455522
0.00630957 50.1187 0.00342405
0.00630957 63.0957 0.00317985
0.00630957 79.4328 0.00307646
0.00794328 0.0001 0.000433655
0.00794328 0.000125893 0.000468958
0.00794328 0.000158489 0.000525097
0.00794328 0.000199526 0.000614363
0.00794328 0.000251189 0.000757857
0.00794328 0.000316228 0.000993345
0.00794328 0.000398107 0.00138652
0.00794328 0.000501187 0.00203857
0.00794328 0.000630957 0.00307297
0.00794328 0.000794328 0.00456451
0.00794328 0.001 0.00628961
0.00794328 0.00125893 0.00716409
0.00794328 0.00158489 0.00544294
0.00794328 0.00199526 0.00188557
0.00794328 0.00251189 0.000307672
0.00794328 0.00316228 0.00120201
0.00794328 0.00398107 0.00641627
0.00794328 0.00501187 0.0108222
0.00794328 0.00630957 0.00622169
0.00794328 0.00794328 0.00486155
0.00794328 0.01 0.00598422
0.00794328 0.0125893 0.00710766
0.00794328 0.0158489 0.00537804
0.00794328 0.0199526 0.0051284
0.00794328 0.0251189 0.00372881
0.00794328 0.0316228 0.00555888
0.00794328 0.0398107 0.00604005
0.00794328 0.0501187 0.00496998
0.00794328 0.0630957 0.004105
0.00794328 0.0794328 0.00642092
0.00794328 0.1 0.00416039
0.00794328 0.125893 0.00437012
0.00794328 0.158489 0.00578013
0.00794328 0.199526 0.00342704
0.00794328 0.251189 0.00552772
0.00794328 0.316228 0.00447157
0.00794328 0.398107 0.00467223
0.00794328 0.501187 0.00478757
0.00794328 0.630957 0.00599572
0.00794328 0.794328 0.00708476
0.00794328 1 0.00755894
0.00794328 1.25893 0.00423351
0.00794328 1.58489 0.00546765
0.00794328 1.99526 0.00618238
0.00794328 2.51189 0.00367843
0.00794328 3.16228 0.00441078
0.00794328 3.98107 0.00518173
0.00794328 5.01187 0.00387322
0.00794328 6.30957 0.00666289
0.00794328 7.94328 0.00331829
0.00794328 10 0.00528723
0.00794328 12.5893 0.00381114
0.00794328 15.8489 0.00320551
0.00794328 19.9526 0.00507315
0.00794328 25.1189 0.00491825
0.00794328 31.6228 0.00674562
0.00794328 39.8107 0.00719994
0.00794328 50.1187 0.00540811
0.00794328 63.0957 0.00502292
0.00794328 79.4328 0.00485854
0.01 0.0001 0.000679774
0.01 0.000125893 0.000734826
0.01 0.000158489 0.00082255
0.01 0.000199526 0.00096234
0.01 0.000251189 0.00118759
0.01 0.000316228 0.0015582
0.01 0.000398107 0.00217853
0.01 0.000501187 0.00320957
0.01 0.000630957 0.00484871
0.01 0.000794328 0.00721747
0.01 0.001 0.00996261
0.01 0.00125893 0.0113572
0.01 0.00158489 0.00862279
0.01 0.00199526 0.00298593
0.01 0.00251189 0.000495231
0.01 0.00316228 0.00189792
0.01 0.00398107 0.0101403
0.01 0.00501187 0.0171398
0.01 0.00630957 0.00983438
0.01 0.00794328 0.00769723
0.01 0.01 0.00945372
0.01 0.0125893 0.0112405
0.01 0.0158489 0.00849785
0.01 0.0199526 0.00809792
0.01 0.0251189 0.00587981
0.01 0.0316228 0.00877873
0.01 0.0398107 0.009539
0.01 0.0501187 0.00784326
0.01 0.0630957 0.00647569
0.01 0.0794328 0.010148
0.01 0.1 0.0065628
0.01 0.125893 0.00690533
0.01 0.158489 0.0091235
0.01 0.199526 0.00540479
0.01 0.251189 0.0087337
0.01 0.316228 0.00705394
0.01 0.398107 0.00737533
0.01 0.501187 0.00756154
0.01 0.630957 0.00946279
0.01 0.794328 0.0111966
0.01 1 0.0119428
0.01 1.25893 0.00667159
0.01 1.58489 0.00862719
0.01 1.99526 0.00976432
0.01 2.51189 0.00579434
0.01 3.16228 0.00695769
0.01 3.98107 0.00817792
0.01 5.01187 0.00611088
0.01 6.30957 0.0105205
0.01 7.94328 0.00524244
0.01 10 0.00834822
0.01 12.5893 0.00601051
0.01 15.8489 0.00505365
0.01 19.9526 0.00800415
0.01 25.1189 0.00776436
0.01 31.6228 0.0106557
0.01 39.8107 0.0113718
0.01 50.1187 0.00853395
0.01 63.0957 0.00792721
0.01 79.4328 0.0076656
0.0125893 0.0001 0.00106223
0.0125893 0.000125893 0.00114768
0.0125893 0.000158489 0.00128423
0.0125893 0.000199526 0.00150241
0.0125893 0.000251189 0.00185506
0.0125893 0.000316228 0.00243718
0.0125893 0.000398107 0.0034146
0.0125893 0.000501187 0.0050438
0.0125893 0.000630957 0.00764102
0.0125893 0.000794328 0.011405
0.0125893 0.001 0.015778
0.0125893 0.00125893 0.0180055
0.0125893 0.00158489 0.0136587
0.0125893 0.00199526 0.00472739
0.0125893 0.00251189 0.000800125
0.0125893 0.00316228 0.00299389
0.0125893 0.00398107 0.0160133
0.0125893 0.00501187 0.0271397
0.0125893 0.00630957 0.0155336
0.0125893 0.00794328 0.0121837
0.0125893 0.01 0.0149217
0.0125893 0.0125893 0.017766
0.0125893 0.0158489 0.0134168
0.0125893 0.0199526 0.0127743
0.0125893 0.0251189 0.00925915
0.0125893 0.0316228 0.0138504
0.0125893 0.0398107 0.0150507
0.0125893 0.0501187 0.0123635
0.0125893 0.0630957 0.0102029
0.0125893 0.0794328 0.0160267
0.0125893 0.1 0.0103396
0.0125893 0.125893 0.0109028
0.0125893 0.158489 0.0143849
0.0125893 0.199526 0.00851284
0.0125893 0.251189 0.0137879
0.0125893 0.316228 0.0111139
0.0125893 0.398107 0.01163
0.0125893 0.501187 0.011932
0.0125893 0.630957 0.0149178
0.0125893 0.794328 0.0176815
0.0125893 1 0.0188532
0.0125893 1.25893 0.0104975
0.0125893 1.58489 0.0135962
0.0125893 1.99526 0.0154072
0.0125893 2.51189 0.0091124
0.0125893 3.16228 0.0109615
0.0125893 3.98107 0.0128921
0.0125893 5.01187 0.00962981
0.0125893 6.30957 0.0165948
0.0125893 7.94328 0.00827567
0.0125893 10 0.0131683
0.0125893 12.5893 0.00946672
0.0125893 15.8489 0.0079563
0.0125893 19.9526 0.0126132
0.0125893 25.1189 0.0122448
0.0125893 31.6228 0.016817
0.0125893 39.8107 0.0179443
0.0125893 50.1187 0.0134505
0.0125893 63.0957 0.0124966
0.0125893 79.4328 0.0120797
0.0158489 0.0001 0.00165297
0.0158489 0.000125893 0.00178484
0.0158489 0.000158489 0.00199627
0.0158489 0.000199526 0.00233534
0.0158489 0.000251189 0.00288553
0.0158489 0.000316228 0.00379753
0.0158489 0.000398107 0.00533495
0.0158489 0.000501187 0.00790689
0.0158489 0.000630957 0.0120217
0.0158489 0.000794328 0.0180068
0.0158489 0.001 0.0249824
0.0158489 0.00125893 0.0285479
0.0158489 0.00158489 0.0216322
0.0158489 0.00199526 0.0074824
0.0158489 0.00251189 0.00129868
0.0158489 0.00316228 0.00471722
0.0158489 0.00398107 0.0252622
0.0158489 0.00501187 0.0429613
0.0158489 0.00630957 0.0245132
0.0158489 0.00794328 0.0192785
0.0158489 0.01 0.0235256
0.0158489 0.0125893 0.0280591
0.0158489 0.0158489 0.0211618
0.0158489 0.0199526 0.0201261
0.0158489 0.0251189 0.0145558
0.0158489 0.0316228 0.0218257
0.0158489 0.0398107 0.0237184
0.0158489 0.0501187 0.0194605
0.0158489 0.0630957 0.01605
0.0158489 0.0794328 0.0252869
0.0158489 0.1 0.0162641
0.0158489 0.125893 0.0171973
0.0158489 0.158489 0.0226483
0.0158489 0.199526 0.0133861
0.0158489 0.251189 0.0217446
0.0158489 0.316228 0.0174828
0.0158489 0.398107 0.0183144
0.0158489 0.501187 0.018807
0.0158489 0.630957 0.0234832
0.0158489 0.794328 0.0278956
0.0158489 1 0.0297302
0.0158489 1.25893 0.0164847
0.0158489 1.58489 0.0213944
0.0158489 1.99526 0.0242825
0.0158489 2.51189 0.0143004
0.0158489 3.16228 0.0172416
0.0158489 3.98107 0.0202947
0.0158489 5.01187 0.0151522
0.0158489 6.30957 0.0261422
0.0158489 7.94328 0.0130509
0.0158489 10 0.0207451
0.0158489 12.5893 0.0148856
0.0158489 15.8489 0.0125042
0.0158489 19.9526 0.0198453
0.0158489 25.1189 0.0192851
0.0158489 31.6228 0.0265104
0.0158489 39.8107 0.0282814
0.0158489 50.1187 0.0211673
0.0158489 63.0957 0.0196714
0.0158489 79.4328 0.019006
0.0199526 0.0001 0.00255798
0.0199526 0.000125893 0.00275988
0.0199526 0.000158489 0.00308507
0.0199526 0.000199526 0.003609
0.0199526 0.000251189 0.00446348
0.0199526 0.000316228 0.00588741
0.0199526 0.000398107 0.00830006
0.0199526 0.000501187 0.0123551
0.0199526 0.000630957 0.0188732
0.0199526 0.000794328 0.0283986
0.0199526 0.001 0.0395448
0.0199526 0.00125893 0.045267
0.0199526 0.00158489 0.034253
0.0199526 0.00199526 0.0118387
0.0199526 0.00251189 0.00211964
0.0199526 0.00316228 0.00742177
0.0199526 0.00398107 0.0398009
0.0199526 0.00501187 0.0679794
0.0199526 0.00630957 0.0386381
0.0199526 0.00794328 0.0304915
0.0199526 0.01 0.0370367
0.0199526 0.0125893 0.0442736
0.0199526 0.0158489 0.033335
0.0199526 0.0199526 0.0316585
0.0199526 0.0251189 0.0228325
0.0199526 0.0316228 0.0343403
0.0199526 0.0398107 0.0373203
0.0199526 0.0501187 0.0305743
0.0199526 0.0630957 0.0251977
0.0199526 0.0794328 0.0398497
0.0199526 0.1 0.0255318
0.0199526 0.125893 0.0270923
0.0199526 0.158489 0.0355939
0.0199526 0.199526 0.0210052
0.0199526 0.251189 0.0342483
0.0199526 0.316228 0.027446
0.0199526 0.398107 0.0287917
0.0199526 0.501187 0.0296005
0.0199526 0.630957 0.0368971
0.0199526 0.794328 0.0439562
0.0199526 1 0.0468181
0.0199526 1.25893 0.0258201
0.0199526 1.58489 0.033599
0.0199526 1.99526 0.0382124
0.0199526 2.51189 0.0223818
0.0199526 3.16228 0.0270643
0.0199526 3.98107 0.0318893
0.0199526 5.01187 0.023796
0.0199526 6.30957 0.0411135
0.0199526 7.94328 0.0205559
0.0199526 10 0.0326291
0.0199526 12.5893 0.0233568
0.0199526 15.8489 0.0196078
0.0199526 19.9526 0.0311615
0.0199526 25.1189 0.0303224
0.0199526 31.6228 0.0417287
0.0199526 39.8107 0.0445041
0.0199526 50.1187 0.0332455
0.0199526 63.0957 0.0309082
0.0199526 79.4328 0.0298433
0.0251189 0.0001 0.00392872
0.0251189 0.000125893 0.00423458
0.0251189 0.000158489 0.00473023
0.0251189 0.000199526 0.00553371
0.0251189 0.000251189 0.00685275
0.0251189 0.000316228 0.00906583
0.0251189 0.000398107 0.0128399
0.0251189 0.000501187 0.0192216
0.0251189 0.000630957 0.0295442
0.0251189 0.000794328 0.0447221
0.0251189 0.001 0.0625713
0.0251189 0.00125893 0.0717852
0.0251189 0.00158489 0.0542217
0.0251189 0.00199526 0.0187229
0.0251189 0.00251189 0.00348276
0.0251189 0.00316228 0.0116563
0.0251189 0.00398107 0.0625989
0.0251189 0.00501187 0.107507
0.0251189 0.00630957 0.060809
0.0251189 0.00794328 0.0481995
0.0251189 0.01 0.0581969
0.0251189 0.0125893 0.0697726
0.0251189 0.0158489 0.0524258
0.0251189 0.0199526 0.0496978
0.0251189 0.0251189 0.0357159
0.0251189 0.0316228 0.053924
0.0251189 0.0398107 0.0586065
0.0251189 0.0501187 0.0479201
0.0251189 0.0630957 0.0394582
0.0251189 0.0794328 0.0627031
0.0251189 0.1 0.0399775
0.0251189 0.125893 0.0426138
0.0251189 0.158489 0.0558072
0.0251189 0.199526 0.0328732
0.0251189 0.251189 0.0538531
0.0251189 0.316228 0.0429761
0.0251189 0.398107 0.0451645
0.0251189 0.501187 0.0465039
0.0251189 0.630957 0.0578319
0.0251189 0.794328 0.0691552
0.0251189 1 0.0735967
0.0251189 1.25893 0.0403069
0.0251189 1.58489 0.0526311
0.0251189 1.99526 0.0600166
0.0251189 2.51189 0.0349087
0.0251189 3.16228 0.0423719
0.0251189 3.98107 0.0499905
0.0251189 5.01187 0.0372802
0.0251189 6.30957 0.0645182
0.0251189 7.94328 0.0323272
0.0251189 10 0.0512161
0.0251189 12.5893 0.03655
0.0251189 15.8489 0.0306604
0.0251189 19.9526 0.0488037
0.0251189 25.1189 0.0475747
0.0251189 31.6228 0.0655561
0.0251189 39.8107 0.0698913
0.0251189 50.1187 0.0520813
0.0251189 63.0957 0.0484479
0.0251189 79.4328 0.046738
0.0316228 0.0001 0.00597112
0.0316228 0.000125893 0.00642783
0.0316228 0.000158489 0.00717411
0.0316228 0.000199526 0.00839383
0.0316228 0.000251189 0.0104135
0.0316228 0.000316228 0.0138316
0.0316228 0.000398107 0.0197088
0.0316228 0.000501187 0.0297262
0.0316228 0.000630957 0.0460693
0.0316228 0.000794328 0.0702908
0.0316228 0.001 0.0989527
0.0316228 0.00125893 0.113852
0.0316228 0.00158489 0.0857978
0.0316228 0.00199526 0.0295929
0.0316228 0.00251189 0.00576808
0.0316228 0.00316228 0.0182676
0.0316228 0.00398107 0.0982309
0.0316228 0.00501187 0.169884
0.0316228 0.00630957 0.0955127
0.0316228 0.00794328 0.0761364
0.0316228 0.01 0.0912199
0.0316228 0.0125893 0.109783
0.0316228 0.0158489 0.0822805
0.0316228 0.0199526 0.0778129
0.0316228 0.0251189 0.0556703
0.0316228 0.0316228 0.0844618
0.0316228 0.0398107 0.0917995
0.0316228 0.0501187 0.0748745
0.0316228 0.0630957 0.0615879
0.0316228 0.0794328 0.0984688
0.0316228 0.1 0.0623915
0.0316228 0.125893 0.0668958
0.0316228 0.158489 0.0872309
0.0316228 0.199526 0.0512723
0.0316228 0.251189 0.0845032
0.0316228 0.316228 0.067071
0.0316228 0.398107 0.070652
0.0316228 0.501187 0.0728922
0.0316228 0.630957 0.0903564
0.0316228 0.794328 0.0924586
0.0316228 1 0.115426
0.0316228 1.25893 0.0626453
0.0316228 1.58489 0.0821709
0.0316228 1.99526 0.094027
0.0316228 2.51189 0.0542026
0.0316228 3.16228 0.0661142
0.0316228 3.98107 0.0781295
0.0316228 5.01187 0.0582255
0.0316228 6.30957 0.100959
0.0316228 7.94328 0.0507442
0.0316228 10 0.0801817
0.0316228 12.5893 0.0569979
0.0316228 15.8489 0.0477716
0.0316228 19.9526 0.0761766
0.0316228 25.1189 0.0744389
0.0316228 31.6228 0.102728
0.0316228 39.8107 0.109471
0.0316228 50.1187 0.0813139
0.0316228 63.0957 0.0757065
0.0316228 79.4328 0.0729477
0.0398107 0.0001 0.00894116
0.0398107 0.000125893 0.00960956
0.0398107 0.000158489 0.0107146
0.0398107 0.000199526 0.0125408
0.0398107 0.000251189 0.0155991
0.0398107 0.000316228 0.0208328
0.0398107 0.000398107 0.0299255
0.0398107 0.000501187 0.0455901
0.0398107 0.000630957 0.0714578
0.0398107 0.000794328 0.110189
0.0398107 0.001 0.156371
0.0398107 0.00125893 0.111403
0.0398107 0.00158489 0.127752
0.0398107 0.00199526 0.0467389
0.0398107 0.00251189 0.00964191
0.0398107 0.00316228 0.0285555
0.0398107 0.00398107 0.153674
0.0398107 0.00501187 0.268141
0.0398107 0.00630957 0.149634
0.0398107 0.00794328 0.120153
0.0398107 0.01 0.142514
0.0398107 0.0125893 0.172381
0.0398107 0.0158489 0.128801
0.0398107 0.0199526 0.113234
0.0398107 0.0251189 0.086378
0.0398107 0.0316228 0.105163
0.0398107 0.0398107 0.0941574
0.0398107 0.0501187 0.0937961
0.0398107 0.0630957 0.0957272
0.0398107 0.0794328 0.121829
0.0398107 0.1 0.0747831
0.0398107 0.125893 0.0794796
0.0398107 0.158489 0.1358
0.0398107 0.199526 0.0791348
0.0398107 0.251189 0.0790382
0.0398107 0.316228 0.10423
0.0398107 0.398107 0.0991987
0.0398107 0.501187 0.113924
0.0398107 0.630957 0.134787
0.0398107 0.794328 0.0955251
0.0398107 1 0.105054
0.0398107 1.25893 0.0967982
0.0398107 1.58489 0.101015
0.0398107 1.99526 0.0993407
0.0398107 2.51189 0.0836689
0.0398107 3.16228 0.102713
0.0398107 3.98107 0.0926355
0.0398107 5.01187 0.0784001
0.0398107 6.30957 0.114674
0.0398107 7.94328 0.0794722
0.0398107 10 0.123869
0.0398107 12.5893 0.0884916
0.0398107 15.8489 0.0740953
0.0398107 19.9526 0.118378
0.0398107 25.1189 0.116066
0.0398107 31.6228 0.106968
0.0398107 39.8107 0.117243
0.0398107 50.1187 0.126387
0.0398107 63.0957 0.117828
0.0398107 79.4328 0.113346
0.0501187 0.0001 0.0131003
0.0501187 0.000125893 0.0140515
0.0501187 0.000158489 0.0156511
0.0501187 0.000199526 0.0183359
0.0501187 0.000251189 0.0228987
0.0501187 0.000316228 0.0308143
0.0501187 0.000398107 0.0447441
0.0501187 0.000501187 0.0690989
0.0501187 0.000630957 0.110042
0.0501187 0.000794328 0.172126
0.0501187 0.001 0.138208
0.0501187 0.00125893 0.136164
