# sin^2(theta_24)   Delta_m^2_41   chi^2
0.000125893 0.00158489 1.36933e-06
0.000125893 0.00199526 4.7513e-07
0.000125893 0.00251189 7.27491e-08
0.000125893 0.00316228 3.06326e-07
0.000125893 0.00398107 1.62871e-06
0.000125893 0.00501187 2.72527e-06
0.000125893 0.00630957 1.57853e-06
0.000125893 0.00794328 1.22585e-06
0.000125893 0.01 1.52137e-06
0.000125893 0.0125893 1.79994e-06
0.000125893 0.0158489 1.36643e-06
0.000125893 0.0199526 1.30627e-06
0.000125893 0.0251189 9.54712e-07
0.000125893 0.0316228 1.41526e-06
0.000125893 0.0398107 1.53748e-06
0.000125893 0.0501187 1.26859e-06
0.000125893 0.0630957 1.0494e-06
0.000125893 0.0794328 1.62994e-06
0.000125893 0.1 1.06374e-06
0.000125893 0.125893 1.11035e-06
0.000125893 0.158489 1.47424e-06
0.000125893 0.199526 8.76984e-07
0.000125893 0.251189 1.40488e-06
0.000125893 0.316228 1.14308e-06
0.000125893 0.398107 1.1915e-06
0.000125893 0.501187 1.21847e-06
0.000125893 0.630957 1.52979e-06
0.000125893 0.794328 1.79881e-06
0.000125893 1 1.92103e-06
0.000125893 1.25893 1.08615e-06
0.000125893 1.58489 1.3964e-06
0.000125893 1.99526 1.57338e-06
0.000125893 2.51189 9.4539e-07
0.000125893 3.16228 1.12774e-06
0.000125893 3.98107 1.32236e-06
0.000125893 5.01187 9.89704e-07
0.000125893 6.30957 1.69715e-06
0.000125893 7.94328 8.43753e-07
0.000125893 10 1.34705e-06
0.000125893 12.5893 9.75267e-07
0.000125893 15.8489 8.2138e-07
0.000125893 19.9526 1.296e-06
0.000125893 25.1189 1.2538e-06
0.000125893 31.6228 1.71551e-06
0.000125893 39.8107 1.83192e-06
0.000125893 50.1187 1.38069e-06
0.000125893 63.0957 1.28183e-06
0.000125893 79.4328 1.24112e-06
0.000158489 0.0001 1.79663e-07
0.000158489 0.000125893 1.94575e-07
0.000158489 0.000158489 2.18115e-07
0.000158489 0.000199526 2.55252e-07
0.000158489 0.000251189 3.14426e-07
0.000158489 0.000316228 4.10612e-07
0.000158489 0.000398107 5.69727e-07
0.000158489 0.000501187 8.31435e-07
0.000158489 0.000630957 1.2434e-06
0.000158489 0.000794328 1.83268e-06
0.000158489 0.001 2.50915e-06
0.000158489 0.00125893 2.8493e-06
0.000158489 0.00158489 2.17023e-06
0.000158489 0.00199526 7.53021e-07
0.000158489 0.00251189 1.15329e-07
0.000158489 0.00316228 4.85465e-07
0.000158489 0.00398107 2.58122e-06
0.000158489 0.00501187 4.31922e-06
0.000158489 0.00630957 2.5017e-06
0.000158489 0.00794328 1.9428e-06
0.000158489 0.01 2.4111e-06
0.000158489 0.0125893 2.85262e-06
0.000158489 0.0158489 2.16554e-06
0.000158489 0.0199526 2.07017e-06
0.000158489 0.0251189 1.513e-06
0.000158489 0.0316228 2.24291e-06
0.000158489 0.0398107 2.4366e-06
0.000158489 0.0501187 2.01045e-06
0.000158489 0.0630957 1.66307e-06
0.000158489 0.0794328 2.58317e-06
0.000158489 0.1 1.68578e-06
0.000158489 0.125893 1.7597e-06
0.000158489 0.158489 2.33637e-06
0.000158489 0.199526 1.38982e-06
0.000158489 0.251189 2.22648e-06
0.000158489 0.316228 1.81153e-06
0.000158489 0.398107 1.88829e-06
0.000158489 0.501187 1.93105e-06
0.000158489 0.630957 2.4244e-06
0.000158489 0.794328 2.8508e-06
0.000158489 1 3.04448e-06
0.000158489 1.25893 1.72129e-06
0.000158489 1.58489 2.213e-06
0.000158489 1.99526 2.4935e-06
0.000158489 2.51189 1.4982e-06
0.000158489 3.16228 1.78722e-06
0.000158489 3.98107 2.09566e-06
0.000158489 5.01187 1.56846e-06
0.000158489 6.30957 2.68965e-06
0.000158489 7.94328 1.33719e-06
0.000158489 10 2.13481e-06
0.000158489 12.5893 1.54558e-06
0.000158489 15.8489 1.30169e-06
0.000158489 19.9526 2.05388e-06
0.000158489 25.1189 1.98702e-06
0.000158489 31.6228 2.71877e-06
0.000158489 39.8107 2.90325e-06
0.000158489 50.1187 2.18811e-06
0.000158489 63.0957 2.03143e-06
0.000158489 79.4328 1.9669e-06
0.000199526 0.0001 2.84688e-07
0.000199526 0.000125893 3.08316e-07
0.000199526 0.000158489 3.45614e-07
0.000199526 0.000199526 4.04459e-07
0.000199526 0.000251189 4.98226e-07
0.000199526 0.000316228 6.50651e-07
0.000199526 0.000398107 9.02811e-07
0.000199526 0.000501187 1.31757e-06
0.000199526 0.000630957 1.97049e-06
0.000199526 0.000794328 2.90447e-06
0.000199526 0.001 3.97669e-06
0.000199526 0.00125893 4.51585e-06
0.000199526 0.00158489 3.43956e-06
0.000199526 0.00199526 1.19344e-06
0.000199526 0.00251189 1.82844e-07
0.000199526 0.00316228 7.69352e-07
0.000199526 0.00398107 4.09074e-06
0.000199526 0.00501187 6.84542e-06
0.000199526 0.00630957 3.96472e-06
0.000199526 0.00794328 3.07908e-06
0.000199526 0.01 3.82109e-06
0.000199526 0.0125893 4.5209e-06
0.000199526 0.0158489 3.43194e-06
0.000199526 0.0199526 3.28076e-06
0.000199526 0.0251189 2.3977e-06
0.000199526 0.0316228 3.55452e-06
0.000199526 0.0398107 3.86149e-06
0.000199526 0.0501187 3.18608e-06
0.000199526 0.0630957 2.63555e-06
0.000199526 0.0794328 4.09383e-06
0.000199526 0.1 2.67154e-06
0.000199526 0.125893 2.78877e-06
0.000199526 0.158489 3.7026e-06
0.000199526 0.199526 2.2025e-06
0.000199526 0.251189 3.52852e-06
0.000199526 0.316228 2.87082e-06
0.000199526 0.398107 2.99249e-06
0.000199526 0.501187 3.06029e-06
0.000199526 0.630957 3.84211e-06
0.000199526 0.794328 4.51796e-06
0.000199526 1 4.82488e-06
0.000199526 1.25893 2.72776e-06
0.000199526 1.58489 3.50707e-06
0.000199526 1.99526 3.95167e-06
0.000199526 2.51189 2.37421e-06
0.000199526 3.16228 2.8323e-06
0.000199526 3.98107 3.32112e-06
0.000199526 5.01187 2.48563e-06
0.000199526 6.30957 4.2625e-06
0.000199526 7.94328 2.11917e-06
0.000199526 10 3.3832e-06
0.000199526 12.5893 2.44933e-06
0.000199526 15.8489 2.06283e-06
0.000199526 19.9526 3.2549e-06
0.000199526 25.1189 3.14897e-06
0.000199526 31.6228 4.30868e-06
0.000199526 39.8107 4.60103e-06
0.000199526 50.1187 3.46763e-06
0.000199526 63.0957 3.21934e-06
0.000199526 79.4328 3.11706e-06
0.000251189 0.0001 4.51085e-07
0.000251189 0.000125893 4.88518e-07
0.000251189 0.000158489 5.47612e-07
0.000251189 0.000199526 6.40848e-07
0.000251189 0.000251189 7.89424e-07
0.000251189 0.000316228 1.03096e-06
0.000251189 0.000398107 1.43057e-06
0.000251189 0.000501187 2.08789e-06
0.000251189 0.000630957 3.12269e-06
0.000251189 0.000794328 4.60303e-06
0.000251189 0.001 6.30255e-06
0.000251189 0.00125893 7.15719e-06
0.000251189 0.00158489 5.45127e-06
0.000251189 0.00199526 1.89143e-06
0.000251189 0.00251189 2.89906e-07
0.000251189 0.00316228 1.21922e-06
0.000251189 0.00398107 6.48294e-06
0.000251189 0.00501187 1.08491e-05
0.000251189 0.00630957 6.28324e-06
0.000251189 0.00794328 4.87988e-06
0.000251189 0.01 6.05555e-06
0.000251189 0.0125893 7.16477e-06
0.000251189 0.0158489 5.43885e-06
0.000251189 0.0199526 5.19918e-06
0.000251189 0.0251189 3.79962e-06
0.000251189 0.0316228 5.63303e-06
0.000251189 0.0398107 6.11952e-06
0.000251189 0.0501187 5.04906e-06
0.000251189 0.0630957 4.17658e-06
0.000251189 0.0794328 6.48784e-06
0.000251189 0.1 4.23361e-06
0.000251189 0.125893 4.41957e-06
0.000251189 0.158489 5.86764e-06
0.000251189 0.199526 3.4903e-06
0.000251189 0.251189 5.59189e-06
0.000251189 0.316228 4.54942e-06
0.000251189 0.398107 4.74231e-06
0.000251189 0.501187 4.84982e-06
0.000251189 0.630957 6.08871e-06
0.000251189 0.794328 7.15998e-06
0.000251189 1 7.64633e-06
0.000251189 1.25893 4.32261e-06
0.000251189 1.58489 5.55772e-06
0.000251189 1.99526 6.26244e-06
0.000251189 2.51189 3.7623e-06
0.000251189 3.16228 4.48837e-06
0.000251189 3.98107 5.26308e-06
0.000251189 5.01187 3.93901e-06
0.000251189 6.30957 6.755e-06
0.000251189 7.94328 3.35838e-06
0.000251189 10 5.36151e-06
0.000251189 12.5893 3.88146e-06
0.000251189 15.8489 3.26894e-06
0.000251189 19.9526 5.15811e-06
0.000251189 25.1189 4.9903e-06
0.000251189 31.6228 6.82824e-06
0.000251189 39.8107 7.29153e-06
0.000251189 50.1187 5.49524e-06
0.000251189 63.0957 5.10178e-06
0.000251189 79.4328 4.93966e-06
0.000316228 0.0001 7.14691e-07
0.000316228 0.000125893 7.73991e-07
0.000316228 0.000158489 8.67607e-07
0.000316228 0.000199526 1.01532e-06
0.000316228 0.000251189 1.25073e-06
0.000316228 0.000316228 1.63347e-06
0.000316228 0.000398107 2.26671e-06
0.000316228 0.000501187 3.30843e-06
0.000316228 0.000630957 4.94848e-06
0.000316228 0.000794328 7.2948e-06
0.000316228 0.001 9.9887e-06
0.000316228 0.00125893 1.13435e-05
0.000316228 0.00158489 8.63958e-06
0.000316228 0.00199526 2.99764e-06
0.000316228 0.00251189 4.59707e-07
0.000316228 0.00316228 1.9321e-06
0.000316228 0.00398107 1.02739e-05
0.000316228 0.00501187 1.71943e-05
0.000316228 0.00630957 9.95745e-06
0.000316228 0.00794328 7.73385e-06
0.000316228 0.01 9.59646e-06
0.000316228 0.0125893 1.13546e-05
0.000316228 0.0158489 8.61918e-06
0.000316228 0.0199526 8.23921e-06
0.000316228 0.0251189 6.02104e-06
0.000316228 0.0316228 8.92677e-06
0.000316228 0.0398107 9.69772e-06
0.000316228 0.0501187 8.00117e-06
0.000316228 0.0630957 6.61848e-06
0.000316228 0.0794328 1.02816e-05
0.000316228 0.1 6.70884e-06
0.000316228 0.125893 7.00388e-06
0.000316228 0.158489 9.29842e-06
0.000316228 0.199526 5.53091e-06
0.000316228 0.251189 8.86169e-06
0.000316228 0.316228 7.2093e-06
0.000316228 0.398107 7.51512e-06
0.000316228 0.501187 7.68561e-06
0.000316228 0.630957 9.64872e-06
0.000316228 0.794328 1.13468e-05
0.000316228 1 1.21175e-05
0.000316228 1.25893 6.8497e-06
0.000316228 1.58489 8.8072e-06
0.000316228 1.99526 9.92423e-06
0.000316228 2.51189 5.96172e-06
0.000316228 3.16228 7.11255e-06
0.000316228 3.98107 8.34033e-06
0.000316228 5.01187 6.24202e-06
0.000316228 6.30957 1.07047e-05
0.000316228 7.94328 5.32213e-06
0.000316228 10 8.49642e-06
0.000316228 12.5893 6.15076e-06
0.000316228 15.8489 5.18006e-06
0.000316228 19.9526 8.17391e-06
0.000316228 25.1189 7.90813e-06
0.000316228 31.6228 1.08209e-05
0.000316228 39.8107 1.15551e-05
0.000316228 50.1187 8.7082e-06
0.000316228 63.0957 8.08472e-06
0.000316228 79.4328 7.82776e-06
0.000398107 0.0001 1.13225e-06
0.000398107 0.000125893 1.22618e-06
0.000398107 0.000158489 1.37447e-06
0.000398107 0.000199526 1.60848e-06
0.000398107 0.000251189 1.98144e-06
0.000398107 0.000316228 2.58787e-06
0.000398107 0.000398107 3.59133e-06
0.000398107 0.000501187 5.2422e-06
0.000398107 0.000630957 7.84151e-06
0.000398107 0.000794328 1.15605e-05
0.000398107 0.001 1.58307e-05
0.000398107 0.00125893 1.79784e-05
0.000398107 0.00158489 1.36926e-05
0.000398107 0.00199526 4.75078e-06
0.000398107 0.00251189 7.29057e-07
0.000398107 0.00316228 3.06171e-06
0.000398107 0.00398107 1.62813e-05
0.000398107 0.00501187 2.72505e-05
0.000398107 0.00630957 1.57799e-05
0.000398107 0.00794328 1.22568e-05
0.000398107 0.01 1.52075e-05
0.000398107 0.0125893 1.79944e-05
0.000398107 0.0158489 1.36589e-05
0.000398107 0.0199526 1.30564e-05
0.000398107 0.0251189 9.54082e-06
0.000398107 0.0316228 1.4146e-05
0.000398107 0.0398107 1.53677e-05
0.000398107 0.0501187 1.26789e-05
0.000398107 0.0630957 1.04877e-05
0.000398107 0.0794328 1.62935e-05
0.000398107 0.1 1.06308e-05
0.000398107 0.125893 1.10991e-05
0.000398107 0.158489 1.47347e-05
0.000398107 0.199526 8.7642e-06
0.000398107 0.251189 1.40431e-05
0.000398107 0.316228 1.14239e-05
0.000398107 0.398107 1.19088e-05
0.000398107 0.501187 1.21792e-05
0.000398107 0.630957 1.52897e-05
0.000398107 0.794328 1.79815e-05
0.000398107 1 1.92026e-05
0.000398107 1.25893 1.08537e-05
0.000398107 1.58489 1.39561e-05
0.000398107 1.99526 1.57267e-05
0.000398107 2.51189 9.44645e-06
0.000398107 3.16228 1.12706e-05
0.000398107 3.98107 1.32164e-05
0.000398107 5.01187 9.89118e-06
0.000398107 6.30957 1.69634e-05
0.000398107 7.94328 8.43392e-06
0.000398107 10 1.34639e-05
0.000398107 12.5893 9.74641e-06
0.000398107 15.8489 8.20814e-06
0.000398107 19.9526 1.29525e-05
0.000398107 25.1189 1.25316e-05
0.000398107 31.6228 1.71478e-05
0.000398107 39.8107 1.83111e-05
0.000398107 50.1187 1.37993e-05
0.000398107 63.0957 1.28113e-05
0.000398107 79.4328 1.2404e-05
0.000501187 0.0001 1.79358e-06
0.000501187 0.000125893 1.94233e-06
0.000501187 0.000158489 2.1772e-06
0.000501187 0.000199526 2.54786e-06
0.000501187 0.000251189 3.13871e-06
0.000501187 0.000316228 4.09951e-06
0.000501187 0.000398107 5.68956e-06
0.000501187 0.000501187 8.30574e-06
0.000501187 0.000630957 1.24254e-05
0.000501187 0.000794328 1.83201e-05
0.000501187 0.001 2.50893e-05
0.000501187 0.00125893 2.84942e-05
0.000501187 0.00158489 2.17009e-05
0.000501187 0.00199526 7.52917e-06
0.000501187 0.00251189 1.15642e-06
0.000501187 0.00316228 4.85155e-06
0.000501187 0.00398107 2.58006e-05
0.000501187 0.00501187 4.31877e-05
0.000501187 0.00630957 2.50061e-05
0.000501187 0.00794328 1.94248e-05
0.000501187 0.01 2.40985e-05
0.000501187 0.0125893 2.85161e-05
0.000501187 0.0158489 2.16446e-05
0.000501187 0.0199526 2.06892e-05
0.000501187 0.0251189 1.51174e-05
0.000501187 0.0316228 2.24159e-05
0.000501187 0.0398107 2.4352e-05
0.000501187 0.0501187 2.00905e-05
0.000501187 0.0630957 1.6618e-05
0.000501187 0.0794328 2.58199e-05
0.000501187 0.1 1.68448e-05
0.000501187 0.125893 1.75882e-05
0.000501187 0.158489 2.33483e-05
0.000501187 0.199526 1.38869e-05
0.000501187 0.251189 2.22534e-05
0.000501187 0.316228 1.81015e-05
0.000501187 0.398107 1.88704e-05
0.000501187 0.501187 1.92994e-05
0.000501187 0.630957 2.42277e-05
0.000501187 0.794328 2.84947e-05
0.000501187 1 3.04294e-05
0.000501187 1.25893 1.71972e-05
0.000501187 1.58489 2.21141e-05
0.000501187 1.99526 2.49209e-05
0.000501187 2.51189 1.49671e-05
0.000501187 3.16228 1.78585e-05
0.000501187 3.98107 2.09422e-05
0.000501187 5.01187 1.56729e-05
0.000501187 6.30957 2.68803e-05
0.000501187 7.94328 1.33647e-05
0.000501187 10 2.13349e-05
0.000501187 12.5893 1.54433e-05
0.000501187 15.8489 1.30056e-05
0.000501187 19.9526 2.05239e-05
0.000501187 25.1189 1.98574e-05
0.000501187 31.6228 2.71731e-05
0.000501187 39.8107 2.90164e-05
0.000501187 50.1187 2.18658e-05
0.000501187 63.0957 2.03004e-05
0.000501187 79.4328 1.96547e-05
0.000630957 0.0001 2.8408e-06
0.000630957 0.000125893 3.07632e-06
0.000630957 0.000158489 3.44825e-06
0.000630957 0.000199526 4.0353e-06
0.000630957 0.000251189 4.97118e-06
0.000630957 0.000316228 6.49332e-06
0.000630957 0.000398107 9.0127e-06
0.000630957 0.000501187 1.31585e-05
0.000630957 0.000630957 1.96877e-05
0.000630957 0.000794328 2.90314e-05
0.000630957 0.001 3.97625e-05
0.000630957 0.00125893 4.5161e-05
0.000630957 0.00158489 3.43927e-05
0.000630957 0.00199526 1.19323e-05
0.000630957 0.00251189 1.83468e-06
0.000630957 0.00316228 7.68733e-06
0.000630957 0.00398107 4.08841e-05
0.000630957 0.00501187 6.84452e-05
0.000630957 0.00630957 3.96256e-05
0.000630957 0.00794328 3.07843e-05
0.000630957 0.01 3.8186e-05
0.000630957 0.0125893 4.5189e-05
0.000630957 0.0158489 3.42979e-05
0.000630957 0.0199526 3.27826e-05
0.000630957 0.0251189 2.39519e-05
0.000630957 0.0316228 3.5519e-05
0.000630957 0.0398107 3.85869e-05
0.000630957 0.0501187 3.18329e-05
0.000630957 0.0630957 2.63301e-05
0.000630957 0.0794328 4.09147e-05
0.000630957 0.1 2.66895e-05
0.000630957 0.125893 2.78701e-05
0.000630957 0.158489 3.69952e-05
0.000630957 0.199526 2.20026e-05
0.000630957 0.251189 3.52624e-05
0.000630957 0.316228 2.86806e-05
0.000630957 0.398107 2.99001e-05
0.000630957 0.501187 3.05808e-05
0.000630957 0.630957 3.83884e-05
0.000630957 0.794328 4.5153e-05
0.000630957 1 4.82181e-05
0.000630957 1.25893 2.72463e-05
0.000630957 1.58489 3.5039e-05
0.000630957 1.99526 3.94885e-05
0.000630957 2.51189 2.37124e-05
0.000630957 3.16228 2.82956e-05
0.000630957 3.98107 3.31825e-05
0.000630957 5.01187 2.48329e-05
0.000630957 6.30957 4.25927e-05
0.000630957 7.94328 2.11773e-05
0.000630957 10 3.38057e-05
0.000630957 12.5893 2.44684e-05
0.000630957 15.8489 2.06058e-05
0.000630957 19.9526 3.25191e-05
0.000630957 25.1189 3.14642e-05
0.000630957 31.6228 4.30578e-05
0.000630957 39.8107 4.59782e-05
0.000630957 50.1187 3.46457e-05
0.000630957 63.0957 3.21656e-05
0.000630957 79.4328 3.11421e-05
0.000794328 0.0001 4.49871e-06
0.000794328 0.000125893 4.87153e-06
0.000794328 0.000158489 5.46038e-06
0.000794328 0.000199526 6.38994e-06
0.000794328 0.000251189 7.87214e-06
0.000794328 0.000316228 1.02833e-05
0.000794328 0.000398107 1.42749e-05
0.000794328 0.000501187 2.08446e-05
0.000794328 0.000630957 3.11925e-05
0.000794328 0.000794328 4.60036e-05
0.000794328 0.001 6.30167e-05
0.000794328 0.00125893 7.15769e-05
0.000794328 0.00158489 5.4507e-05
0.000794328 0.00199526 1.89102e-05
0.000794328 0.00251189 2.91151e-06
0.000794328 0.00316228 1.21799e-05
0.000794328 0.00398107 6.4783e-05
0.000794328 0.00501187 0.000108473
0.000794328 0.00630957 6.27893e-05
0.000794328 0.00794328 4.87859e-05
0.000794328 0.01 6.05057e-05
0.000794328 0.0125893 7.16076e-05
0.000794328 0.0158489 5.43456e-05
0.000794328 0.0199526 5.19419e-05
0.000794328 0.0251189 3.79462e-05
0.000794328 0.0316228 5.62781e-05
0.000794328 0.0398107 6.11393e-05
0.000794328 0.0501187 5.04349e-05
0.000794328 0.0630957 4.17153e-05
0.000794328 0.0794328 6.48312e-05
0.000794328 0.1 4.22844e-05
0.000794328 0.125893 4.41606e-05
0.000794328 0.158489 5.8615e-05
0.000794328 0.199526 3.48582e-05
0.000794328 0.251189 5.58735e-05
0.000794328 0.316228 4.54392e-05
0.000794328 0.398107 4.73736e-05
0.000794328 0.501187 4.84541e-05
0.000794328 0.630957 6.08219e-05
0.000794328 0.794328 7.15468e-05
0.000794328 1 7.6402e-05
0.000794328 1.25893 4.31636e-05
0.000794328 1.58489 5.5514e-05
0.000794328 1.99526 6.25681e-05
0.000794328 2.51189 3.75638e-05
0.000794328 3.16228 4.4829e-05
0.000794328 3.98107 5.25734e-05
0.000794328 5.01187 3.93435e-05
0.000794328 6.30957 6.74855e-05
0.000794328 7.94328 3.35551e-05
0.000794328 10 5.35626e-05
0.000794328 12.5893 3.87649e-05
0.000794328 15.8489 3.26444e-05
0.000794328 19.9526 5.15214e-05
0.000794328 25.1189 4.98522e-05
0.000794328 31.6228 6.82246e-05
0.000794328 39.8107 7.28512e-05
0.000794328 50.1187 5.48914e-05
0.000794328 63.0957 5.09623e-05
0.000794328 79.4328 4.93397e-05
0.001 0.0001 7.12268e-06
0.001 0.000125893 7.71266e-06
0.001 0.000158489 8.64466e-06
0.001 0.000199526 1.01162e-05
0.001 0.000251189 1.24632e-05
0.001 0.000316228 1.62821e-05
0.001 0.000398107 2.26057e-05
0.001 0.000501187 3.30158e-05
0.001 0.000630957 4.9416e-05
0.001 0.000794328 7.28948e-05
0.001 0.001 9.98694e-05
0.001 0.00125893 0.000113445
0.001 0.00158489 8.63844e-05
0.001 0.00199526 2.99682e-05
0.001 0.00251189 4.62192e-06
0.001 0.00316228 1.92964e-05
0.001 0.00398107 0.000102646
0.001 0.00501187 0.000171907
0.001 0.00630957 9.94884e-05
0.001 0.00794328 7.73128e-05
0.001 0.01 9.5865e-05
0.001 0.0125893 0.000113466
0.001 0.0158489 8.61062e-05
0.001 0.0199526 8.22925e-05
0.001 0.0251189 6.01106e-05
0.001 0.0316228 8.91634e-05
0.001 0.0398107 9.68656e-05
0.001 0.0501187 7.99006e-05
0.001 0.0630957 6.60839e-05
0.001 0.0794328 0.000102722
0.001 0.1 6.69852e-05
0.001 0.125893 6.99688e-05
0.001 0.158489 9.28617e-05
0.001 0.199526 5.52197e-05
0.001 0.251189 8.85263e-05
0.001 0.316228 7.19834e-05
0.001 0.398107 7.50524e-05
0.001 0.501187 7.67681e-05
0.001 0.630957 9.63571e-05
0.001 0.794328 0.000113362
0.001 1 0.000121052
0.001 1.25893 6.83721e-05
0.001 1.58489 8.79457e-05
0.001 1.99526 9.91299e-05
0.001 2.51189 5.94992e-05
0.001 3.16228 7.10163e-05
0.001 3.98107 8.32889e-05
0.001 5.01187 6.23273e-05
0.001 6.30957 0.000106919
0.001 7.94328 5.31641e-05
0.001 10 8.48596e-05
0.001 12.5893 6.14084e-05
0.001 15.8489 5.17109e-05
0.001 19.9526 8.162e-05
0.001 25.1189 7.89798e-05
0.001 31.6228 0.000108094
0.001 39.8107 0.000115423
0.001 50.1187 8.69603e-05
0.001 63.0957 8.07366e-05
0.001 79.4328 7.8164e-05
0.00125893 0.0001 1.12741e-05
0.00125893 0.000125893 1.22074e-05
0.00125893 0.000158489 1.3682e-05
0.00125893 0.000199526 1.60109e-05
0.00125893 0.000251189 1.97264e-05
0.00125893 0.000316228 2.57739e-05
0.00125893 0.000398107 3.57908e-05
0.00125893 0.000501187 5.22853e-05
0.00125893 0.000630957 7.82777e-05
0.00125893 0.000794328 0.000115499
0.00125893 0.001 0.000158272
0.00125893 0.00125893 0.000179804
0.00125893 0.00158489 0.000136903
0.00125893 0.00199526 4.74914e-05
0.00125893 0.00251189 7.34017e-06
0.00125893 0.00316228 3.05681e-05
0.00125893 0.00398107 0.000162628
0.00125893 0.00501187 0.000272433
0.00125893 0.00630957 0.000157627
0.00125893 0.00794328 0.000122517
0.00125893 0.01 0.000151876
0.00125893 0.0125893 0.000179784
0.00125893 0.0158489 0.000136418
0.00125893 0.0199526 0.000130365
0.00125893 0.0251189 9.52089e-05
0.00125893 0.0316228 0.000141252
0.00125893 0.0398107 0.000153455
0.00125893 0.0501187 0.000126567
0.00125893 0.0630957 0.000104675
0.00125893 0.0794328 0.000162747
0.00125893 0.1 0.000106102
0.00125893 0.125893 0.000110851
0.00125893 0.158489 0.000147102
0.00125893 0.199526 8.74637e-05
0.00125893 0.251189 0.00014025
0.00125893 0.316228 0.00011402
0.00125893 0.398107 0.000118891
0.00125893 0.501187 0.000121616
0.00125893 0.630957 0.000152638
0.00125893 0.794328 0.000179604
0.00125893 1 0.000191781
0.00125893 1.25893 0.000108288
0.00125893 1.58489 0.000139309
0.00125893 1.99526 0.000157043
0.00125893 2.51189 9.4229e-05
0.00125893 3.16228 0.000112488
0.00125893 3.98107 0.000131935
0.00125893 5.01187 9.87264e-05
0.00125893 6.30957 0.000169377
0.00125893 7.94328 8.42252e-05
0.00125893 10 0.000134431
0.00125893 12.5893 9.72663e-05
0.00125893 15.8489 8.19025e-05
0.00125893 19.9526 0.000129288
0.00125893 25.1189 0.000125114
0.00125893 31.6228 0.000171248
0.00125893 39.8107 0.000182856
0.00125893 50.1187 0.00013775
0.00125893 63.0957 0.000127892
0.00125893 79.4328 0.000123813
0.00158489 0.0001 1.78392e-05
0.00158489 0.000125893 1.93147e-05
0.00158489 0.000158489 2.16468e-05
0.00158489 0.000199526 2.53312e-05
0.00158489 0.000251189 3.12113e-05
0.00158489 0.000316228 4.07858e-05
0.00158489 0.000398107 5.66509e-05
0.00158489 0.000501187 8.27844e-05
0.00158489 0.000630957 0.000123979
0.00158489 0.000794328 0.000182989
0.00158489 0.001 0.000250822
0.00158489 0.00125893 0.000284981
0.00158489 0.00158489 0.000216963
0.00158489 0.00199526 7.5259e-05
0.00158489 0.00251189 1.16632e-05
0.00158489 0.00316228 4.84178e-05
0.00158489 0.00398107 0.000257636
0.00158489 0.00501187 0.000431733
0.00158489 0.00630957 0.000249718
0.00158489 0.00794328 0.000194146
0.00158489 0.01 0.000240588
0.00158489 0.0125893 0.000284843
0.00158489 0.0158489 0.000216105
0.00158489 0.0199526 0.000206495
0.00158489 0.0251189 0.000150776
0.00158489 0.0316228 0.000223744
0.00158489 0.0398107 0.000243076
0.00158489 0.0501187 0.000200462
0.00158489 0.0630957 0.000165778
0.00158489 0.0794328 0.000257825
0.00158489 0.1 0.000168037
0.00158489 0.125893 0.000175604
0.00158489 0.158489 0.000232994
0.00158489 0.199526 0.000138514
0.00158489 0.251189 0.000222174
0.00158489 0.316228 0.000180579
0.00158489 0.398107 0.000188311
0.00158489 0.501187 0.000192644
0.00158489 0.630957 0.000241758
0.00158489 0.794328 0.000284526
0.00158489 1 0.000303806
0.00158489 1.25893 0.000171475
0.00158489 1.58489 0.000220638
0.00158489 1.99526 0.000248761
0.00158489 2.51189 0.000149202
0.00158489 3.16228 0.00017815
0.00158489 3.98107 0.000208966
0.00158489 5.01187 0.00015636
0.00158489 6.30957 0.00026829
0.00158489 7.94328 0.00013342
0.00158489 10 0.000212933
0.00158489 12.5893 0.000154038
0.00158489 15.8489 0.000129699
0.00158489 19.9526 0.000204764
0.00158489 25.1189 0.00019817
0.00158489 31.6228 0.000271271
0.00158489 39.8107 0.000289654
0.00158489 50.1187 0.000218172
0.00158489 63.0957 0.000202563
0.00158489 79.4328 0.000196095
0.00199526 0.0001 2.8215e-05
0.00199526 0.000125893 3.05463e-05
0.00199526 0.000158489 3.42326e-05
0.00199526 0.000199526 4.00586e-05
0.00199526 0.000251189 4.93608e-05
0.00199526 0.000316228 6.45152e-05
0.00199526 0.000398107 8.96385e-05
0.00199526 0.000501187 0.00013104
0.00199526 0.000630957 0.000196328
0.00199526 0.000794328 0.00028989
0.00199526 0.001 0.000397484
0.00199526 0.00125893 0.000451689
0.00199526 0.00158489 0.000343836
0.00199526 0.00199526 0.000119258
0.00199526 0.00251189 1.85444e-05
0.00199526 0.00316228 7.66785e-05
0.00199526 0.00398107 0.000408104
0.00199526 0.00501187 0.000684163
0.00199526 0.00630957 0.000395571
0.00199526 0.00794328 0.000307638
0.00199526 0.01 0.000381067
0.00199526 0.0125893 0.000451254
0.00199526 0.0158489 0.000342298
0.00199526 0.0199526 0.000327035
0.00199526 0.0251189 0.000238726
0.00199526 0.0316228 0.000354362
0.00199526 0.0398107 0.000384982
0.00199526 0.0501187 0.000317446
0.00199526 0.0630957 0.0002625
0.00199526 0.0794328 0.0004084
0.00199526 0.1 0.000266075
0.00199526 0.125893 0.000278146
0.00199526 0.158489 0.000368978
0.00199526 0.199526 0.000219316
0.00199526 0.251189 0.000351905
