0.0625 0.125 36233.2 0 
0.1875 0.125 579755 8.31203e+09 
0.3125 0.125 1.16279e+06 4.34251e+10 
0.4375 0.125 1.75204e+06 8.5033e+10 
0.5625 0.125 1.88628e+06 1.13675e+11 
0.6875 0.125 2.03971e+06 2.10401e+11 
0.8125 0.125 2.36244e+06 1.51434e+11 
0.9375 0.125 2.41821e+06 2.57467e+11 
1.0625 0.125 2.26577e+06 2.60599e+11 
1.1875 0.125 2.04056e+06 2.51795e+11 
1.3125 0.125 1.98014e+06 4.06171e+11 
1.4375 0.125 1.95347e+06 3.56866e+11 
1.5625 0.125 2.00464e+06 3.89168e+11 
1.6875 0.125 1.94376e+06 4.31655e+11 
1.8125 0.125 1.90551e+06 4.13458e+11 
1.9375 0.125 1.79385e+06 5.03434e+11 
2.0625 0.125 1.70829e+06 3.98036e+11 
2.1875 0.125 1.55763e+06 3.20908e+11 
2.3125 0.125 1.4406e+06 3.96778e+11 
2.4375 0.125 1.33644e+06 4.00057e+11 
2.5625 0.125 1.21592e+06 3.42815e+11 
2.6875 0.125 1.08659e+06 3.94398e+11 
2.8125 0.125 992229 3.61806e+11 
2.9375 0.125 888926 3.50187e+11 
3.0625 0.125 781082 3.63216e+11 
3.1875 0.125 696103 3.48945e+11 
3.3125 0.125 597276 3.27063e+11 
3.4375 0.125 518171 2.98227e+11 
3.5625 0.125 438245 3.59975e+11 
3.6875 0.125 366853 3.05764e+11 
3.8125 0.125 306612 3.41837e+11 
3.9375 0.125 252610 2.67608e+11 
4.0625 0.125 200859 3.23233e+11 
4.1875 0.125 162651 2.89768e+11 
4.3125 0.125 130890 2.03498e+11 
4.4375 0.125 100127 2.18074e+11 
4.5625 0.125 78753.9 2.03799e+11 
4.6875 0.125 61075.8 1.98984e+11 
4.8125 0.125 50082.7 1.79043e+11 
4.9375 0.125 39901.3 1.85598e+11 
5.0625 0.125 31800.7 1.72711e+11 
5.1875 0.125 26158.6 1.81282e+11 
5.3125 0.125 20940.8 1.95568e+11 
5.4375 0.125 18735.7 1.78727e+11 
5.5625 0.125 15666.8 1.62089e+11 
5.6875 0.125 13872.7 1.35501e+11 
5.8125 0.125 12354.9 1.09558e+11 
5.9375 0.125 10533.8 1.80768e+11 
6.0625 0.125 9539.43 1.42001e+11 
6.1875 0.125 9388.79 1.55635e+11 
6.3125 0.125 8165.31 1.07426e+11 
6.4375 0.125 7860.69 1.10537e+11 
6.5625 0.125 6826.27 1.19792e+11 
6.6875 0.125 6577.03 1.10955e+11 
6.8125 0.125 6397.78 1.20962e+11 
6.9375 0.125 5970.3 9.45548e+10 
7.0625 0.125 5034.92 1.1954e+11 
7.1875 0.125 5266.28 8.25762e+10 
7.3125 0.125 4928.61 8.37804e+10 
7.4375 0.125 4890.5 1.46174e+11 
7.5625 0.125 4665.38 9.15054e+10 
7.6875 0.125 4000.2 7.70888e+10 
7.8125 0.125 4190.95 1.27429e+11 
7.9375 0.125 4066.51 8.79243e+10 
8.5 1 27375.2 7.90174e+11 
9.5 1 20628.9 6.15386e+11 
11 2 31664.2 1.13381e+12 
13 2 20660.6 9.01754e+11 
15 2 13294.9 7.45357e+11 
17 2 7148.51 5.22376e+11 
19 2 3956.23 4.40387e+11 
25 10 6408.47 1.18261e+12 
35 10 828.223 2.49798e+11 
45 10 137.604 2.96857e+10 
55 10 31.0839 5.01421e+09 
65 10 7.77635 2.46949e+09 
75 10 1.18337 3.8162e+09 
85 10 0.502037 0 
95 10 0.0666463 0 
105 10 0 0 
